# M=38, N=19, Vp=0.0, t=1.0, n=1, Vstart=-2.0, Vstop=2.0, Vstep=0.2, PBC
# start time 2022-01-30 19:48:03
#                       V#                 S₁(n=1)#                 S₂(n=1)                 S₃(n=1)#                 S₄(n=1)#                 S₅(n=1)#                 S₆(n=1)#                 S₇(n=1)#                 S₈(n=1)#                 S₉(n=1)#                S₁₀(n=1)#               S₀₋₅(n=1)
     -2.000000000000E+00      3.677704256079E-01      2.693010838970E-01      2.185786496193E-01      1.866770511065E-01      1.643508546062E-01      1.476525249209E-01      1.345848057672E-01      1.240168717299E-01      1.152549306411E-01      1.078468878263E-01      4.673124554816E-01
     -1.800000000000E+00      2.793032975175E-01      1.852011475041E-01      1.462430036672E-01      1.246120286806E-01      1.104487510466E-01      1.001928469155E-01      9.226960245695E-02      8.587609400689E-02      8.055681245352E-02      7.603103577695E-02      3.977738452512E-01
     -1.600000000000E+00      2.253271674834E-01      1.378704610972E-01      1.073290087926E-01      9.201088804593E-02      8.249381757121E-02      7.574898272387E-02      7.055925151597E-02      6.635051377958E-02      6.281629332500E-02      5.977604218526E-02      3.528507754412E-01
     -1.400000000000E+00      1.784010064743E-01      1.002239106804E-01      7.718653573345E-02      6.671322066184E-02      6.053255828986E-02      5.625711088051E-02      5.299678156959E-02      5.035332576719E-02      4.812252657386E-02      4.618810519889E-02      3.105721190501E-01
     -1.200000000000E+00      1.364840198030E-01      6.995855149288E-02      5.343154388921E-02      4.655239585023E-02      4.267940124715E-02      4.007482113773E-02      3.812362004648E-02      3.655800865459E-02      3.524311234075E-02      3.410343414223E-02      2.685281835482E-01
     -1.000000000000E+00      9.942500945441E-02      4.616869320178E-02      3.503889058786E-02      3.073615728159E-02      2.840827480922E-02      2.688931703784E-02      2.577963110152E-02      2.490713192394E-02      2.418564100207E-02      2.356719956269E-02      2.260169694316E-01
     -8.000000000000E-01      6.742808362905E-02      2.810140834519E-02      2.122695160739E-02      1.871901038803E-02      1.740391036157E-02      1.657016188346E-02      1.597802661426E-02      1.552465061725E-02      1.515859420578E-02      1.485127172065E-02      1.827605964854E-01
     -6.000000000000E-01      4.081854354508E-02      1.505218384535E-02      1.133205018237E-02      1.003110303373E-02      9.364173455426E-03      8.951482037910E-03      8.666035027868E-03      8.453397824590E-03      8.286352443592E-03      8.149777314478E-03      1.386192122796E-01
     -4.000000000000E-01      2.005729552390E-02      6.380682850675E-03      4.793178462108E-03      4.253313821916E-03      3.980590832171E-03      3.814771021609E-03      3.702411250071E-03      3.620607044401E-03      3.557906153582E-03      3.507946204951E-03      9.350015278790E-02
     -2.000000000000E-01      5.890016440687E-03      1.524249894060E-03      1.143623489504E-03      1.016152820070E-03      9.522662047665E-04      9.138138217741E-04      8.880786592980E-04      8.696105685870E-04      8.556844752325E-04      8.447864489796E-04      4.732233650371E-02
      0.000000000000E+00      5.773159728051E-15     -5.773159728051E-15     -3.996802888651E-15     -3.552713678801E-15     -3.552713678801E-15     -3.108624468950E-15     -3.108624468950E-15     -3.108624468950E-15     -3.108624468950E-15     -3.108624468950E-15      1.478817068801E-13
