# M=40, N=20, Vp=0.0, t=1.0, n=1, Vstart=-2.0, Vstop=2.0, Vnum=81, PBC
# start time 2022-02-14 21:20:02
#                       V#                 S₁(n=1)#                 S₂(n=1)                 S₃(n=1)#                 S₄(n=1)#                 S₅(n=1)#                 S₆(n=1)#                 S₇(n=1)#                 S₈(n=1)#                 S₉(n=1)#                S₁₀(n=1)#               S₀₋₅(n=1)
     -5.000000000000E-02      4.875404898410E-04      9.252604886978E-05      6.939614195201E-05      6.168400810225E-05      5.782739673155E-05      5.551299448703E-05      5.396969682847E-05      5.286703038143E-05      5.203975845935E-05      5.139608290161E-05      1.195703087833E-02
     -1.000000000000E-01      1.709281067546E-03      3.741342057455E-04      2.806269064330E-04      2.494221687912E-04      2.338107999873E-04      2.244367877360E-04      2.181814552968E-04      2.137082269207E-04      2.103488147336E-04      2.077319476936E-04      2.383783282856E-02
     -1.500000000000E-01      3.536959125074E-03      8.510741505581E-04      6.384415013723E-04      5.673783002749E-04      5.317995964669E-04      5.104147988209E-04      4.961269726813E-04      4.858945745418E-04      4.781968326455E-04      4.721888737902E-04      3.564397003646E-02
     -2.000000000000E-01      5.906899926844E-03      1.529874229742E-03      1.147844966957E-03      1.019898023273E-03      9.557705483791E-04      9.171714902139E-04      8.913367496581E-04      8.727959976373E-04      8.588140695753E-04      8.478714295626E-04      4.737693813346E-02
     -2.500000000000E-01      8.777029782907E-03      2.417348531223E-03      1.814108837212E-03      1.611511509941E-03      1.509823646091E-03      1.448502074270E-03      1.407364089058E-03      1.377759954004E-03      1.355364800622E-03      1.337775923979E-03      5.903817170723E-02
     -3.000000000000E-01      1.211647713956E-02      3.520603455170E-03      2.642782055823E-03      2.346935869824E-03      2.198176823474E-03      2.108260450403E-03      2.047766807559E-03      2.004087322620E-03      1.970917708150E-03      1.944755581206E-03      7.062904980387E-02
     -3.500000000000E-01      1.590122029460E-02      4.847043735575E-03      3.639702177429E-03      3.231077191709E-03      3.025159486786E-03      2.900345284230E-03      2.816086562257E-03      2.755005505296E-03      2.708413200579E-03      2.671482470407E-03      8.215090311708E-02
     -4.000000000000E-01      2.011183734776E-02      6.404377562224E-03      4.811006661947E-03      4.269032075447E-03      3.995204638676E-03      3.828683984685E-03      3.715825557208E-03      3.633638548759E-03      3.570627538978E-03      3.520406170412E-03      9.360502063536E-02
     -4.500000000000E-01      2.473218924585E-02      8.200620608281E-03      6.163144192237E-03      5.466088616530E-03      5.112839507943E-03      4.897214470609E-03      4.750420546346E-03      4.642974268942E-03      4.560133856119E-03      4.493709391983E-03      1.049926579462E-01
     -5.000000000000E-01      2.974858161107E-02      1.024409870567E-02      7.702885903889E-03      6.827726794947E-03      6.382674598869E-03      6.109864637752E-03      5.923214093641E-03      5.785828436803E-03      5.679260270168E-03      5.593260943361E-03      1.163150466446E-01
     -5.500000000000E-01      3.514919773305E-02      1.254344886859E-02      9.437336389379E-03      8.359618230168E-03      7.809391105048E-03      7.470529490329E-03      7.237423136295E-03      7.064806210697E-03      6.930045468592E-03      6.820566651211E-03      1.275734050109E-01
     -6.000000000000E-01      4.092369685071E-02      1.510761836890E-02      1.137394434867E-02      1.006762531862E-02      9.397726716707E-03      8.983046015161E-03      8.696105051165E-03      8.482261204503E-03      8.314192398593E-03      8.176719170072E-03      1.387689513903E-01
     -6.500000000000E-01      4.706291792256E-02      1.794586091070E-02      1.352051226688E-02      1.195779940131E-02      1.115245956024E-02      1.065116565034E-02      1.030212126678E-02      1.004025249673E-02      9.833020693007E-03      9.662347682188E-03      1.499029182886E-01
     -7.000000000000E-01      5.355865715083E-02      2.106773094516E-02      1.588520600638E-02      1.403637899129E-02      1.307839133769E-02      1.247852550510E-02      1.205809977031E-02      1.174050121259E-02      1.148741981564E-02      1.127756987391E-02      1.609765719161E-01
     -7.500000000000E-01      6.040349410176E-02      2.448307351280E-02      1.847656244745E-02      1.630978680157E-02      1.518032873465E-02      1.446861769958E-02      1.396639625318E-02      1.358434687167E-02      1.327780362097E-02      1.302194741659E-02      1.719912327860E-01
     -8.000000000000E-01      6.759065720942E-02      2.820201152044E-02      2.130349673620E-02      1.878462740560E-02      1.746306510879E-02      1.662475904836E-02      1.602905644424E-02      1.557270646927E-02      1.520406977194E-02      1.489444889130E-02      1.829483039363E-01
     -8.500000000000E-01      7.511391699515E-02      3.223492829209E-02      2.437530760065E-02      2.146768482483E-02      1.993136230836E-02      1.895006141548E-02      1.824778049818E-02      1.770603775759E-02      1.726556609870E-02      1.689342283246E-02      1.938493015298E-01
     -9.000000000000E-01      8.296750416597E-02      3.659244636635E-02      2.770168160358E-02      2.436592161505E-02      2.258993475069E-02      2.144740535887E-02      2.062389260417E-02      1.998431048357E-02      1.946106823496E-02      1.901658573704E-02      2.046958977686E-01
     -9.500000000000E-01      9.114604982957E-02      4.128540289988E-02      3.129269671891E-02      2.748648085647E-02      2.544343801618E-02      2.411942001053E-02      2.315831944346E-02      2.240698988015E-02      2.178877341756E-02      2.126103036742E-02      2.154899700159E-01
     -1.000000000000E+00      9.964454643716E-02      4.632482143813E-02      3.515882518532E-02      3.083669230160E-02      2.849646433952E-02      2.696847243514E-02      2.585158149773E-02      2.497303707490E-02      2.424631560800E-02      2.362325976283E-02      2.262336650991E-01
     -1.050000000000E+00      1.084583313043E-01      5.172188153715E-02      3.931093692725E-02      3.442408555397E-02      3.175354937370E-02      2.999667194968E-02      2.870380355213E-02      2.768093339504E-02      2.683080925902E-02      2.609925426616E-02      2.369294796250E-01
     -1.100000000000E+00      1.175831017189E-01      5.748789304146E-02      4.376030894230E-02      3.825641686116E-02      3.521919821016E-02      3.320589832854E-02      3.171475387710E-02      3.052873825884E-02      2.953893121283E-02      2.868458039030E-02      2.475803638528E-01
     -1.150000000000E+00      1.270149624454E-01      6.363427514346E-02      4.851864113265E-02      4.234171260180E-02      3.889793628539E-02      3.659786121452E-02      3.488392034105E-02      3.351418919045E-02      3.236704892311E-02      3.137454875126E-02      2.581898558389E-01
     -1.200000000000E+00      1.367505243694E-01      7.017255397605E-02      5.359808956465E-02      4.668834178772E-02      4.279439947348E-02      4.017420613473E-02      3.821063897602E-02      3.663485876342E-02      3.531140833751E-02      3.416443227412E-02      2.687622618387E-01
     -1.250000000000E+00      1.467870744136E-01      7.711439680033E-02      5.901133209681E-02      5.130513389495E-02      4.691348190935E-02      4.393668673504E-02      4.169429428201E-02      3.988838627460E-02      3.836839684411E-02      3.704975699693E-02      2.793028880882E-01
     -1.300000000000E+00      1.571228390215E-01      8.447169984235E-02      6.477168102559E-02      5.620155881456E-02      5.126056131427E-02      4.788742436169E-02      4.533461178617E-02      4.327280250386E-02      4.153489641624E-02      4.002667676985E-02      2.898183641011E-01
     -1.350000000000E+00      1.677574030781E-01      9.225678675515E-02      7.089328961719E-02      6.138801299903E-02      5.584184564438E-02      5.202929739555E-02      4.913208182859E-02      4.678698154199E-02      4.480875510560E-02      4.309245397868E-02      3.003170852545E-01
     -1.400000000000E+00      1.786923433709E-01      1.004827752598E-01      7.739150249324E-02      6.687625949049E-02      6.066488867105E-02      5.636650630446E-02      5.308855638249E-02      5.043125555126E-02      4.818940610981E-02      4.624606912468E-02      3.108098320681E-01
     -1.450000000000E+00      1.899322075499E-01      1.091642385007E-01      8.428345680156E-02      7.268011724423E-02      6.573936304380E-02      6.090539583586E-02      5.720809132548E-02      5.420825468785E-02      5.167868658031E-02      4.948900258213E-02      3.213106620057E-01
     -1.500000000000E+00      2.014860216981E-01      1.183183459056E-01      9.158909539919E-02      7.881654148035E-02      7.107821850385E-02      6.565564909040E-02      6.149813523678E-02      5.812405948849E-02      5.528193099524E-02      5.282625327223E-02      3.318382277734E-01
     -1.550000000000E+00      2.133696652410E-01      1.279668341855E-01      9.933289491207E-02      8.530735492451E-02      7.669945204562E-02      7.063205282374E-02      6.597123944895E-02      6.218981853659E-02      5.900947358500E-02      5.626771461140E-02      3.424177504372E-01
     -1.600000000000E+00      2.256096791959E-01      1.381393875782E-01      1.075468195996E-01      9.218206710875E-02      8.262886637150E-02      7.585716147617E-02      7.064757680581E-02      6.642408614056E-02      6.287878873033E-02      5.983011724693E-02      3.530841457566E-01
     -1.650000000000E+00      2.382495380355E-01      1.488795098873E-01      1.162754575646E-01      9.948259922332E-02      8.890451707480E-02      8.136546823634E-02      7.555880574848E-02      7.085636093297E-02      6.691770714374E-02      6.353994312213E-02      3.638870241439E-01
     -1.700000000000E+00      2.513604408003E-01      1.602550014858E-01      1.255852191127E-01      1.072715266303E-01      9.558423056204E-02      8.721028410004E-02      8.075434209338E-02      7.553278158924E-02      7.116958145311E-02      6.743811858058E-02      3.748992879031E-01
     -1.750000000000E+00      2.650608423050E-01      1.723774133919E-01      1.355815076477E-01      1.156472194029E-01      1.027591121656E-01      9.347587785657E-02      8.631230843014E-02      8.052603023112E-02      7.570227757961E-02      7.158821985741E-02      3.862325915873E-01
     -1.800000000000E+00      2.795546035044E-01      1.854405679612E-01      1.464429211305E-01      1.247737876042E-01      1.105799462184E-01      1.003009651647E-01      9.236060503961E-02      8.595437418173E-02      8.062550478849E-02      7.609235446048E-02      3.980676447015E-01
     -1.850000000000E+00      2.952143617364E-01      1.998051298800E-01      1.584967617748E-01      1.349471914044E-01      1.193153046809E-01      1.079302699229E-01      9.912312589955E-02      9.202348120177E-02      8.612896774120E-02      8.112622910718E-02      4.107208589167E-01
     -1.900000000000E+00      3.127995836422E-01      2.162192159109E-01      1.724169230216E-01      1.467693096227E-01      1.295051080183E-01      1.168511980897E-01      1.070426131332E-01      9.913788449058E-02      9.258433295818E-02      8.703309156714E-02      4.248200521766E-01
     -1.950000000000E+00      3.342439846340E-01      2.366107824393E-01      1.899369455769E-01      1.617790065065E-01      1.425208695335E-01      1.282952307956E-01      1.172333702510E-01      1.083131597904E-01      1.009232960025E-01      9.467277082829E-02      4.419420130744E-01
     -2.000000000000E+00      3.687304370264E-01      2.701925601925E-01      2.193696594104E-01      1.873708409113E-01      1.649630955344E-01      1.481980329603E-01      1.350755824949E-01      1.244623160414E-01      1.156623850679E-01      1.082221335176E-01      4.695371542866E-01
      0.000000000000E+00      1.491367029871E-10      1.116484682484E-11      8.373746140933E-12      7.442935157087E-12      6.977973754374E-12      6.699085730588E-12      6.512568262451E-12      6.380229677916E-12      6.280309605700E-12      6.202593993976E-12      4.493882295620E-06
      5.000000000000E-02      4.786912842452E-04      9.057772645216E-05      6.793483324330E-05      6.038515611673E-05      5.660980652866E-05      5.434418808026E-05      5.283343522144E-05      5.175403414626E-05      5.094422795215E-05      5.031415169165E-05      1.187286058505E-02
      1.000000000000E-01      1.649261435294E-03      3.585445974221E-04      2.689325577472E-04      2.390300442268E-04      2.240708586356E-04      2.150890118187E-04      2.090958356598E-04      2.048104723942E-04      2.015924931387E-04      1.990861040686E-04      2.350681888009E-02
