# M=36, N=18, Vp=0.0, t=1.0, n=3, Vstart=-1.75, Vstop=1.75, Vnum=6034250377451287608, PBC
# start time 2022-05-17 18:05:46
#                       V#                 S₁(n=3)#                 S₂(n=3)                 S₃(n=3)#                 S₄(n=3)#                 S₅(n=3)#                 S₆(n=3)#                 S₇(n=3)#                 S₈(n=3)#                 S₉(n=3)#                S₁₀(n=3)#               S₀₋₅(n=3)
     -1.750000000000E+00      7.476956867007E-01      4.574045078230E-01      3.317313873489E-01      2.468948492957E-01      1.733586353059E-01      1.034435257243E-01      3.728987023999E-02     -2.287453911761E-02     -7.559854874663E-02     -1.207755327615E-01      1.135390016827E+00
     -1.650000000000E+00      6.686526739426E-01      3.981593760871E-01      2.959664942088E-01      2.352968721747E-01      1.874278702424E-01      1.432929418628E-01      1.001040885065E-01      5.780818657752E-02      1.744078973993E-02     -1.991960451879E-02      1.063934966121E+00
     -1.000000000000E+00      2.707197423720E-01      1.228419787104E-01      9.291031531046E-02      8.135483694658E-02      7.503052719464E-02      7.082472949739E-02      6.767438773180E-02      6.512170218576E-02      6.293699431905E-02      6.099200842296E-02      6.436503114251E-01
     -5.000000000000E-01      7.961952072994E-02      2.695688364296E-02      2.026350674259E-02      1.796434181990E-02      1.679615664775E-02      1.608070045442E-02      1.559161085465E-02      1.523187184029E-02      1.495297532410E-02      1.472797232673E-02      3.268386880040E-01
      5.000000000000E-01      6.741483595588E-02      2.180007513468E-02      1.638547804531E-02      1.454235432123E-02      1.361203166256E-02      1.304700016277E-02      1.266462475226E-02      1.238663207153E-02      1.217388551613E-02      1.200464260581E-02      3.043535914845E-01
      1.650000000000E+00      4.044142887056E-01      2.000954358353E-01      1.536705747220E-01      1.354202174081E-01      1.256256069037E-01      1.193264309066E-01      1.147938080852E-01      1.112802057798E-01      1.084112930131E-01      1.059790799998E-01      8.358634621980E-01
      1.750000000000E+00      4.379276138089E-01      2.224612105584E-01      1.714011927151E-01      1.509896396197E-01      1.399552589618E-01      1.328251576661E-01      1.276743346051E-01      1.236679276255E-01      1.203874878915E-01      1.176004179157E-01      8.732345868972E-01


 Calculation finished at  2022-05-26 13:11:39
