# M=16, N=8, Vp=0.0, t=1.0, n=3, Vstart=-1.75, Vstop=1.75, Vnum=16454199681226724124, PBC
# start time 2022-05-14 19:48:39
#                       V#                 S₁(n=3)#                 S₂(n=3)                 S₃(n=3)#                 S₄(n=3)#                 S₅(n=3)#                 S₆(n=3)#                 S₇(n=3)#                 S₈(n=3)#                 S₉(n=3)#                S₁₀(n=3)#               S₀₋₅(n=3)
     -1.750000000000E+00      6.185659213473E-01      3.559144076664E-01      2.597458642430E-01      2.041393544444E-01      1.628881114431E-01      1.283668843900E-01      9.802049984223E-02      7.092625872545E-02      4.668949580604E-02      2.505805568986E-02      1.029177987479E+00
     -1.650000000000E+00      5.453556215012E-01      3.046648162182E-01      2.257299986606E-01      1.837607047166E-01      1.541133098589E-01      1.297096899846E-01      1.080971373901E-01      8.835739258785E-02      7.014558949385E-02      5.333168992466E-02      9.532543746638E-01
     -1.000000000000E+00      2.089785759885E-01      8.999058236152E-02      6.788112099128E-02      5.960176925592E-02      5.513969491073E-02      5.220997120164E-02      5.004051841535E-02      4.830007830012E-02      4.682309448366E-02      4.551769897397E-02      5.472369629723E-01
     -5.000000000000E-01      6.034857357726E-02      1.966369926848E-02      1.477441126554E-02      1.310702187369E-02      1.226326818106E-02      1.174905910322E-02      1.139958431664E-02      1.114420982336E-02      1.094761861240E-02      1.079019012346E-02      2.726998845262E-01
      5.000000000000E-01      5.126491867026E-02      1.608696601158E-02      1.208896830288E-02      1.073479314511E-02      1.005342688567E-02      9.641246513165E-03      9.363651950300E-03      9.162957054762E-03      9.010318770214E-03      8.889713192739E-03      2.531497524988E-01
      1.650000000000E+00      3.124285276006E-01      1.508229546910E-01      1.158240326785E-01      1.024585083215E-01      9.545330088919E-02      9.104662307120E-02      8.794176031588E-02      8.558020435426E-02      8.368262328484E-02      8.209393860124E-02      6.970272568570E-01
      1.750000000000E+00      3.384350389969E-01      1.679443696863E-01      1.294052951239E-01      1.144660488142E-01      1.065959119257E-01      1.016287778724E-01      9.811761281720E-02      9.543801326867E-02      9.327760966369E-02      9.146300844989E-02      7.277281782345E-01


 Calculation finished at  2022-05-14 20:09:47
