# M=24, N=12, Vp=0.0, t=1.0, n=2, Vstart=-1.75, Vstop=1.75, Vnum=16454199681226724124, PBC
# start time 2022-05-13 12:32:13
#                       V#                 S₁(n=2)#                 S₂(n=2)                 S₃(n=2)#                 S₄(n=2)#                 S₅(n=2)#                 S₆(n=2)#                 S₇(n=2)#                 S₈(n=2)#                 S₉(n=2)#                S₁₀(n=2)#               S₀₋₅(n=2)
     -1.750000000000E+00      4.991098837787E-01      3.092947442757E-01      2.323724906945E-01      1.857783358270E-01      1.492322955837E-01      1.157455084116E-01      8.267521146339E-02      4.940699762003E-02      1.642084165929E-02     -1.537413800132E-02      7.555377101040E-01
     -1.650000000000E+00      4.456400450884E-01      2.667232485006E-01      2.020924272758E-01      1.666751747701E-01      1.412387287122E-01      1.195166974451E-01      9.896288203831E-02      7.845761066726E-02      5.760913619596E-02      3.647648960528E-02      7.083776189228E-01
     -1.000000000000E+00      1.798430530084E-01      8.097436147629E-02      6.127375459252E-02      5.376367616237E-02      4.970176757987E-02      4.703596452260E-02      4.506793362219E-02      4.349746298112E-02      4.217423207382E-02      4.101455723885E-02      4.297326193509E-01
     -5.000000000000E-01      5.288142851866E-02      1.777213046735E-02      1.335879662968E-02      1.184653604216E-02      1.107953146576E-02      1.061082074820E-02      1.029126181377E-02      1.005693495692E-02      9.875880341300E-03      9.730342531227E-03      2.186351333017E-01
      5.000000000000E-01      4.496154743212E-02      1.443613938122E-02      1.084931608371E-02      9.630289751646E-03      9.015521211792E-03      8.642550303044E-03      8.390483923410E-03      8.207510165788E-03      8.067723112518E-03      7.956730623595E-03      2.041957730586E-01
      1.650000000000E+00      2.725082295493E-01      1.335039107724E-01      1.023447806127E-01      9.023467485271E-02      8.377678443613E-02      7.964299671794E-02      7.668084558637E-02      7.439315977813E-02      7.253114135098E-02      7.095658728056E-02      5.635636834927E-01
      1.750000000000E+00      2.954626408457E-01      1.485610199818E-01      1.142172468193E-01      1.006607910125E-01      9.338449999431E-02      8.870601175694E-02      8.534021800768E-02      8.273148058603E-02      8.060158911407E-02      7.879597435593E-02      5.891737379352E-01
 #Calculation finished at  2022-05-13 12:39:21
