# M=30, N=15, Vp=0.0, t=1.0, n=2, Vstart=-1.75, Vstop=1.75, Vnum=16454199681226724124, PBC
# start time 2022-05-13 13:07:59
#                       V#                 S₁(n=2)#                 S₂(n=2)                 S₃(n=2)#                 S₄(n=2)#                 S₅(n=2)#                 S₆(n=2)#                 S₇(n=2)#                 S₈(n=2)#                 S₉(n=2)#                S₁₀(n=2)#               S₀₋₅(n=2)
     -1.750000000000E+00      5.090188876212E-01      3.187469442521E-01      2.398935714684E-01      1.907478958453E-01      1.505112442743E-01      1.116145645531E-01      7.126706798638E-02      2.941261814342E-02     -1.241318678726E-02     -5.231267581645E-02      7.615711078891E-01
     -1.650000000000E+00      4.556071726400E-01      2.757427937956E-01      2.094330559570E-01      1.724305760405E-01      1.452489669813E-01      1.212714815009E-01      9.764809294919E-02      7.310288811447E-02      4.732551161048E-02      2.070109484053E-02      7.152716817517E-01
     -1.000000000000E+00      1.858601634137E-01      8.460785352245E-02      6.406420958569E-02      5.617400688158E-02      5.189090127843E-02      4.907249035745E-02      4.698758555970E-02      4.532153946141E-02      4.391666367890E-02      4.268504830722E-02      4.369500209635E-01
     -5.000000000000E-01      5.487158995230E-02      1.859966575672E-02      1.398227419113E-02      1.239706032996E-02      1.159214933779E-02      1.109960542579E-02      1.076326360243E-02      1.051619375443E-02      1.032493079877E-02      1.017088301912E-02      2.228837939807E-01
      5.000000000000E-01      4.661006450825E-02      1.506988455750E-02      1.132607924218E-02      1.005200213936E-02      9.408906929725E-03      9.018321034550E-03      8.754000592034E-03      8.561840332327E-03      8.414787652500E-03      8.297813363383E-03      2.082136543439E-01
      1.650000000000E+00      2.813333129189E-01      1.386035724167E-01      1.062497399605E-01      9.358261576086E-02      8.678867152642E-02      8.241761586702E-02      7.927119711549E-02      7.683187635690E-02      7.484049684199E-02      7.315300203385E-02      5.745848642503E-01
      1.750000000000E+00      3.050084801162E-01      1.541732443130E-01      1.185216560244E-01      1.043400342374E-01      9.668102114567E-02      9.173038261746E-02      8.815263132592E-02      8.536946074821E-02      8.309104789794E-02      8.115621536166E-02      6.008169805907E-01


 Calculation finished at  2022-05-13 13:35:30
