# M=36, N=18, Vp=0.0, t=1.0, n=1, Vstart=-1.9, Vstop=2.0, Vstep=0.2, PBC
# start time 2022-01-31 00:05:44
#                       V#                 S₁(n=1)#                 S₂(n=1)                 S₃(n=1)#                 S₄(n=1)#                 S₅(n=1)#                 S₆(n=1)#                 S₇(n=1)#                 S₈(n=1)#                 S₉(n=1)#                S₁₀(n=1)#               S₀₋₅(n=1)
     -1.900000000000E+00      3.122488819442E-01      2.156842111449E-01      1.719606828144E-01      1.463870437846E-01      1.291824994249E-01      1.165748955123E-01      1.068020771226E-01      9.892522649184E-02      9.239374503593E-02      8.686029406423E-02      4.244263442487E-01
     -1.700000000000E+00      2.507891340794E-01      1.597004622966E-01      1.251298115852E-01      1.069108652169E-01      9.529846753253E-02      8.698037478186E-02      8.056536004351E-02      7.537381208560E-02      7.103285498520E-02      6.731814836522E-02      3.744646489124E-01
     -1.500000000000E+00      2.008609523311E-01      1.177408974595E-01      9.112706826562E-02      7.845200073098E-02      7.078716687688E-02      6.541936992269E-02      6.130313775649E-02      5.796062495538E-02      5.514293694364E-02      5.270638691334E-02      3.313475021874E-01
     -1.300000000000E+00      1.565196111528E-01      8.396189108053E-02      6.437175474486E-02      5.587917161173E-02      5.099304492916E-02      4.766091675509E-02      4.514020147403E-02      4.310429828365E-02      4.138770804940E-02      3.989724235431E-02      2.893122190647E-01
     -1.100000000000E+00      1.170616955468E-01      5.709411079182E-02      4.345600064717E-02      3.800439645542E-02      3.500164171219E-02      3.301384185825E-02      3.154303305864E-02      3.037397424195E-02      2.939869041605E-02      2.855698769894E-02      2.470959860624E-01
     -9.000000000000E-01      8.256052526220E-02      3.632261865249E-02      2.749548270836E-02      2.419090883536E-02      2.243401505590E-02      2.130522004253E-02      2.049258765938E-02      1.986213365917E-02      1.934682579423E-02      1.890939950126E-02      2.042621738894E-01
     -7.000000000000E-01      5.327577532957E-02      2.090609817735E-02      1.576268214467E-02      1.393034613769E-02      1.298176252421E-02      1.238836235094E-02      1.197290154970E-02      1.165938654491E-02      1.140981768703E-02      1.120308221552E-02      1.606152791385E-01
     -5.000000000000E-01      2.958212775971E-02      1.016420033032E-02      7.642653237532E-03      6.774876121312E-03      6.333782756344E-03      6.063550412107E-03      5.878783512511E-03      5.742882237887E-03      5.637546577709E-03      5.552609788394E-03      1.160426760091E-01
     -3.000000000000E-01      1.204516444168E-02      3.493147874619E-03      2.622154137141E-03      2.328680521216E-03      2.181138350048E-03      2.091976099580E-03      2.032005076569E-03      1.988715818148E-03      1.955853591976E-03      1.929943546031E-03      7.045831660707E-02
     -1.000000000000E-01      1.698598021672E-03      3.712529389239E-04      2.784655534804E-04      2.475018507910E-04      2.320113316316E-04      2.227100943548E-04      2.165034994142E-04      2.120652727147E-04      2.087322772097E-04      2.061361034285E-04      2.377880247148E-02
      1.000000000000E-01      1.639175571634E-03      3.558444394316E-04      2.669070774450E-04      2.372303961904E-04      2.223844191871E-04      2.134707310293E-04      2.075231884495E-04      2.032705871873E-04      2.000773251134E-04      1.975902899329E-04      2.345000995179E-02
      3.000000000000E-01      1.089194293672E-02      3.076180463637E-03      2.308913285304E-03      2.050914846568E-03      1.921365222131E-03      1.843199533938E-03      1.790726531738E-03      1.752935668027E-03      1.724321668632E-03      1.701826047564E-03      6.768579698797E-02
      5.000000000000E-01      2.518937594119E-02      8.225326608720E-03      6.181750413448E-03      5.484999817871E-03      5.132810419028E-03      4.918525858208E-03      4.773207160032E-03      4.667308489315E-03      4.586056901797E-03      4.521245187163E-03      1.088013672549E-01
      7.000000000000E-01      4.288304044781E-02      1.555256072205E-02      1.171024876506E-02      1.037556170130E-02      9.694948080962E-03      9.276480317157E-03      8.989175657258E-03      8.776891948129E-03      8.611557688856E-03      8.477577326557E-03      1.472273237114E-01
      9.000000000000E-01      6.303295109663E-02      2.485705560593E-02      1.876059615819E-02      1.659508431997E-02      1.547923474774E-02      1.478524991920E-02      1.430256569995E-02      1.394089971340E-02      1.365510740967E-02      1.342010646844E-02      1.833185720252E-01
      1.100000000000E+00      8.503757158294E-02      3.598320742503E-02      2.723615071355E-02      2.405015144303E-02      2.238928217088E-02      2.134420366766E-02      2.060814219777E-02      2.004945809133E-02      1.960231418746E-02      1.923012447994E-02      2.173745424653E-01
      1.300000000000E+00      1.084958432884E-01      4.881782572920E-02      3.707526435823E-02      3.268035962938E-02      3.036044048142E-02      2.888403370227E-02      2.783219718271E-02      2.702486808728E-02      2.637194838090E-02      2.582334750469E-02      2.496542069212E-01
      1.500000000000E+00      1.331406167315E-01      6.328932583497E-02      4.825116685521E-02      4.245873152380E-02      3.936049263724E-02      3.736763337530E-02      3.593361292437E-02      3.482286136296E-02      3.391738665033E-02      3.315152922786E-02      2.803877109434E-01
      1.700000000000E+00      1.588026638079E-01      7.936886913143E-02      6.077390952062E-02      5.339383340811E-02      4.939179482729E-02      4.679216901384E-02      4.490586341496E-02      4.343453351703E-02      4.222845916093E-02      4.120418351243E-02      3.097854562990E-01
      1.900000000000E+00      1.853891493876E-01      9.707269174659E-02      7.469390471608E-02      6.553341576953E-02      6.049485362132E-02      5.719247586888E-02      5.478020414553E-02      5.288931427197E-02      5.133416665514E-02      5.001099289815E-02      3.380442697276E-01
 #Calculation finished at  2022-02-05 13:20:59
