# M=22, N=11, Vp=0.0, t=1.0, n=1, Vstart=-2.0, Vstop=0.0, Vnum=201, PBC
# start time 2022-10-16 02:17:39
#                       V#                 S1(n=1)#                 S2(n=1)                 S3(n=1)#                 S4(n=1)#                 S5(n=1)#                 S6(n=1)#                 S7(n=1)#                 S8(n=1)#                 S9(n=1)#                S10(n=1)#               S1/2(n=1)#               Sinf(n=1)
     -1.100000000000E-01      1.934544319154E-03      4.280059688924E-04      3.210388344308E-04      2.853407975172E-04      2.674816183776E-04      2.567579928221E-04      2.496021454421E-04      2.444850296310E-04      2.406421220851E-04      2.376486876354E-04      2.569564443475E-02      2.599109384205E-05
     -1.200000000000E-01      2.262020545931E-03      5.104484411436E-04      3.828852020407E-04      3.403038382794E-04      3.189986696870E-04      3.062039969683E-04      2.976645745418E-04      2.915567257245E-04      2.869686121749E-04      2.833936570359E-04      2.801431707998E-02      3.074848213647E-05
     -1.300000000000E-01      2.611485819212E-03      6.003488205790E-04      4.503292210001E-04      4.002391847493E-04      3.751740792071E-04      3.601189749745E-04      3.500688752469E-04      3.428787813813E-04      3.374761940544E-04      3.332652803114E-04      3.033016510391E-02      3.587178965203E-05
     -1.400000000000E-01      2.982482362766E-03      6.977554397594E-04      5.234079090513E-04      4.651791126538E-04      4.360375136394E-04      4.185308392430E-04      4.068416332266E-04      3.984767000351E-04      3.921894418926E-04      3.872873044770E-04      3.264320159137E-02      4.135334100486E-05
     -1.500000000000E-01      3.374591169230E-03      8.027170996860E-04      6.021587059686E-04      5.351562119484E-04      5.016188765734E-04      4.814676743274E-04      4.680095479301E-04      4.583760442194E-04      4.511329366133E-04      4.454834325687E-04      3.495343944198E-02      4.718544670235E-05
     -1.600000000000E-01      3.787426548492E-03      9.152830848840E-04      6.866194864057E-04      6.102033964996E-04      5.719483158253E-04      5.489577423403E-04      5.335994362734E-04      5.226024376532E-04      5.143312664933E-04      5.078773228036E-04      3.726089161579E-02      5.336041713067E-05
     -1.700000000000E-01      4.220631679331E-03      1.035503157953E-03      7.768285573784E-04      6.903539000818E-04      6.470562179106E-04      6.210294759650E-04      6.036382242431E-04      5.911815554822E-04      5.818090160545E-04      5.744925761682E-04      3.956557093635E-02      5.987054852552E-05
     -1.800000000000E-01      4.673875052661E-03      1.163427576591E-03      8.728246726455E-04      7.756412873454E-04      7.269732164912E-04      6.977114848428E-04      6.781529514530E-04      6.641391271551E-04      6.535907673699E-04      6.453527362225E-04      4.186749024608E-02      6.670813603105E-05
     -1.900000000000E-01      5.146847382422E-03      1.299107060499E-03      9.746470095195E-04      8.660994313905E-04      8.117301695116E-04      7.790325318822E-04      7.571707464638E-04      7.415009106566E-04      7.297010731691E-04      7.204812610651E-04      4.416666209526E-02      7.386548439081E-05
     -2.000000000000E-01      5.639259283818E-03      1.442592847037E-03      1.082335212315E-03      9.617625504701E-04      9.013581916486E-04      8.650215625736E-04      8.407188535253E-04      8.232927170315E-04      8.101644793630E-04      7.999015440148E-04      4.646309915573E-02      8.133486120787E-05
     -2.100000000000E-01      6.150839092135E-03      1.593936668181E-03      1.195929376786E-03      1.062665192252E-03      9.958886376062E-04      9.557076871154E-04      9.288246134647E-04      9.095403899888E-04      8.950055033679E-04      8.836368906615E-04      4.875681406524E-02      8.910857217037E-05
     -2.200000000000E-01      6.681331054554E-03      1.753190746321E-03      1.315470048733E-03      1.168842230642E-03      1.095353097134E-03      1.051120173754E-03      1.021515455420E-03      1.000269796109E-03      9.842486228302E-04      9.717105061631E-04      5.104781926146E-02      9.717890091077E-05
     -2.300000000000E-01      7.230493848472E-03      1.920407814857E-03      1.440998241271E-03      1.280328879117E-03      1.199783405438E-03      1.151288456819E-03      1.118818902805E-03      1.095506828916E-03      1.077918277944E-03      1.064145495909E-03      5.333612718385E-02      1.055381227091E-04
     -2.400000000000E-01      7.798099258137E-03      2.095641122630E-03      1.572555440012E-03      1.397160693295E-03      1.309211643469E-03      1.256242135017E-03      1.220762569769E-03      1.195277403624E-03      1.176038864571E-03      1.160964857088E-03      5.562175026500E-02      1.141785159571E-04
     -2.500000000000E-01      8.383930996226E-03      2.278944428920E-03      1.710183601194E-03      1.519373567207E-03      1.423670132255E-03      1.366010963963E-03      1.327374152027E-03      1.299607446332E-03      1.278634721875E-03      1.262191464821E-03      5.790470086447E-02      1.230923576578E-04
     -2.600000000000E-01      8.987783654777E-03      2.470371993127E-03      1.853925145892E-03      1.647003726063E-03      1.543191423931E-03      1.480624845514E-03      1.438681414554E-03      1.408522880148E-03      1.385730116918E-03      1.367848055286E-03      6.018499114177E-02      1.322719282726E-04
     -2.700000000000E-01      9.609461940948E-03      2.669978622551E-03      2.003822997848E-03      1.780087757649E-03      1.667808328798E-03      1.600113851552E-03      1.554712212636E-03      1.522049643837E-03      1.497349261148E-03      1.477957240223E-03      6.246263341815E-02      1.417095018130E-04
     -2.800000000000E-01      1.024877977242E-02      2.877819634506E-03      2.159920557090E-03      1.918662586752E-03      1.797553889091E-03      1.724508196679E-03      1.675494463345E-03      1.640213662020E-03      1.613516279299E-03      1.592541474543E-03      6.473763984202E-02      1.513973518814E-04
     -2.900000000000E-01      1.090555965551E-02      3.093950888032E-03      2.322261725803E-03      2.062765495856E-03      1.932461395914E-03      1.853838252202E-03      1.801056156991E-03      1.763040854359E-03      1.734255216517E-03      1.711623061546E-03      6.701002260553E-02      1.613277671524E-04
     -3.000000000000E-01      1.157963201824E-02      3.318428772681E-03      2.490890902046E-03      2.212434117308E-03      2.072564379475E-03      1.988134534491E-03      1.931425343694E-03      1.890557120433E-03      1.859590021605E-03      1.835224134616E-03      6.927979380355E-02      1.714930175858E-04
     -3.100000000000E-01      1.227083466532E-02      3.551310216118E-03      2.665852987643E-03      2.367706438012E-03      2.217896610957E-03      2.127427704455E-03      2.066630130705E-03      2.022788335064E-03      1.989544540495E-03      1.963366648958E-03      7.154696553306E-02      1.818853969588E-04
     -3.200000000000E-01      1.297901220421E-02      3.792652664596E-03      2.847193375737E-03      2.528620786022E-03      2.368492087401E-03      2.271748550655E-03      2.206698663776E-03      2.159760328006E-03      2.124142494327E-03      2.096072358129E-03      7.381154963456E-02      1.924971817480E-04
     -3.300000000000E-01      1.370401577045E-02      4.042514151692E-03      3.034958004718E-03      2.695215875936E-03      2.524385071498E-03      2.421128024944E-03      2.351659159434E-03      2.301498913332E-03      2.263407506274E-03      2.233362838565E-03      7.607355824093E-02      2.033206737821E-04
     -3.400000000000E-01      1.444570257015E-02      4.300953288750E-03      3.229193353396E-03      2.867530802158E-03      2.685610082555E-03      2.575597231304E-03      2.501539891806E-03      2.448029874367E-03      2.407363084699E-03      2.375259471066E-03      7.833300354254E-02      2.143481315255E-04
     -3.500000000000E-01      1.520393506251E-02      4.568029096189E-03      3.429946316605E-03      3.045604926269E-03      2.852201788568E-03      2.735187320081E-03      2.656369087827E-03      2.599378859221E-03      2.556032518654E-03      2.521783336043E-03      8.058989684147E-02      2.255719007098E-04
     -3.600000000000E-01      1.597858155868E-02      4.843801368973E-03      3.637264482296E-03      3.229478119837E-03      3.024195230101E-03      2.899929699431E-03      2.816175129559E-03      2.755571575926E-03      2.709439067081E-03      2.672955397673E-03      8.284425078177E-02      2.369842826377E-04
     -3.700000000000E-01      1.676951489444E-02      5.128330293759E-03      3.851195846408E-03      3.419190509435E-03      3.201625579340E-03      3.069855802300E-03      2.980986326111E-03      2.916633567642E-03      2.867605736320E-03      2.828796283074E-03      8.509607679308E-02      2.485775694292E-04
     -3.800000000000E-01      1.757661288166E-02      5.421676732778E-03      4.071789028606E-03      3.614782664899E-03      3.384528312777E-03      3.244997248676E-03      3.150831068114E-03      3.082590360915E-03      3.030555423176E-03      2.989326420923E-03      8.734538699139E-02      2.603440856883E-04
     -3.900000000000E-01      1.839975756793E-02      5.723902043242E-03      4.299093139366E-03      3.816295479163E-03      3.572939096116E-03      3.425385732899E-03      3.325737716164E-03      3.253467354610E-03      3.198310803977E-03      3.154565930428E-03      8.959219307701E-02      2.722761626983E-04
     -4.000000000000E-01      1.923883533755E-02      6.035068218372E-03      4.533157888552E-03      4.023770261512E-03      3.766893868101E-03      3.611053100810E-03      3.505734672779E-03      3.429289887557E-03      3.370894398534E-03      3.324534682072E-03      9.183650699578E-02      2.843661356740E-04
     -4.100000000000E-01      2.009373658494E-02      6.355237853045E-03      4.774033562405E-03      4.237248714430E-03      3.966428815647E-03      3.802031323017E-03      3.690850353793E-03      3.610083208157E-03      3.548328538055E-03      3.499252263949E-03      9.407834074904E-02      2.966063655205E-04
     -4.200000000000E-01      2.096435523981E-02      6.684474025888E-03      5.021770937637E-03      4.456772855093E-03      4.171580297642E-03      3.998352419379E-03      3.881113112833E-03      3.795872398516E-03      3.730635288791E-03      3.678737904881E-03      9.631770590436E-02      3.089891712316E-04
     -4.300000000000E-01      2.185058903820E-02      7.022840509648E-03      5.276421442571E-03      4.682385154593E-03      4.382384971008E-03      4.200048575940E-03      4.076551351229E-03      3.986682478625E-03      3.917836551357E-03      3.863010569519E-03      9.855461448402E-02      3.215069483207E-04
     -4.400000000000E-01      2.275233905528E-02      7.370401646594E-03      5.538037066368E-03      4.914128455082E-03      4.598879710326E-03      4.407152065340E-03      4.277193438496E-03      4.182538326565E-03      4.109953980519E-03      4.052088877672E-03      1.007890783184E-01      3.341520651730E-04
     -4.500000000000E-01      2.366950953087E-02      7.727222345522E-03      5.806670359794E-03      5.152045967474E-03      4.821101602135E-03      4.619695238132E-03      4.483067700997E-03      4.383464664792E-03      4.307008969345E-03      4.245991086565E-03      1.030211092565E-01      3.469169198920E-04
     -4.600000000000E-01      2.460200799327E-02      8.093368215870E-03      6.082374539103E-03      5.396181359941E-03      5.049088023540E-03      4.837710594258E-03      4.694202487794E-03      4.589486121336E-03      4.509022706426E-03      4.444735144591E-03      1.052507193641E-01      3.597939183839E-04
     -4.700000000000E-01      2.554974452501E-02      8.468905294304E-03      6.365203283686E-03      5.646578576885E-03      5.282876470609E-03      5.061230616702E-03      4.910626007619E-03      4.800627069043E-03      4.716016016839E-03      4.648338533697E-03      1.074779202197E-01      3.727754739220E-04
     -4.800000000000E-01      2.651263241244E-02      8.853900417585E-03      6.655211019753E-03      5.903282085469E-03      5.522504783352E-03      5.290287981800E-03      5.132366528104E-03      5.016911815911E-03      4.928009545020E-03      4.856818445845E-03      1.097027239985E-01      3.858540218049E-04
     -4.900000000000E-01      2.749058743507E-02      9.248420952905E-03      6.952452720533E-03      6.166336696595E-03      5.768010975699E-03      5.524915394138E-03      5.359452213721E-03      5.238364445093E-03      5.145023596325E-03      5.070191625851E-03      1.119251424531E-01      3.990220259551E-04
     -5.000000000000E-01      2.848352794966E-02      9.652534889842E-03      7.256983979320E-03      6.435787626271E-03      6.019433288740E-03      5.765145633790E-03      5.591911168255E-03      5.465008853411E-03      5.367078172198E-03      5.288474403716E-03      1.141451876497E-01      4.122719494233E-04
     -5.100000000000E-01      2.949137492339E-02      1.006631092360E-02      7.568861075247E-03      6.711680549985E-03      6.276810236908E-03      6.011011596304E-03      5.829771469772E-03      5.696868782138E-03      5.594192997357E-03      5.511682718707E-03      1.163628716884E-01      4.255962383013E-04
     -5.200000000000E-01      3.051405141608E-02      1.048981824657E-02      7.888140819855E-03      6.994061464687E-03      6.540180476044E-03      6.262546163870E-03      6.073061043590E-03      5.933967691126E-03      5.826387394817E-03      5.739831995182E-03      1.185782064997E-01      4.389874785988E-04
     -5.300000000000E-01      3.155148305520E-02      1.092312684352E-02      8.214880783360E-03      7.282976884374E-03      6.809582980483E-03      6.519782369582E-03      6.321807816779E-03      6.176328905438E-03      6.063680425950E-03      5.972937277051E-03      1.207912043613E-01      4.524381626996E-04
     -5.400000000000E-01      3.260359737630E-02      1.136630720706E-02      8.549139083601E-03      7.578473651298E-03      7.085056863860E-03      6.782753223580E-03      6.576039547713E-03      6.423975447372E-03      6.306090724487E-03      6.211013063543E-03      1.230018772692E-01      4.659408226049E-04
     -5.500000000000E-01      3.367032421782E-02      1.181943058805E-02      8.890974579107E-03      7.880599102331E-03      7.366641528972E-03      7.051491851375E-03      6.835783955590E-03      6.676930158860E-03      6.553636613028E-03      6.454073420739E-03      1.252102375207E-01      4.794879945789E-04
     -5.600000000000E-01      3.475159528477E-02      1.228256881285E-02      9.240446734599E-03      8.189400947037E-03      7.654376550048E-03      7.326031377866E-03      7.101068605213E-03      6.935215586644E-03      6.806335988474E-03      6.702131867312E-03      1.274162972991E-01      4.930721687209E-04
     -5.700000000000E-01      3.584734414199E-02      1.275579432327E-02      9.597615655452E-03      8.504927294849E-03      7.948301693729E-03      7.606404943482E-03      7.371920919251E-03      7.198853991348E-03      7.064206328508E-03      6.955201378930E-03      1.296200690571E-01      5.066862649259E-04
     -5.800000000000E-01      3.695750652904E-02      1.323918039180E-02      9.962542254095E-03      8.827226797625E-03      8.248457046339E-03      7.892645820619E-03      7.648368286343E-03      7.467867448876E-03      7.327264787463E-03      7.213294479503E-03      1.318215652609E-01      5.203227744657E-04
     -5.900000000000E-01      3.808201952862E-02      1.373280071059E-02      1.033528794404E-02      9.156348377313E-03      8.554882756911E-03      8.184787165691E-03      7.930437819321E-03      7.742277613360E-03      7.595527963230E-03      7.476423011683E-03      1.340207982485E-01      5.339743120940E-04
     -6.000000000000E-01      3.922082233485E-02      1.423672984678E-02      1.071591498737E-02      9.492341527545E-03      8.867619311630E-03      8.482862275037E-03      8.218156597202E-03      8.022105948075E-03      7.869012119055E-03      7.744598351005E-03      1.362177806628E-01      5.476336057657E-04
     -6.100000000000E-01      4.037385573765E-02      1.475104300496E-02      1.110448632085E-02      9.835256157346E-03      9.186707384161E-03      8.786904438602E-03      8.511551520930E-03      8.307373582741E-03      8.147733042243E-03      8.017831266043E-03      1.384125252757E-01      5.612933542318E-04
     -6.200000000000E-01      4.154106197400E-02      1.527581597251E-02      1.150106551772E-02      1.018514255389E-02      9.512187796215E-03      9.096946898159E-03      8.810649269545E-03      8.598101267991E-03      8.431705997365E-03      8.296131870776E-03      1.406050447188E-01      5.749463120446E-04
     -6.300000000000E-01      4.272238504434E-02      1.581112533361E-02      1.190571695548E-02      1.054205152613E-02      9.844101645232E-03      9.413022963666E-03      9.115476407899E-03      8.894309476250E-03      8.720945821597E-03      8.579509715455E-03      1.427953520861E-01      5.885852398553E-04
     -6.400000000000E-01      4.391777024260E-02      1.635704824017E-02      1.231850564584E-02      1.090603425197E-02      1.018249015808E-02      9.735165870291E-03      9.426059245836E-03      9.196018262637E-03      9.015466787269E-03      8.867973650917E-03      1.449834601914E-01      6.022029555495E-04
     -6.500000000000E-01      4.512716487377E-02      1.691366285089E-02      1.273949757295E-02      1.127714256990E-02      1.052739495391E-02      1.006340902125E-02      9.742424065804E-03      9.503247480364E-03      9.315282807199E-03      9.161532025462E-03      1.471693827000E-01      6.157922267036E-04
     -6.600000000000E-01      4.635051650393E-02      1.748104735550E-02      1.316875895837E-02      1.165542833431E-02      1.087885744662E-02      1.039778542100E-02      1.006459657904E-02      9.816016255700E-03      9.620406925955E-03      9.460192190935E-03      1.493531318881E-01      6.293460513209E-04
     -6.700000000000E-01      4.758777522243E-02      1.805928131539E-02      1.360635728357E-02      1.204094430350E-02      1.123691965516E-02      1.073832843266E-02      1.039260264296E-02      1.013434367311E-02      9.930851977905E-03      9.763961137369E-03      1.515347218171E-01      6.428571960981E-04
     -6.800000000000E-01      4.883889201520E-02      1.864844473431E-02      1.405236058743E-02      1.243374352216E-02      1.160162362975E-02      1.108507123238E-02      1.072646773649E-02      1.045824826764E-02      1.024663009440E-02      1.007284501367E-02      1.537141659296E-01      6.563186739346E-04
     -6.900000000000E-01      5.010381896256E-02      1.924861822462E-02      1.450683760175E-02      1.283387943823E-02      1.197301155567E-02      1.143804690412E-02      1.106621704834E-02      1.078774810836E-02      1.056775278382E-02      1.038684920530E-02      1.558914777035E-01      6.697234024151E-04
     -7.000000000000E-01      5.138250963982E-02      1.985988323721E-02      1.496985792746E-02      1.324140604993E-02      1.235112588007E-02      1.179728855142E-02      1.141187557685E-02      1.112286088867E-02      1.089423101385E-02      1.070597841005E-02      1.580666711979E-01      6.830644731171E-04
     -7.100000000000E-01      5.267491888938E-02      2.048232198164E-02      1.544149198115E-02      1.365637785668E-02      1.273600926223E-02      1.216282924663E-02      1.176346807874E-02      1.146360387494E-02      1.122607516085E-02      1.103023658862E-02      1.602397604914E-01      6.963348970581E-04
     -7.200000000000E-01      5.398100254592E-02      2.111601727392E-02      1.592181088505E-02      1.407884975929E-02      1.312770447588E-02      1.253470193381E-02      1.212101897236E-02      1.180999381057E-02      1.156329491500E-02      1.135962687148E-02      1.624107596911E-01      7.095277457179E-04
     -7.300000000000E-01      5.530071778409E-02      2.176105276739E-02      1.641088664776E-02      1.450887721321E-02      1.352625454345E-02      1.291293954927E-02      1.248455244789E-02      1.216204701803E-02      1.190589937608E-02      1.169415164984E-02      1.645796832820E-01      7.226360982204E-04
     -7.400000000000E-01      5.663402287110E-02      2.241751283063E-02      1.690879207760E-02      1.494651614961E-02      1.393170265788E-02      1.329757494313E-02      1.285409238879E-02      1.251977932084E-02      1.225389697656E-02      1.203381250046E-02      1.667465458938E-01      7.356531801843E-04
     -7.500000000000E-01      5.798087716344E-02      2.308548254926E-02      1.741560079021E-02      1.539182297722E-02      1.434409217710E-02      1.368864086781E-02      1.322966235588E-02      1.288320602442E-02      1.260729546034E-02      1.237861016342E-02      1.689113626213E-01      7.485721690443E-04
     -7.600000000000E-01      5.934124064044E-02      2.376504750199E-02      1.793138704424E-02      1.584485443780E-02      1.476346648760E-02      1.408616984671E-02      1.361128546031E-02      1.325234179334E-02      1.296610176465E-02      1.272854442905E-02      1.710741478657E-01      7.613862722087E-04
     -7.700000000000E-01      6.071507502411E-02      2.445629441478E-02      1.845622624456E-02      1.630566803711E-02      1.518986938978E-02      1.449019452734E-02      1.399898469203E-02      1.362720096012E-02      1.333032231259E-02      1.308361441685E-02      1.732349173223E-01      7.740887526562E-04
     -7.800000000000E-01      6.210234265042E-02      2.515931051989E-02      1.899019446214E-02      1.677432162510E-02      1.562334470862E-02      1.490074731211E-02      1.439278256643E-02      1.400779718557E-02      1.369996268626E-02      1.344381826119E-02      1.753936864881E-01      7.866730111874E-04
     -7.900000000000E-01      6.350300724178E-02      2.587418404910E-02      1.953336881539E-02      1.725087372240E-02      1.606393658467E-02      1.531786062416E-02      1.479270137122E-02      1.439414369086E-02      1.407502784698E-02      1.380915332181E-02      1.775504714292E-01      7.991323915553E-04
     -8.000000000000E-01      6.491703262029E-02      2.660100341953E-02      2.008582685732E-02      1.773538298929E-02      1.651168898672E-02      1.574156645019E-02      1.519876273326E-02      1.478625284535E-02      1.445552174260E-02      1.417961580991E-02      1.797052876501E-01      8.114603009646E-04
     -8.100000000000E-01      6.634438469262E-02      2.733985854303E-02      2.064764757907E-02      1.822790908344E-02      1.696664647941E-02      1.617189704382E-02      1.561098827207E-02      1.518413677917E-02      1.484144788529E-02      1.455520133575E-02      1.818581520361E-01      8.236501728822E-04
     -8.200000000000E-01      6.778502980037E-02      2.809083977312E-02      2.121891061616E-02      1.872851197567E-02      1.742885359947E-02      1.660888434400E-02      1.602939905217E-02      1.558780686521E-02      1.523280886073E-02      1.493590444363E-02      1.840090812643E-01      8.356955644153E-04
     -8.300000000000E-01      6.923893503510E-02      2.885403811286E-02      2.179969641282E-02      1.923725208710E-02      1.789835497224E-02      1.705256007655E-02      1.645401567350E-02      1.599727380125E-02      1.562960640436E-02      1.532171868413E-02      1.861580921254E-01      8.475899311899E-04
     -8.400000000000E-01      7.070606820459E-02      2.962954519793E-02      2.239008621723E-02      1.975419028286E-02      1.837519530053E-02      1.750295573919E-02      1.688485825428E-02      1.641254759240E-02      1.603184138470E-02      1.571263659961E-02      1.883052017791E-01      8.593270090582E-04
     -8.500000000000E-01      7.218639849546E-02      3.041745377526E-02      2.299016245323E-02      2.027938818486E-02      1.885941963708E-02      1.796010284459E-02      1.732194665168E-02      1.683363775395E-02      1.643951399204E-02      1.610864990159E-02      1.904504280120E-01      8.709004367207E-04
     -8.600000000000E-01      7.367989665825E-02      3.121785783201E-02      2.360000882680E-02      2.081290826143E-02      1.935107346001E-02      1.842403298556E-02      1.776530051989E-02      1.726055336499E-02      1.685262378964E-02      1.650974952125E-02      1.925937896501E-01      8.823040207724E-04
     -8.700000000000E-01      7.518653196663E-02      3.203085056693E-02      2.421970878828E-02      2.135481250667E-02      1.985020147634E-02      1.889477672641E-02      1.821493827203E-02      1.769330209130E-02      1.727116879182E-02      1.691592473894E-02      1.947353035489E-01      8.935312187739E-04
     -8.800000000000E-01      7.670627685015E-02      3.285652750516E-02      2.484934791382E-02      2.190516447740E-02      2.035684944956E-02      1.937236528124E-02      1.867087864158E-02      1.813189164974E-02      1.769514684470E-02      1.732716449110E-02      1.968749893308E-01      9.045760606456E-04
     -8.900000000000E-01      7.823910381907E-02      3.369498446325E-02      2.548901236219E-02      2.246402796762E-02      2.087106299816E-02      1.985682940041E-02      1.913313963942E-02      1.857632882648E-02      1.812455470001E-02      1.774345649583E-02      1.990128659127E-01      9.154318831834E-04
     -9.000000000000E-01      7.978498658645E-02      3.454631826745E-02      2.613878943570E-02      2.303146748553E-02      2.139288801732E-02      2.034819975220E-02      1.960173890531E-02      1.902661980476E-02      1.855938832385E-02      1.816478754648E-02      2.011489540120E-01      9.260934669633E-04
     -9.100000000000E-01      8.134389857480E-02      3.541062580843E-02      2.679876685747E-02      2.360754763407E-02      2.192237011715E-02      2.084650640246E-02      2.007669322180E-02      1.948276970967E-02      1.899964247049E-02      1.859114311332E-02      2.032832726714E-01      9.365543910071E-04
     -9.200000000000E-01      8.291581539387E-02      3.628800568389E-02      2.746903404652E-02      2.419233419784E-02      2.245955559070E-02      2.135177969710E-02      2.055801933030E-02      1.994478337001E-02      1.944531139863E-02      1.902250802067E-02      2.054158434877E-01      9.468087937541E-04
     -9.300000000000E-01      8.450071357301E-02      3.717855745399E-02      2.814968155027E-02      2.478589365313E-02      2.300449096491E-02      2.186404984181E-02      2.104573353510E-02      2.041266494477E-02      1.989638851967E-02      1.945886611676E-02      2.075466876962E-01      9.568505740849E-04
     -9.400000000000E-01      8.609856813633E-02      3.808237976565E-02      2.884079962118E-02      2.538829196111E-02      2.355722192201E-02      2.238334591694E-02      2.153985079534E-02      2.088641708320E-02      2.035286562017E-02      1.990019955476E-02      2.096758256320E-01      9.666739357392E-04
     -9.500000000000E-01      8.770935725576E-02      3.899957380751E-02      2.954248086987E-02      2.599959681643E-02      2.411779529449E-02      2.290969768816E-02      2.204038638949E-02      2.136604246699E-02      2.081473429839E-02      2.034649013582E-02      2.118032792657E-01      9.762718960022E-04
     -9.600000000000E-01      8.933305969381E-02      3.993024132646E-02      3.025481875903E-02      2.661987636293E-02      2.468625790968E-02      2.344313454392E-02      2.254735492916E-02      2.185154289138E-02      2.128198510702E-02      2.079771850983E-02      2.139290733362E-01      9.856410113005E-04
     -9.700000000000E-01      9.096965414041E-02      4.087448434082E-02      3.097790738904E-02      2.724919901976E-02      2.526265643846E-02      2.398368536208E-02      2.306077024281E-02      2.234291916639E-02      2.175460747265E-02      2.125386411359E-02      2.160532301138E-01      9.947744135017E-04
     -9.800000000000E-01      9.261912082318E-02      4.183240622585E-02      3.171184235010E-02      2.788763419882E-02      2.584703802207E-02      2.453137907017E-02      2.358064588450E-02      2.284017158406E-02      2.223259012879E-02      2.171490557519E-02      2.181757736757E-01      1.003666530782E-03
     -9.900000000000E-01      9.428144042798E-02      4.280411087092E-02      3.245672007230E-02      2.853525174815E-02      2.643944976717E-02      2.508624417784E-02      2.410699469867E-02      2.334329951363E-02      2.271592074061E-02      2.218082036808E-02      2.202967287523E-01      1.012311726933E-03
     -1.000000000000E+00      9.595659503967E-02      4.378970349979E-02      3.321263847542E-02      2.919212250704E-02      2.703993923723E-02      2.564830922249E-02      2.463982923143E-02      2.385230178642E-02      2.320458626913E-02      2.265158515862E-02      2.224161207472E-01      1.020704459624E-03
     -1.010000000000E+00      9.764456665731E-02      4.478928941876E-02      3.397969601812E-02      2.985831750158E-02      2.764855373332E-02      2.621760211279E-02      2.517916112763E-02      2.436717614187E-02      2.369857246375E-02      2.312717534356E-02      2.245339755902E-01      1.028839323564E-03
     -1.020000000000E+00      9.934533906008E-02      4.580297553621E-02      3.475799287395E-02      3.053390893748E-02      2.826534116673E-02      2.679415091335E-02      2.572500184705E-02      2.488791988814E-02      2.419786447623E-02      2.360756562418E-02      2.266503203591E-01      1.036710868140E-03
     -1.030000000000E+00      1.010588967674E-01      4.683086955715E-02      3.554763032330E-02      3.121896968384E-02      2.889034959303E-02      2.737798341579E-02      2.627736226815E-02      2.541452953717E-02      2.470244652685E-02      2.409272970326E-02      2.287651824991E-01      1.044313669280E-03
