# M=24, N=12, Vp=0.0, t=1.0, n=1, Vstart=-2.0, Vstop=0.0, Vnum=201, PBC
# start time 2022-10-16 02:17:39
#                       V#                 S1(n=1)#                 S2(n=1)                 S3(n=1)#                 S4(n=1)#                 S5(n=1)#                 S6(n=1)#                 S7(n=1)#                 S8(n=1)#                 S9(n=1)#                S10(n=1)#               S1/2(n=1)#               Sinf(n=1)
     -1.700000000000E-01      4.258537697405E-03      1.047051963005E-03      7.854946754353E-04      6.980492371542E-04      6.542631984474E-04      6.279410815737E-04      6.103509483943E-04      5.977505395753E-04      5.882687254499E-04      5.808659895385E-04      3.971831292764E-02      6.662908274802E-05
     -1.800000000000E-01      4.715752416288E-03      1.176415604121E-03      8.825713980825E-04      7.842950784158E-04      7.350767873131E-04      7.054819378802E-04      6.856988417363E-04      6.715224893639E-04      6.608503760055E-04      6.525144434644E-04      4.202901503509E-02      7.430941438002E-05
     -1.900000000000E-01      5.192856861636E-03      1.313623493952E-03      9.855414553228E-04      8.757709352376E-04      8.207855117393E-04      7.877144480957E-04      7.656006097752E-04      7.497480816476E-04      7.378089061505E-04      7.284786624200E-04      4.433694644209E-02      8.236186691102E-05
     -2.000000000000E-01      5.689558410161E-03      1.458727605031E-03      1.094445070831E-03      9.725114910855E-04      9.114208754673E-04      8.746678862526E-04      8.500837726957E-04      8.324533553994E-04      8.191690446719E-04      8.087821795768E-04      4.664211964563E-02      9.077919314215E-05
     -2.100000000000E-01      6.205582363922E-03      1.611780413560E-03      1.209322928412E-03      1.074551763118E-03      1.007014622968E-03      9.663716886350E-04      9.391759418649E-04      9.196643740785E-04      9.049554809950E-04      8.934484269094E-04      4.894454715768E-02      9.955417755236E-05
     -2.200000000000E-01      6.740670009543E-03      1.772834856791E-03      1.330216141826E-03      1.181927073387E-03      1.107598710393E-03      1.062855423971E-03      1.032904789038E-03      1.011407193735E-03      9.951928321419E-04      9.825007009825E-04      5.124424105421E-02      1.086795465199E-04
     -2.300000000000E-01      7.294577313206E-03      1.941944418419E-03      1.457166320731E-03      1.294673105276E-03      1.213205356232E-03      1.164148839965E-03      1.131298089611E-03      1.107707903484E-03      1.089905680755E-03      1.075962198761E-03      5.354121376007E-02      1.181480568730E-04
     -2.400000000000E-01      7.867073412205E-03      2.119163075690E-03      1.590215532884E-03      1.412825867841E-03      1.323867005736E-03      1.270281827122E-03      1.234383685544E-03      1.208592587387E-03      1.189118535867E-03      1.173855977236E-03      5.583547754930E-02      1.279524759070E-04
     -2.500000000000E-01      8.457939440338E-03      2.304545297613E-03      1.729406304740E-03      1.536421694226E-03      1.439616327189E-03      1.381284413097E-03      1.342189477922E-03      1.314087315318E-03      1.292855822139E-03      1.276204941115E-03      5.812704449132E-02      1.380855577491E-04
     -2.600000000000E-01      9.066967629090E-03      2.498146092785E-03      1.874781659331E-03      1.665497273028E-03      1.560486238910E-03      1.497186786366E-03      1.454743447846E-03      1.424218161410E-03      1.401141896127E-03      1.383031857076E-03      6.041592677613E-02      1.485400584045E-04
     -2.700000000000E-01      9.693960290718E-03      2.700020969845E-03      2.026385088624E-03      1.800089621585E-03      1.686509881911E-03      1.618019267849E-03      1.572073626853E-03      1.539011173218E-03      1.514001014141E-03      1.494359320345E-03      6.270213642992E-02      1.593087402254E-04
     -2.800000000000E-01      1.033872909118E-02      2.910225965576E-03      2.184260576693E-03      1.940236104239E-03      1.817720634544E-03      1.743812322662E-03      1.694208106183E-03      1.658492378753E-03      1.631457337258E-03      1.610209757821E-03      6.498568546421E-02      1.703843565495E-04
     -2.900000000000E-01      1.100109434477E-02      3.128817650053E-03      2.348452605717E-03      2.085974435330E-03      1.954152112788E-03      1.874596558076E-03      1.821175032619E-03      1.782687780364E-03      1.753534923362E-03      1.730605418408E-03      6.726658587609E-02      1.817596769347E-04
     -3.000000000000E-01      1.168088430644E-02      3.355853099158E-03      2.519006137525E-03      2.237342660513E-03      2.095838150275E-03      2.010402702046E-03      1.953002585492E-03      1.911623330232E-03      1.880257701167E-03      1.855568345595E-03      6.954484954144E-02      1.934274717308E-04
     -3.100000000000E-01      1.237793471641E-02      3.591389942177E-03      2.695966651544E-03      2.394379187955E-03      2.242812824790E-03      2.151261626128E-03      2.089718996599E-03      2.045324947662E-03      2.011649485154E-03      1.985120390264E-03      7.182048833139E-02      2.053805187248E-04
     -3.200000000000E-01      1.309208825827E-02      3.835486352317E-03      2.879380140014E-03      2.557122781675E-03      2.395110449398E-03      2.297204334524E-03      2.231352537297E-03      2.183818504342E-03      2.147733959104E-03      2.119283192594E-03      7.409351418988E-02      2.176115972912E-04
     -3.300000000000E-01      1.382319398412E-02      4.088201004603E-03      3.069293078637E-03      2.725612533070E-03      2.552765543102E-03      2.448261933494E-03      2.377931486524E-03      2.327129790944E-03      2.288534641283E-03      2.258078145872E-03      7.636393876910E-02      2.301134875871E-04
     -3.400000000000E-01      1.457110710286E-02      4.349593161494E-03      3.265752493326E-03      2.899887917482E-03      2.715812880867E-03      2.604465676583E-03      2.529484172193E-03      2.475284555262E-03      2.434074919744E-03      2.401526429266E-03      7.863177388002E-02      2.428789589026E-04
     -3.500000000000E-01      1.533568848633E-02      4.619722629410E-03      3.468805929973E-03      3.079988764859E-03      2.884287463329E-03      2.765846933016E-03      2.686038938124E-03      2.628308467667E-03      2.584378016329E-03      2.549648970440E-03      8.089703139880E-02      2.559008564842E-04
     -3.600000000000E-01      1.611680427331E-02      4.898649743394E-03      3.678501445426E-03      3.265955249180E-03      3.058224504026E-03      2.932437172801E-03      2.847624127161E-03      2.786227102347E-03      2.739466966158E-03      2.702466423406E-03      8.315972293532E-02      2.691719641850E-04
     -3.700000000000E-01      1.691432567030E-02      5.186435416919E-03      3.894887647482E-03      3.457827921184E-03      3.237659456913E-03      3.104267990260E-03      3.014268101381E-03      2.949065954656E-03      2.899364632444E-03      2.859999181069E-03      8.541986018015E-02      2.826850783704E-04
     -3.800000000000E-01      1.772812866048E-02      5.483141143705E-03      4.118013698892E-03      3.655647709168E-03      3.422628014001E-03      3.281371098909E-03      3.185999234514E-03      3.116850431295E-03      3.064093694626E-03      3.022267361503E-03      8.767745504727E-02      2.964330701301E-04
     -3.900000000000E-01      1.855809354658E-02      5.788828926102E-03      4.347929266159E-03      3.859455871010E-03      3.613166057492E-03      3.463778282888E-03      3.362845862357E-03      3.289605799590E-03      3.233676596503E-03      3.189290754950E-03      8.993251897824E-02      3.104087005701E-04
     -4.000000000000E-01      1.940410485929E-02      6.103561336948E-03      4.584684568803E-03      4.069294034950E-03      3.809309694599E-03      3.651521427284E-03      3.544836309410E-03      3.467357210987E-03      3.408135566976E-03      3.361088842160E-03      9.218506347267E-02      3.246048855718E-04
     -4.100000000000E-01      2.026605125882E-02      6.427401578647E-03      4.828330426593E-03      4.285204238480E-03      4.011095290474E-03      3.844632546512E-03      3.731998913544E-03      3.650129722537E-03      3.587492638763E-03      3.537680810640E-03      9.443510032540E-02      3.390144529671E-04
     -4.200000000000E-01      2.114382516205E-02      6.760413419945E-03      5.078918214949E-03      4.507228886013E-03      4.218559425346E-03      4.043143740302E-03      3.924361980622E-03      3.837948250132E-03      3.771769600283E-03      3.719085505280E-03      9.668264128553E-02      3.536302837155E-04
     -4.300000000000E-01      2.203732246179E-02      7.102661156519E-03      5.336499838074E-03      4.735410722364E-03      4.431738866493E-03      4.247087163941E-03      4.121953753023E-03      4.030837535387E-03      3.960987961028E-03      3.905321392366E-03      9.892769785294E-02      3.684452681472E-04
     -4.400000000000E-01      2.294644263858E-02      7.454209748284E-03      5.601127835420E-03      4.969792923621E-03      4.650670649169E-03      4.456495102075E-03      4.324802477861E-03      4.228822209237E-03      4.155169011232E-03      4.096406615838E-03      1.011702818065E-01      3.834522840815E-04
     -4.500000000000E-01      2.387108822882E-02      7.815124655426E-03      5.872855261222E-03      5.210418987887E-03      4.875391971379E-03      4.671399865201E-03      4.532936304180E-03      4.431926689370E-03      4.354333719288E-03      4.292358894622E-03      1.034104046288E-01      3.986442554078E-04
     -4.600000000000E-01      2.481116501323E-02      8.185471997483E-03      6.151735807511E-03      5.457332840840E-03      5.105940288477E-03      4.891833876538E-03      4.746383363837E-03      4.640175256206E-03      4.558502803629E-03      4.493195591000E-03      1.056480780730E-01      4.140141106932E-04
     -4.700000000000E-01      2.576658163838E-02      8.565318451576E-03      6.437823730645E-03      5.710578767747E-03      5.342353246076E-03      5.117829604615E-03      4.965171703345E-03      4.853591983851E-03      4.767696662779E-03      4.698933639830E-03      1.078833137748E-01      4.295548002688E-04
     -4.800000000000E-01      2.673724960753E-02      8.954731313729E-03      6.731173900785E-03      5.970201453977E-03      5.584668713903E-03      5.349419592062E-03      5.189329308546E-03      5.072200761320E-03      4.981935393632E-03      4.909589564321E-03      1.101161234438E-01      4.452592915691E-04
     -4.900000000000E-01      2.772308317016E-02      9.353778511727E-03      7.031841814962E-03      6.236245993231E-03      5.832924789400E-03      5.586636455378E-03      5.418884101131E-03      5.296025286251E-03      5.201238782754E-03      5.125179465253E-03      1.123465188992E-01      4.611205691694E-04
     -5.000000000000E-01      2.872399901688E-02      9.762528516104E-03      7.339883533453E-03      6.508757828565E-03      6.087159739213E-03      5.829512825929E-03      5.653863878849E-03      5.525089004292E-03      5.425626245016E-03      5.345718959016E-03      1.145745117876E-01      4.771316329095E-04
     -5.100000000000E-01      2.973991645346E-02      1.018105048713E-02      7.655355794250E-03      6.787782849587E-03      6.347412085005E-03      6.078081427526E-03      5.894296386642E-03      5.759415174938E-03      5.655116884978E-03      5.571223235194E-03      1.168001140055E-01      4.932855341151E-04
     -5.200000000000E-01      3.077075688758E-02      1.060941406654E-02      7.978315858921E-03      7.073367253637E-03      6.613720470586E-03      6.332374946543E-03      6.140209188465E-03      5.999026744477E-03      5.889729370709E-03      5.801706931190E-03      1.190233371605E-01      5.095752869861E-04
     -5.300000000000E-01      3.181644432575E-02      1.104768968820E-02      8.308821751556E-03      7.365557752656E-03      6.886123849522E-03      6.592426206263E-03      6.391629831620E-03      6.243946502297E-03      6.129482083457E-03      6.037184276305E-03      1.212441933528E-01      5.259939701681E-04
     -5.400000000000E-01      3.287690467902E-02      1.149594827696E-02      8.646932035000E-03      7.664401373227E-03      7.164661295562E-03      6.858267983165E-03      6.648585666877E-03      6.494196903857E-03      6.374392942957E-03      6.277668919155E-03      1.234626943130E-01      5.425346696795E-04
     -5.500000000000E-01      3.395206612509E-02      1.195426147281E-02      8.992705983396E-03      7.969945604276E-03      7.449372134552E-03      7.129933127642E-03      6.911103960543E-03      6.749800175739E-03      6.624479506643E-03      6.523174021957E-03      1.256788521594E-01      5.591905525808E-04
     -5.600000000000E-01      3.504185877505E-02      1.242270151395E-02      9.346203498830E-03      8.282238320990E-03      7.740295869984E-03      7.407454489861E-03      7.179211820262E-03      7.010778241324E-03      6.879758895318E-03      6.773712186384E-03      1.278926790355E-01      5.759547315081E-04
     -5.700000000000E-01      3.614621448035E-02      1.290134117254E-02      9.707485065850E-03      8.601327741206E-03      8.037472137831E-03      7.690864872670E-03      7.452936146096E-03      7.277152670309E-03      7.140247741412E-03      7.029295400907E-03      1.301041868193E-01      5.928204129400E-04
     -5.800000000000E-01      3.726506727327E-02      1.339025403374E-02      1.007661196677E-02      8.927262610532E-03      8.340940872801E-03      7.980197184609E-03      7.732303773420E-03      7.548944813484E-03      7.405962317054E-03      7.289935163264E-03      1.323133878557E-01      6.097807888290E-04
     -5.900000000000E-01      3.839835280372E-02      1.388951423335E-02      1.045364608780E-02      9.260092029065E-03      8.650742143613E-03      8.275484279984E-03      8.017341316235E-03      7.826175648585E-03      7.676918382207E-03      7.555642330830E-03      1.345202944079E-01      6.268290846365E-04
     -6.000000000000E-01      3.954600846550E-02      1.439919656929E-02      1.083865000753E-02      9.599865525349E-03      8.966916216361E-03      8.576759014381E-03      8.308075216588E-03      8.108865824828E-03      7.953131225253E-03      7.826427158049E-03      1.367249188121E-01      6.439585683693E-04
     -6.100000000000E-01      4.070797321569E-02      1.491937643258E-02      1.123168694913E-02      9.946633010644E-03      9.289503507145E-03      8.884054195345E-03      8.604531693471E-03      8.397035610388E-03      8.234615609462E-03      8.102299242319E-03      1.389272734439E-01      6.611625684396E-04
     -6.200000000000E-01      4.188418764139E-02      1.545012987765E-02      1.163282083784E-02      1.030044482613E-02      9.618544620951E-03      9.197402614985E-03      8.906736770602E-03      8.690704916410E-03      8.521385794091E-03      8.383267542922E-03      1.411273708086E-01      6.784343685129E-04
     -6.300000000000E-01      4.307459398691E-02      1.599153367780E-02      1.204211634778E-02      1.066135177972E-02      9.954080380038E-03      9.516837071837E-03      9.214716293139E-03      8.989893309621E-03      8.813455543762E-03      8.669340387934E-03      1.433252236529E-01      6.957673580934E-04
     -6.400000000000E-01      4.427913605115E-02      1.654366530567E-02      1.245963889205E-02      1.102940513376E-02      1.029615180728E-02      9.842390350483E-03      9.528495904318E-03      9.294619986681E-03      9.110838101188E-03      8.960525445941E-03      1.455208447781E-01      7.131548732682E-04
     -6.500000000000E-01      4.549775891840E-02      1.710660280240E-02      1.288545452821E-02      1.140465651898E-02      1.064480004186E-02      1.017409513760E-02      9.848100961651E-03      9.604903690688E-03      9.413546104283E-03      9.256829644165E-03      1.477142470542E-01      7.305904464050E-04
     -6.600000000000E-01      4.673040890714E-02      1.768042476721E-02      1.331962995555E-02      1.178715792812E-02      1.100006632773E-02      1.051198400610E-02      1.017355651762E-02      9.920762689266E-03      9.721591562425E-03      9.558259143589E-03      1.499054436115E-01      7.480675856799E-04
     -6.700000000000E-01      4.797703400117E-02      1.826521066813E-02      1.376223275510E-02      1.217696192222E-02      1.136199219822E-02      1.085608958452E-02      1.050488747773E-02      1.024221492368E-02      1.003498599843E-02      9.864819475237E-03      1.520944474624E-01      7.655797472816E-04
     -6.800000000000E-01      4.923758351516E-02      1.886104064897E-02      1.421333124935E-02      1.257412150335E-02      1.173061935237E-02      1.120644443475E-02      1.084211847890E-02      1.056927788805E-02      1.035374032883E-02      1.017651542189E-02      1.542812721301E-01      7.831205180597E-04
     -6.900000000000E-01      5.051200767540E-02      1.946799531140E-02      1.467299434125E-02      1.297868997190E-02      1.210598951955E-02      1.156308092098E-02      1.118527376199E-02      1.090196850510E-02      1.067786474304E-02      1.049335090102E-02      1.564659308880E-01      8.006834787921E-04
     -7.000000000000E-01      5.180025820578E-02      2.008615609580E-02      1.514129180950E-02      1.339072117942E-02      1.248814468492E-02      1.192603141584E-02      1.153437736324E-02      1.124030330604E-02      1.100736887385E-02      1.081532912751E-02      1.586484374549E-01      8.182622887261E-04
     -7.100000000000E-01      5.310228818268E-02      2.071560521948E-02      1.561829426670E-02      1.381026948800E-02      1.287712704600E-02      1.229532825427E-02      1.188945306602E-02      1.158429838097E-02      1.134226174725E-02      1.114245256379E-02      1.608288058403E-01      8.358506194042E-04
     -7.200000000000E-01      5.441805126150E-02      2.135642522282E-02      1.610407282013E-02      1.423738947300E-02      1.327297873581E-02      1.267100346990E-02      1.225052414770E-02      1.193396913491E-02      1.168255154712E-02      1.147472269301E-02      1.630070496629E-01      8.534422260507E-04
     -7.300000000000E-01      5.574750337357E-02      2.200870004035E-02      1.659869989063E-02      1.467213662689E-02      1.367574245709E-02      1.305308938047E-02      1.261761392751E-02      1.228933080509E-02      1.202824610671E-02      1.181214048820E-02      1.651831838594E-01      8.710308872208E-04
     -7.400000000000E-01      5.709059977990E-02      2.267251320009E-02      1.710224785454E-02      1.511456618445E-02      1.408546040960E-02      1.344161758568E-02      1.299074481951E-02      1.265039756046E-02      1.237935204952E-02      1.215470559121E-02      1.673572220582E-01      8.886104961929E-04
     -7.500000000000E-01      5.844729833824E-02      2.334794987661E-02      1.761479060356E-02      1.556473446386E-02      1.450217550123E-02      1.383662008695E-02      1.336993938161E-02      1.301718349249E-02      1.273587573017E-02      1.250241720966E-02      1.695291791777E-01      9.061747591783E-04
     -7.600000000000E-01      5.981755735059E-02      2.403509554413E-02      1.813640253043E-02      1.602269798718E-02      1.492593054197E-02      1.423812853184E-02      1.375521959957E-02      1.338970193274E-02      1.309782258213E-02      1.285527349273E-02      1.716990702574E-01      9.237178580368E-04
     -7.700000000000E-01      6.120133619243E-02      2.473403642409E-02      1.866715887629E-02      1.648851377856E-02      1.535676851053E-02      1.464617445847E-02      1.414660711470E-02      1.376796566775E-02      1.346519732250E-02      1.321327172793E-02      1.738669104273E-01      9.412337369357E-04
     -7.800000000000E-01      6.259859526568E-02      2.544485945968E-02      1.920713571668E-02      1.696223934750E-02      1.579473253173E-02      1.506078926800E-02      1.454412319308E-02      1.415198690614E-02      1.383800391834E-02      1.357640830781E-02      1.760327150633E-01      9.587164181202E-04
     -7.900000000000E-01      6.400929587159E-02      2.616765225038E-02      1.975640991831E-02      1.744393264769E-02      1.623986583234E-02      1.548200417782E-02      1.494778867710E-02      1.454177722993E-02      1.421624553871E-02      1.394467868385E-02      1.781964997659E-01      9.761599958225E-04
     -8.000000000000E-01      6.543340054548E-02      2.690250327139E-02      2.031505931312E-02      1.793365222429E-02      1.669221186880E-02      1.590985033514E-02      1.535762408879E-02      1.493734769020E-02      1.459992464508E-02      1.431807745331E-02      1.803582808767E-01      9.935587398147E-04
     -8.100000000000E-01      6.687087216954E-02      2.764950136930E-02      2.088316232158E-02      1.843145688596E-02      1.715181402338E-02      1.634435852954E-02      1.577364935584E-02      1.533870854552E-02      1.498904274162E-02      1.469659812149E-02      1.825180739500E-01      1.010906701772E-03
     -8.200000000000E-01      6.832167502688E-02      2.840873639486E-02      2.146079844079E-02      1.893740612111E-02      1.761871597403E-02      1.678555952973E-02      1.619588412327E-02      1.574586955383E-02      1.538360065122E-02      1.508023336486E-02      1.846758955107E-01      1.028197882613E-03
     -8.300000000000E-01      6.978577406019E-02      2.918029869728E-02      2.204804786735E-02      1.945155977035E-02      1.809296139142E-02      1.723348379741E-02      1.662434748125E-02      1.615883971317E-02      1.578359826885E-02      1.546897479707E-02      1.868317634221E-01      1.045427435186E-03
     -8.400000000000E-01      7.126313543027E-02      2.996427966103E-02      2.264499191327E-02      1.997397838162E-02      1.857459425414E-02      1.768816177405E-02      1.705905823066E-02      1.657762751084E-02      1.618903479782E-02      1.586281319521E-02      1.889856945639E-01      1.062589365398E-03
     -8.500000000000E-01      7.275372542332E-02      3.076077084992E-02      2.325171236165E-02      2.050472265391E-02      1.906365833970E-02      1.814962340498E-02      1.750003443424E-02      1.700224049868E-02      1.659990834787E-02      1.626173811981E-02      1.911377062506E-01      1.079678182716E-03
     -8.600000000000E-01      7.425751217238E-02      3.156986522950E-02      2.386829240591E-02      2.104385423816E-02      1.956019793852E-02      1.861789879113E-02      1.794729402017E-02      1.743268585765E-02      1.701621646696E-02      1.666573841882E-02      1.932878169537E-01      1.096688443269E-03
     -8.700000000000E-01      7.577446355086E-02      3.239165573598E-02      2.449481556592E-02      2.159143480872E-02      2.006425701372E-02      1.909301741179E-02      1.840085405612E-02      1.786896971678E-02      1.743795550150E-02      1.707480162660E-02      1.954360445756E-01      1.113614754052E-03
     -8.800000000000E-01      7.730454944556E-02      3.322623686197E-02      2.513136690897E-02      2.214752710246E-02      2.057588012588E-02      1.957500896711E-02      1.886073152761E-02      1.831109787904E-02      1.786512127782E-02      1.748891460713E-02      1.975824084518E-01      1.130451816463E-03
     -8.900000000000E-01      7.884773996991E-02      3.407370338164E-02      2.577803207915E-02      2.271219408777E-02      2.109511168154E-02      2.006390268347E-02      1.932694269004E-02      1.875907521459E-02      1.829770853348E-02      1.790806302140E-02      1.997269281945E-01      1.147194502232E-03
     -9.000000000000E-01      8.040400509145E-02      3.493415018701E-02      2.643489718811E-02      2.328549887081E-02      2.162199584381E-02      2.055972722724E-02      1.979950298659E-02      1.921290558431E-02      1.873571084784E-02      1.833223126619E-02      2.018696225152E-01      1.163837546873E-03
     -9.100000000000E-01      8.197331670427E-02      3.580767367205E-02      2.710204987535E-02      2.386750559812E-02      2.215657733545E-02      2.106251143650E-02      2.027842772488E-02      1.967259247174E-02      1.917912123662E-02      1.876140303691E-02      2.040105114294E-01      1.180375537742E-03
     -9.200000000000E-01      8.355564772529E-02      3.669437105103E-02      2.777957879580E-02      2.445827901103E-02      2.269890102646E-02      2.157228393129E-02      2.076373170633E-02      2.013813863053E-02      1.962793181728E-02      1.919556101089E-02      2.061496170938E-01      1.196804289486E-03
     -9.300000000000E-01      8.515097124025E-02      3.759433992644E-02      2.846757330731E-02      2.505788418896E-02      2.324901170883E-02      2.208907291263E-02      2.125542904732E-02      2.060954592705E-02      2.008213367292E-02      1.963468673286E-02      2.082869602724E-01      1.213118530302E-03
     -9.400000000000E-01      8.675926111361E-02      3.850767860175E-02      2.916612370564E-02      2.566638673830E-02      2.380695425031E-02      2.261290628977E-02      2.175353328645E-02      2.108681543270E-02      2.054171693357E-02      2.007876068812E-02      2.104225625153E-01      1.229313400373E-03
     -9.500000000000E-01      8.838049229174E-02      3.943448631827E-02      2.987532142747E-02      2.628385296753E-02      2.437277374732E-02      2.314381181751E-02      2.225805751185E-02      2.156994754530E-02      2.100667089486E-02      2.052776242114E-02      2.125564466196E-01      1.245384185855E-03
     -9.600000000000E-01      9.001464015546E-02      4.037486282602E-02      3.059525872228E-02      2.691034960785E-02      2.494651527100E-02      2.368181686101E-02      2.276901414308E-02      2.205894178804E-02      2.147698383442E-02      2.098167036978E-02      2.146886353006E-01      1.261326202102E-03
     -9.700000000000E-01      9.166168187246E-02      4.132890934598E-02      3.132602940884E-02      2.754594445326E-02      2.552822442910E-02      2.422694890073E-02      2.328641539259E-02      2.255379723668E-02      2.195264341142E-02      2.144046224218E-02      2.168191530941E-01      1.277134979700E-03
     -9.800000000000E-01      9.332159437471E-02      4.229672711991E-02      3.206772776871E-02      2.819070542501E-02      2.611794653167E-02      2.477923477252E-02      2.381027256826E-02      2.305451187803E-02      2.243363607699E-02      2.190411447642E-02      2.189480240561E-01      1.292805982305E-03
     -9.900000000000E-01      9.499435453126E-02      4.327841744874E-02      3.282044857843E-02      2.884470059802E-02      2.671572660889E-02      2.533870067966E-02      2.434059608332E-02      2.356108262114E-02      2.291994708950E-02      2.237260226188E-02      2.210752722823E-01      1.308334739838E-03
     -1.000000000000E+00      9.667994180877E-02      4.427408376779E-02      3.358428872267E-02      2.950799956031E-02      2.732161060490E-02      2.590537326515E-02      2.487739643312E-02      2.407350619544E-02      2.341156134590E-02      2.284590031279E-02      2.232009242231E-01      1.323717036219E-03
     -1.010000000000E+00      9.837833609479E-02      4.528382994376E-02      3.435934591045E-02      3.018067233860E-02      2.793564442957E-02      2.647927875716E-02      2.542068341927E-02      2.459177844534E-02      2.390846274146E-02      2.332398228904E-02      2.253250074593E-01      1.338949050988E-03
     -1.020000000000E+00      1.000895171686E-01      4.630775996270E-02      3.514571841228E-02      3.086278917017E-02      2.855787374795E-02      2.706044277169E-02      2.597046596578E-02      2.511589416111E-02      2.441063401674E-02      2.380682066044E-02      2.274475482963E-01      1.354026297223E-03
     -1.030000000000E+00      1.018134667042E-01      4.734597938976E-02      3.594350621989E-02      3.155442148323E-02      2.918834483978E-02      2.764889108349E-02      2.652675282135E-02      2.564584772588E-02      2.491805735874E-02      2.429438726884E-02      2.295685749470E-01      1.368944124168E-03
