# M=16, N=8, Vp=0.0, t=1.0, n=1, Vstart=-2.0, Vstop=0.0, Vnum=201, PBC
# start time 2022-10-16 02:17:39
#                       V#                 S1(n=1)#                 S2(n=1)                 S3(n=1)#                 S4(n=1)#                 S5(n=1)#                 S6(n=1)#                 S7(n=1)#                 S8(n=1)#                 S9(n=1)#                S10(n=1)#               S1/2(n=1)#               Sinf(n=1)
     -1.800000000000E-01      4.482951228500E-03      1.105164300252E-03      8.291024043210E-04      7.368159227288E-04      6.906109445182E-04      6.628387212353E-04      6.442828916136E-04      6.309935864217E-04      6.209958710519E-04      6.131925596167E-04      4.110006091144E-02      8.097557376452E-05
     -1.900000000000E-01      4.937009459563E-03      1.233980960529E-03      9.257714634097E-04      8.227030684620E-04      7.710916987742E-04      7.400633534034E-04      7.193265428556E-04      7.044706285941E-04      6.932902913634E-04      6.845603538079E-04      4.335747355641E-02      8.982428788729E-05
     -2.000000000000E-01      5.409775611119E-03      1.370198808297E-03      1.028001448980E-03      9.135258789592E-04      8.561926894073E-04      8.217167459081E-04      7.986694566307E-04      7.821528533705E-04      7.697179520423E-04      7.600042059481E-04      4.561224823559E-02      9.908675753190E-05
     -2.100000000000E-01      5.900991174961E-03      1.513866037760E-03      1.135829673152E-03      1.009316636145E-03      9.459433444405E-04      9.078263479894E-04      8.823375414666E-04      8.640648793201E-04      8.503023387991E-04      8.395465739537E-04      4.786439833042E-02      1.087563637068E-04
     -2.200000000000E-01      6.410412880792E-03      1.665031337577E-03      1.249293892600E-03      1.110107957223E-03      1.040373348801E-03      9.984198006037E-04      9.703568391113E-04      9.502314036394E-04      9.350669638821E-04      9.232098919263E-04      5.011393711097E-02      1.188264873995E-04
     -2.300000000000E-01      6.937811236408E-03      1.823743893241E-03      1.368432311949E-03      1.215932796037E-03      1.139512643905E-03      1.093524934426E-03      1.062753521061E-03      1.040677197278E-03      1.024035359865E-03      1.011016562641E-03      5.236087790151E-02      1.292905344052E-04
     -2.400000000000E-01      7.482969319658E-03      1.990053411769E-03      1.493283603940E-03      1.326824459300E-03      1.243391441096E-03      1.193169781077E-03      1.159553897881E-03      1.135427112540E-03      1.117231085645E-03      1.102988962041E-03      5.460523396590E-02      1.401418990152E-04
     -2.500000000000E-01      8.045681636014E-03      2.164010110349E-03      1.623886902595E-03      1.442816598809E-03      1.352040212569E-03      1.297382562738E-03      1.260784407513E-03      1.234506070094E-03      1.214677712189E-03      1.199149423733E-03      5.684701853695E-02      1.513739859513E-04
     -2.600000000000E-01      8.625753250213E-03      2.345664754348E-03      1.760281833479E-03      1.563943236536E-03      1.465489713003E-03      1.406191711132E-03      1.366471632031E-03      1.337939073768E-03      1.316398835523E-03      1.299520250310E-03      5.908624503004E-02      1.629802091889E-04
     -2.700000000000E-01      9.222998591155E-03      2.535068536617E-03      1.902508424835E-03      1.690238684041E-03      1.583770902303E-03      1.519625791757E-03      1.476642222468E-03      1.445751135455E-03      1.422418001430E-03      1.404123637639E-03      6.132292612242E-02      1.749539779423E-04
     -2.800000000000E-01      9.837241318771E-03      2.732273303633E-03      2.050607279198E-03      1.821737692833E-03      1.706915084299E-03      1.637713634899E-03      1.591323024142E-03      1.557967395933E-03      1.532758822496E-03      1.512981788650E-03      6.355707537119E-02      1.872887246592E-04
     -2.900000000000E-01      1.046831313839E-02      2.937331373577E-03      2.204619438649E-03      1.958475333018E-03      1.834953791253E-03      1.760484223147E-03      1.710540965784E-03      1.674613014807E-03      1.647444868397E-03      1.626116803657E-03      6.578870585295E-02      1.999778824522E-04
     -3.000000000000E-01      1.111605343482E-02      3.150295624005E-03      2.364586452544E-03      2.100487051443E-03      1.967918836192E-03      1.887966739586E-03      1.834323104448E-03      1.795713212650E-03      1.766499705604E-03      1.743550717872E-03      6.801783075642E-02      2.130148911030E-04
     -3.100000000000E-01      1.178030860209E-02      3.371219444454E-03      2.530550343859E-03      2.247808639950E-03      2.105842281157E-03      2.020190535451E-03      1.962696592306E-03      1.921293236810E-03      1.889946862133E-03      1.865305465060E-03      7.024446306515E-02      2.263931996431E-04
     -3.200000000000E-01      1.246093177131E-02      3.600156821085E-03      2.702553674764E-03      2.400476291490E-03      2.248756487484E-03      2.157185176225E-03      2.095688719400E-03      2.051378401322E-03      2.017809864954E-03      1.991402912701E-03      7.246861601796E-02      2.401062762925E-04
     -3.300000000000E-01      1.315778219264E-02      3.837162271239E-03      2.880639499500E-03      2.558526556346E-03      2.396694072687E-03      2.298980398293E-03      2.233326869682E-03      2.185994042116E-03      2.150112194262E-03      2.121864815252E-03      7.469030268176E-02      2.541475843811E-04
     -3.400000000000E-01      1.387072494582E-02      4.082290887562E-03      3.064851399624E-03      2.721996371300E-03      2.549687935458E-03      2.445606130764E-03      2.375638540157E-03      2.325165533814E-03      2.286877298146E-03      2.256712826863E-03      7.690953621473E-02      2.685106123250E-04
     -3.500000000000E-01      1.459963061290E-02      4.335598355240E-03      3.255233499102E-03      2.890923070891E-03      2.707771263847E-03      2.597092501099E-03      2.522651344272E-03      2.468918291078E-03      2.428128592044E-03      2.395968499067E-03      7.912632990312E-02      2.831888556338E-04
     -3.600000000000E-01      1.534437468461E-02      4.597140852217E-03      3.451830391503E-03      3.065344320790E-03      2.870977470657E-03      2.753469771092E-03      2.674392947817E-03      2.617277704063E-03      2.573889393554E-03      2.539653214825E-03      8.134069658612E-02      2.981758258498E-04
     -3.700000000000E-01      1.610483768687E-02      4.866975219213E-03      3.654687270037E-03      3.245298230776E-03      3.039340296519E-03      2.914768433181E-03      2.830891160050E-03      2.770269225322E-03      2.724183005731E-03      2.687788268666E-03      8.355264958226E-02      3.134650458398E-04
     -3.800000000000E-01      1.688090462843E-02      5.145158856426E-03      3.863849852211E-03      3.430823285760E-03      3.212893742956E-03      3.081019144063E-03      2.992173867202E-03      2.927918302824E-03      2.879032649427E-03      2.840394798233E-03      8.576220207235E-02      3.290500542987E-04
     -3.900000000000E-01      1.767246485860E-02      5.431749772040E-03      4.079364418660E-03      3.621958377876E-03      3.391672099745E-03      3.252252748448E-03      3.158269053201E-03      3.090250398028E-03      3.038461478984E-03      2.997493797807E-03      8.796936732377E-02      3.449244028615E-04
     -4.000000000000E-01      1.847941183024E-02      5.726806582270E-03      4.301277815598E-03      3.818742806346E-03      3.575709942197E-03      3.428500274018E-03      3.329204792516E-03      3.257290976771E-03      3.202492571286E-03      3.159106105636E-03      9.017415875329E-02      3.610816780957E-04
     -4.100000000000E-01      1.930164250906E-02      6.030388365488E-03      4.529637347561E-03      4.021216180265E-03      3.765042037768E-03      3.609792839717E-03      3.505009159099E-03      3.429065418306E-03      3.371148834590E-03      3.325252312385E-03      9.237658891484E-02      3.775154405048E-04
     -4.200000000000E-01      2.013905811780E-02      6.342555051310E-03      4.764491072601E-03      4.229418677166E-03      3.959703584369E-03      3.796161880686E-03      3.685710441452E-03      3.605599222551E-03      3.544453209282E-03      3.495952956314E-03      9.457667177740E-02      3.942193278097E-04
     -4.300000000000E-01      2.099156292082E-02      6.663366997568E-03      5.005887486699E-03      4.443390761567E-03      4.159729945119E-03      3.987638892395E-03      3.871336892782E-03      3.786917764404E-03      3.722428425212E-03      3.671228282919E-03      9.677442040808E-02      4.111869347261E-04
     -4.400000000000E-01      2.185906476102E-02      6.992885298088E-03      5.253875757915E-03      4.663173389422E-03      4.365156835996E-03      4.184255607023E-03      4.061916898966E-03      3.973046454956E-03      3.905097157252E-03      3.851098395600E-03      9.896984831533E-02      4.284119450024E-04
     -4.500000000000E-01      2.274147449767E-02      7.331171606854E-03      5.508505596892E-03      4.888807891139E-03      4.576020213833E-03      4.386043883825E-03      4.257478870025E-03      4.164010633426E-03      4.092481917326E-03      4.035583147581E-03      1.011629688808E-01      4.458879996712E-04
     -4.600000000000E-01      2.363870615249E-02      7.678288276031E-03      5.769827363441E-03      5.120336063095E-03      4.792356358472E-03      4.593035784593E-03      4.458051310346E-03      4.359835633013E-03      4.284605116491E-03      4.224702200664E-03      1.033537957500E-01      4.636088055148E-04
     -4.700000000000E-01      2.455067647400E-02      8.034298230325E-03      6.037891974876E-03      5.357800084063E-03      5.014201791810E-03      4.805263493579E-03      4.663662738679E-03      4.560546700572E-03      4.481488984091E-03      4.418474943780E-03      1.055423422663E-01      4.815680594805E-04
     -4.800000000000E-01      2.547730506977E-02      8.399265080622E-03      6.312750994465E-03      5.601242590634E-03      5.241593344829E-03      5.022759378436E-03      4.874341744235E-03      4.766169048650E-03      4.683155616283E-03      4.616920538417E-03      1.077286221303E-01      4.997595207077E-04
     -4.900000000000E-01      2.641851422397E-02      8.773253110143E-03      6.594456624033E-03      5.850706667812E-03      5.474568145413E-03      5.245555975431E-03      5.090116969485E-03      4.976727836045E-03      4.889626954516E-03      4.820057895181E-03      1.099126490790E-01      5.181769486189E-04
     -5.000000000000E-01      2.737422875402E-02      9.156327262108E-03      6.883061697746E-03      6.106235840781E-03      5.713163607346E-03      5.473685975869E-03      5.311017094218E-03      5.192248149686E-03      5.100924765421E-03      5.027905651882E-03      1.120944369379E-01      5.368141388460E-04
     -5.100000000000E-01      2.834437585991E-02      9.548553124386E-03      7.178619673700E-03      6.367874064665E-03      5.957417417353E-03      5.707182210575E-03      5.537070817659E-03      5.412754984579E-03      5.317070618768E-03      5.240482149679E-03      1.142739995017E-01      5.556649075920E-04
     -5.200000000000E-01      2.932888528857E-02      9.949997061661E-03      7.481184736739E-03      6.635665812082E-03      6.207367612742E-03      5.946077720337E-03      5.768306923189E-03      5.638273303734E-03      5.538085943255E-03      5.457805485234E-03      1.164513509544E-01      5.747231009443E-04
     -5.300000000000E-01      3.032768865680E-02      1.036072593494E-02      7.790811590377E-03      6.909655887177E-03      6.463052405287E-03      6.190405585285E-03      6.004754111176E-03      5.868827873356E-03      5.763991863449E-03      5.679893349071E-03      1.186265051415E-01      5.939826530330E-04
     -5.400000000000E-01      3.134071989462E-02      1.078080736908E-02      8.107555661778E-03      7.189889602878E-03      6.724510341854E-03      6.440199073948E-03      6.246441139133E-03      6.104443395735E-03      5.994809326519E-03      5.906763146947E-03      1.207994760141E-01      6.134373941911E-04
     -5.500000000000E-01      3.236791533644E-02      1.121030984285E-02      8.431473173208E-03      7.476412840732E-03      6.991780356089E-03      6.695491688822E-03      6.493396862349E-03      6.345144545705E-03      6.230559135072E-03      6.138432029533E-03      1.229702782267E-01      6.330813095556E-04
     -5.600000000000E-01      3.340921309513E-02      1.164930242683E-02      8.762620948001E-03      7.769271877056E-03      7.264901603204E-03      6.956317005818E-03      6.745650076144E-03      6.590955814761E-03      6.471261792645E-03      6.374916739019E-03      1.251389261709E-01      6.529083807143E-04
     -5.700000000000E-01      3.446455307441E-02      1.209785482671E-02      9.101056446724E-03      8.068513411750E-03      7.543913482831E-03      7.222708692405E-03      7.003229530118E-03      6.841901521979E-03      6.716937511741E-03      6.616233614653E-03      1.273054341612E-01      6.729126246552E-04
     -5.800000000000E-01      3.553387731004E-02      1.255603759832E-02      9.446837933244E-03      8.374184710869E-03      7.828855766854E-03      7.494700624960E-03      7.266164037323E-03      7.098005916464E-03      6.967606310557E-03      6.862398684520E-03      1.294698169799E-01      6.930880946614E-04
     -5.900000000000E-01      3.661712956173E-02      1.302392198071E-02      9.800024352569E-03      8.686333496084E-03      8.119768492853E-03      7.772326783877E-03      7.534482370079E-03      7.359293073432E-03      7.223287909184E-03      7.113427561841E-03      1.316320894258E-01      7.134288906134E-04
     -6.000000000000E-01      3.771425532380E-02      1.350157993675E-02      1.016067536541E-02      9.005007971710E-03      8.416691984798E-03      8.055621269214E-03      7.808213271425E-03      7.625786902095E-03      7.484001734415E-03      7.369335447145E-03      1.337922664252E-01      7.339291415192E-04
     -6.100000000000E-01      3.882520184560E-02      1.398908420321E-02      1.052885139006E-02      9.330256858066E-03      8.719666879485E-03      8.344618321672E-03      8.087385471593E-03      7.897511158317E-03      7.749766929144E-03      7.630137134893E-03      1.359503631109E-01      7.545830252922E-04
     -6.200000000000E-01      3.994991826564E-02      1.448650840158E-02      1.090461369020E-02      9.662129464807E-03      9.028734189549E-03      8.639352377847E-03      8.372027737025E-03      8.174489488421E-03      8.020602391735E-03      7.895847049032E-03      1.381063950229E-01      7.753847536316E-04
     -6.300000000000E-01      4.108835455417E-02      1.499392649313E-02      1.128802396750E-02      1.000067533106E-02      9.343934967001E-03      8.939857748334E-03      8.662168558852E-03      8.456745125788E-03      8.296526479452E-03      8.166478952513E-03      1.402603770871E-01      7.963286079571E-04
     -6.400000000000E-01      4.224046301396E-02      1.551141363352E-02      1.167914501147E-02      1.034594479053E-02      9.665310819692E-03      9.246169101077E-03      8.957836611208E-03      8.744301328941E-03      8.577557429486E-03      8.442046353518E-03      1.424123252105E-01      8.174088912081E-04
     -6.500000000000E-01      4.340619747579E-02      1.603904576478E-02      1.207804039588E-02      1.069798870196E-02      9.992903657572E-03      9.558321217052E-03      9.259060513407E-03      9.037181148720E-03      8.863713130328E-03      8.722562280633E-03      1.445622556141E-01      8.386199738042E-04
     -6.600000000000E-01      4.458551292078E-02      1.657689945386E-02      1.248477436128E-02      1.105685834315E-02      1.032675559033E-02      9.876348889427E-03      9.565868729858E-03      9.335407328695E-03      9.155011022678E-03      9.008039184379E-03      1.467101841446E-01      8.599562590903E-04
     -6.700000000000E-01      4.577836561958E-02      1.712505197591E-02      1.289941188223E-02      1.142260546574E-02      1.066690897262E-02      1.020028696135E-02      9.878289601863E-03      9.639002331995E-03      9.451468122121E-03      9.298488956424E-03      1.488561268333E-01      8.814121931122E-04
     -6.800000000000E-01      4.698471270608E-02      1.768358109128E-02      1.332201850372E-02      1.179528215063E-02      1.101340626762E-02      1.053017019450E-02      1.019635121983E-02      9.947988216616E-03      9.753100897329E-03      9.593922810705E-03      1.510000993805E-01      9.029822870441E-04
     -6.900000000000E-01      4.820451426189E-02      1.825256628520E-02      1.375266128330E-02      1.217494162322E-02      1.136629078848E-02      1.086603395943E-02      1.052008207432E-02      1.026238725423E-02      1.005992586131E-02      9.894351850442E-03      1.531421195046E-01      9.246611395985E-04
     -7.000000000000E-01      4.943773103639E-02      1.883208750006E-02      1.419140783808E-02      1.256163741976E-02      1.172560592793E-02      1.120791350694E-02      1.084951035874E-02      1.058222125843E-02      1.037195892168E-02      1.019978643822E-02      1.552822043280E-01      9.464433726651E-04
     -7.100000000000E-01      5.068432420995E-02      1.942222501132E-02      1.463832625536E-02      1.295542330653E-02      1.209139507953E-02      1.155584388984E-02      1.118466389137E-02      1.090751150699E-02      1.068921530347E-02      1.051023611968E-02      1.574203701354E-01      9.683236204356E-04
     -7.200000000000E-01      5.194425719946E-02      2.002306046442E-02      1.509348588235E-02      1.335635396233E-02      1.246370225683E-02      1.190986053828E-02      1.152557065691E-02      1.123827925587E-02      1.101171003957E-02      1.082571009345E-02      1.595566351679E-01      9.902967207012E-04
     -7.300000000000E-01      5.321749443733E-02      2.063467625844E-02      1.555695686563E-02      1.376448457476E-02      1.284257171849E-02      1.226999890349E-02      1.187225846429E-02      1.157454540860E-02      1.133945765055E-02      1.114621690052E-02      1.616910170372E-01      1.012357445352E-03
     -7.400000000000E-01      5.450400145642E-02      2.125715557388E-02      1.602881017747E-02      1.417987085844E-02      1.322804797838E-02      1.263629446130E-02      1.222475494477E-02      1.191633051008E-02      1.167247213482E-02      1.147176441180E-02      1.638235337516E-01      1.034500668282E-03
     -7.500000000000E-01      5.580374517158E-02      2.189058257491E-02      1.650911777486E-02      1.460256918930E-02      1.362017592259E-02      1.300878281637E-02      1.258308764637E-02      1.226365483294E-02      1.201076704867E-02      1.180235990283E-02      1.659542038075E-01      1.056721310501E-03
     -7.600000000000E-01      5.711669408397E-02      2.253504256637E-02      1.699795272467E-02      1.503263670874E-02      1.401900089813E-02      1.338749977935E-02      1.294728410176E-02      1.261653843819E-02      1.235435556080E-02      1.213801010352E-02      1.680830464428E-01      1.079014430651E-03
     -7.700000000000E-01      5.844281563188E-02      2.319062037048E-02      1.749538797762E-02      1.547013025812E-02      1.442456773521E-02      1.377248044871E-02      1.331737095615E-02      1.297500034136E-02      1.270324965223E-02      1.247872042884E-02      1.702100790641E-01      1.101375083065E-03
     -7.800000000000E-01      5.978208135588E-02      2.385740355314E-02      1.800149882325E-02      1.591510850052E-02      1.483692267571E-02      1.416376100509E-02      1.369337565788E-02      1.333906011748E-02      1.305746164759E-02      1.282449644475E-02      1.723353223280E-01      1.123798459552E-03
     -7.900000000000E-01      6.113446234515E-02      2.453547961782E-02      1.851636076577E-02      1.636763007664E-02      1.525611168454E-02      1.456137712865E-02      1.407532495759E-02      1.370873646835E-02      1.341700284184E-02      1.317534254879E-02      1.744587957266E-01      1.146279777893E-03
     -8.000000000000E-01      6.249993140297E-02      2.522493738443E-02      1.904005057834E-02      1.682775451364E-02      1.568218127168E-02      1.496536476049E-02      1.446324562273E-02      1.408404789850E-02      1.378188414349E-02      1.353126258481E-02      1.765805197136E-01      1.168814358871E-03
     -8.100000000000E-01      6.387846145909E-02      2.592586598491E-02      1.957264554521E-02      1.729554156604E-02      1.611517788597E-02      1.537575953204E-02      1.485716389469E-02      1.446501219592E-02      1.415211557650E-02      1.389225936458E-02      1.787005143158E-01      1.191397605317E-03
     -8.200000000000E-01      6.527002732123E-02      2.663835602470E-02      2.011422435277E-02      1.777105198131E-02      1.655514860437E-02      1.579259740049E-02      1.525710608248E-02      1.485164699145E-02      1.452770681051E-02      1.425833517271E-02      1.808188005846E-01      1.214024970682E-03
     -8.300000000000E-01      6.667460474473E-02      2.736249898691E-02      2.066486664275E-02      1.825434710930E-02      1.700214076947E-02      1.621591430475E-02      1.566309823307E-02      1.524396944157E-02      1.490866685533E-02      1.462949147248E-02      1.829354000345E-01      1.236692039087E-03
     -8.400000000000E-01      6.809217084409E-02      2.809838752648E-02      2.122465324348E-02      1.874548909756E-02      1.745620215967E-02      1.664574631721E-02      1.607516626900E-02      1.564199635490E-02      1.529500417842E-02      1.500572901626E-02      1.850503349654E-01      1.259394532173E-03
     -8.500000000000E-01      6.952270259036E-02      2.884611451837E-02      2.179366545303E-02      1.924454026942E-02      1.791738041813E-02      1.708212910739E-02      1.649333547948E-02      1.604574370693E-02      1.568672624133E-02      1.538704740249E-02      1.871636267995E-01      1.282128068571E-03
     -8.600000000000E-01      7.096617918345E-02      2.960577459912E-02      2.237198621950E-02      1.975156413698E-02      1.838572396404E-02      1.752509878118E-02      1.691763130353E-02      1.645522737690E-02      1.608384019708E-02      1.577344573851E-02      1.892752988224E-01      1.304888556240E-03
     -8.700000000000E-01      7.242258044412E-02      3.037746315263E-02      2.295969937732E-02      2.026662473852E-02      1.886128138405E-02      1.797469130912E-02      1.734807878738E-02      1.687046263053E-02      1.648635239604E-02      1.616492216849E-02      1.913853743748E-01      1.327671935970E-03
     -8.800000000000E-01      7.389188785717E-02      3.116127701740E-02      2.355689019383E-02      2.078978710374E-02      1.934410184502E-02      1.843094290115E-02      1.778470292990E-02      1.729146444150E-02      1.689426868751E-02      1.656147415831E-02      1.934938779223E-01      1.350474257767E-03
     -8.900000000000E-01      7.537408198559E-02      3.195731275760E-02      2.416364406002E-02      2.132111612728E-02      1.983423407088E-02      1.889388905627E-02      1.822752779019E-02      1.771824664913E-02      1.730759362274E-02      1.696309774079E-02      1.956008327220E-01      1.373291648956E-03
     -9.000000000000E-01      7.686914688470E-02      3.276566966853E-02      2.478004878911E-02      2.186067853498E-02      2.033172810723E-02      1.936356618290E-02      1.867657799450E-02      1.815082337049E-02      1.772633178479E-02      1.736978877258E-02      1.977062647866E-01      1.396120374401E-03
     -9.100000000000E-01      7.837706531552E-02      3.358644650352E-02      2.540619213044E-02      2.240854074949E-02      2.083663339043E-02      1.984000981208E-02      1.913187706434E-02      1.858920742677E-02      1.815048630298E-02      1.778154152969E-02      1.998101989362E-01      1.418956789909E-03
     -9.200000000000E-01      7.989782274846E-02      3.441974428112E-02      2.604216391860E-02      2.296477072679E-02      2.134900039323E-02      2.032325610626E-02      1.959344881734E-02      1.903341165418E-02      1.858006008573E-02      1.819834987132E-02      2.019126618674E-01      1.441797371421E-03
     -9.300000000000E-01      8.143140516414E-02      3.526566478048E-02      2.668805493569E-02      2.352943697850E-02      2.186887973710E-02      2.081334103523E-02      2.006131659461E-02      1.948344817615E-02      1.901505513401E-02      1.862020659210E-02      2.040136803079E-01      1.464638577998E-03
     -9.400000000000E-01      8.297779932461E-02      3.612431065048E-02      2.734395700246E-02      2.410260864299E-02      2.239632224511E-02      2.131030041478E-02      2.053550328880E-02      1.993932842376E-02      1.945547255661E-02      1.904710343443E-02      2.061132823014E-01      1.487477391398E-03
     -9.500000000000E-01      8.453699333409E-02      3.699578597107E-02      2.800996341787E-02      2.468435586295E-02      2.293137927850E-02      2.181417021417E-02      2.101603162986E-02      2.040106340487E-02      1.990131282633E-02      1.947903133478E-02      2.082114958284E-01      1.510310489926E-03
     -9.600000000000E-01      8.610897598394E-02      3.788019564914E-02      2.868616850749E-02      2.527474938988E-02      2.347410236744E-02      2.232498620413E-02      2.150292384755E-02      2.086866338038E-02      2.035257547027E-02      1.991598012847E-02      2.103083502917E-01      1.533134874305E-03
     -9.700000000000E-01      8.769373761338E-02      3.877764617483E-02      2.937266821058E-02      2.587386108642E-02      2.402454365802E-02      2.284278436426E-02      2.199620204858E-02      2.134213821761E-02      2.080925940404E-02      2.035793886838E-02      2.124038755118E-01      1.555947651783E-03
     -9.800000000000E-01      8.929126875023E-02      3.968824452700E-02      3.006955925416E-02      2.648176321363E-02      2.458275526055E-02      2.336760027405E-02      2.249588764316E-02      2.182149684890E-02      2.127136242090E-02      2.080489534407E-02      2.144981019894E-01      1.578745989510E-03
     -9.900000000000E-01      9.090156177277E-02      4.061209950683E-02      3.077694018372E-02      2.709852931064E-02      2.514879003311E-02      2.389946982720E-02      2.300200200531E-02      2.230674788788E-02      2.173888177110E-02      2.125683662937E-02      2.165910613039E-01      1.601527211116E-03
     -1.000000000000E+00      9.252460997784E-02      4.154932097648E-02      3.149491079286E-02      2.772423370236E-02      2.572270112938E-02      2.443842880744E-02      2.351456607270E-02      2.279789925202E-02      2.221181380679E-02      2.171374875010E-02      2.186827862035E-01      1.624289096317E-03
     -1.010000000000E+00      9.416040747621E-02      4.250001984996E-02      3.222357212540E-02      2.835895149643E-02      2.630454198592E-02      2.498451286830E-02      2.403360032188E-02      2.329495813619E-02      2.269015395656E-02      2.217561666166E-02      2.207733098358E-01      1.647029019096E-03
     -1.020000000000E+00      9.580894933077E-02      4.346430817979E-02      3.296302655504E-02      2.900275865595E-02      2.689436638643E-02      2.553775759180E-02      2.455912482488E-02      2.379793107005E-02      2.317389678597E-02      2.264242431482E-02      2.228626662148E-01      1.669744869020E-03
     -1.030000000000E+00      9.747023255539E-02      4.444229992148E-02      3.371337838347E-02      2.965573249552E-02      2.749222888593E-02      2.609819885882E-02      2.509115957760E-02      2.430682421282E-02      2.366303626514E-02      2.311415490113E-02      2.249508910079E-01      1.692434629439E-03
