# M=14, N=7, Vp=0.0, t=1.0, n=2, Vstart=-1.75, Vstop=1.75, Vnum=16454199681226724124, PBC
# start time 2022-05-13 12:17:15
#                       V#                 S₁(n=2)#                 S₂(n=2)                 S₃(n=2)#                 S₄(n=2)#                 S₅(n=2)#                 S₆(n=2)#                 S₇(n=2)#                 S₈(n=2)#                 S₉(n=2)#                S₁₀(n=2)#               S₀₋₅(n=2)
     -1.750000000000E+00      4.497651313122E-01      2.674216435674E-01      2.011216832175E-01      1.647041057076E-01      1.388245565400E-01      1.174442808243E-01      9.830858670354E-02      8.050826195410E-02      6.368871729820E-02      4.774116317659E-02      7.137169554329E-01
     -1.650000000000E+00      3.988669794374E-01      2.285086993050E-01      1.726941073750E-01      1.443390245483E-01      1.252764144597E-01      1.100892584782E-01      9.676933904417E-02      8.446372622673E-02      7.278667817522E-02      6.156830839429E-02      6.675871632765E-01
     -1.000000000000E+00      1.562841539890E-01      6.769106484117E-02      5.113357548317E-02      4.497187039024E-02      4.168321200687E-02      3.955047693947E-02      3.799364030806E-02      3.676382799871E-02      3.573660498625E-02      3.484285650546E-02      3.978335556834E-01
     -5.000000000000E-01      4.547539043222E-02      1.484694905622E-02      1.115641685514E-02      9.898712744614E-03      9.262825038637E-03      8.875745202132E-03      8.613055200145E-03      8.421432368894E-03      8.274215401022E-03      8.156592486785E-03      2.008207210768E-01
      5.000000000000E-01      3.887358753588E-02      1.219512532600E-02      9.163578014352E-03      8.137087968442E-03      7.620612548313E-03      7.308189973593E-03      7.097791534826E-03      6.945690389491E-03      6.830023132760E-03      6.738643444971E-03      1.876315784078E-01
      1.650000000000E+00      2.392281215010E-01      1.147545266692E-01      8.791634378001E-02      7.772301519545E-02      7.238009316410E-02      6.901451560973E-02      6.664007267328E-02      6.483243138247E-02      6.337940177327E-02      6.216317416863E-02      5.189589727289E-01
      1.750000000000E+00      2.595265367487E-01      1.278498802410E-01      9.823027144047E-02      8.682359010015E-02      8.081527713831E-02      7.701739793655E-02      7.432862681440E-02      7.227442897795E-02      7.061747327012E-02      6.922601002053E-02      5.423519069275E-01


 Calculation finished at  2022-05-13 12:18:23
