# M=32, N=16, Vp=0.0, t=1.0, n=4, Vstart=-0.5, Vstop=0.5, Vnum=1690715795901900207, PBC
# start time 2022-06-07 09:59:50
#                       V#                 S₁(n=4)#                 S₂(n=4)                 S₃(n=4)#                 S₄(n=4)#                 S₅(n=4)#                 S₆(n=4)#                 S₇(n=4)#                 S₈(n=4)#                 S₉(n=4)#                S₁₀(n=4)#               S₀₋₅(n=4)
     -5.000000000000E-01      9.643402948567E-02      3.229487133552E-02      2.427172777038E-02      2.152040607676E-02      2.012341782193E-02      1.926845062209E-02      1.868444012583E-02      1.825521231989E-02      1.792268006180E-02      1.765457263377E-02      4.093137020019E-01
      5.000000000000E-01      8.143892413948E-02      2.613478742007E-02      1.964400349485E-02      1.743741456391E-02      1.632476596413E-02      1.564986417856E-02      1.519383328432E-02      1.486286808605E-02      1.461006607807E-02      1.440937040647E-02      3.795825096331E-01


 Calculation finished at  2022-06-22 18:47:58
