# M=60, N=30, Vp=0.0, t=1.0, n=1, Vstart=-2.0, Vstop=2.0, Vnum=81, PBC
# start time 2022-02-16 09:32:08
#                       V#                 S₁(n=1)#                 S₂(n=1)                 S₃(n=1)#                 S₄(n=1)#                 S₅(n=1)#                 S₆(n=1)#                 S₇(n=1)#                 S₈(n=1)#                 S₉(n=1)#                S₁₀(n=1)#               S₀₋₅(n=1)
     -5.000000000000E-02      4.968286169160E-04      9.465713866952E-05      7.099453410353E-05      6.310461987713E-05      5.915905032872E-05      5.679121881563E-05      5.521225635130E-05      5.408407622687E-05      5.323763508880E-05      5.257901996192E-05      1.204192504419E-02
     -1.000000000000E-01      1.740967426474E-03      3.827903186799E-04      2.871202201034E-04      2.551910127857E-04      2.392162862903E-04      2.296233631545E-04      2.232213437816E-04      2.186426997710E-04      2.152036669196E-04      2.125243762272E-04      2.400605916310E-02
     -1.500000000000E-01      3.601224836602E-03      8.708394695005E-04      6.532718774852E-04      5.805452584720E-04      5.441289789867E-04      5.222369665172E-04      5.076071125378E-04      4.971270847069E-04      4.892407168455E-04      4.830834721785E-04      3.589388874743E-02
     -2.000000000000E-01      6.012416934069E-03      1.565510909926E-03      1.174593192137E-03      1.043623472096E-03      9.779654758546E-04      9.384329388911E-04      9.119632795183E-04      8.929582472206E-04      8.786187166425E-04      8.673896180564E-04      4.770682330552E-02
     -2.500000000000E-01      8.931408757723E-03      2.473781080007E-03      1.856485129202E-03      1.649051887521E-03      1.544897875012E-03      1.482058620068E-03      1.439877339744E-03      1.409501119355E-03      1.386503500921E-03      1.368425340570E-03      5.944620353905E-02
     -3.000000000000E-01      1.232648153809E-02      3.602899265251E-03      2.704614225144E-03      2.401626283391E-03      2.249193292655E-03      2.156991839842E-03      2.094908037173E-03      2.050035897665E-03      2.015922424794E-03      1.988982617943E-03      7.111330632556E-02
     -3.500000000000E-01      1.617288184917E-02      4.960389100137E-03      3.724920657656E-03      3.306310685322E-03      3.095203619226E-03      2.967122873081E-03      2.880560310092E-03      2.817726601382E-03      2.769727070969E-03      2.731620222701E-03      8.270935038151E-02
     -4.000000000000E-01      2.045052009802E-02      6.554048666273E-03      4.923626016993E-03      4.368235321783E-03      4.087353713468E-03      3.916334243484E-03      3.800257711907E-03      3.715586926606E-03      3.650553254111E-03      3.598618534555E-03      9.423550326082E-02
     -4.500000000000E-01      2.514262217853E-02      8.391948644229E-03      6.307240437559E-03      5.592693606341E-03      5.230127811064E-03      5.008478185620E-03      4.857312196997E-03      4.746443410015E-03      4.660778499778E-03      4.591932201123E-03      1.056928881940E-01
     -5.000000000000E-01      3.023487064809E-02      1.048242849328E-02      7.882569138489E-03      6.985138300540E-03      6.528054306588E-03      6.247351966380E-03      6.054891574733E-03      5.912896360371E-03      5.802477658004E-03      5.713141548986E-03      1.170825932233E-01
