# M=34, N=17, Vp=0.0, t=1.0, n=3, Vstart=-1.75, Vstop=1.75, Vnum=16454199681226724124, PBC
# start time 2022-05-17 17:00:58
#                       V#                 S₁(n=3)#                 S₂(n=3)                 S₃(n=3)#                 S₄(n=3)#                 S₅(n=3)#                 S₆(n=3)#                 S₇(n=3)#                 S₈(n=3)#                 S₉(n=3)#                S₁₀(n=3)#               S₀₋₅(n=3)
     -1.750000000000E+00      7.433238169495E-01      4.532843998516E-01      3.284500626728E-01      2.449321852694E-01      1.734325195359E-01      1.061945495006E-01      4.292339001080E-02     -1.461245108085E-02     -6.518182686697E-02     -1.086797841768E-01      1.131926299931E+00
     -1.650000000000E+00      6.643044080866E-01      3.943232669550E-01      2.928051432880E-01      2.328229039520E-01      1.858418530602E-01      1.429367268664E-01      1.013255114426E-01      6.081408338719E-02      2.223255553923E-02     -1.350413769455E-02      1.060595363008E+00
     -1.000000000000E+00      2.681077507574E-01      1.213287278536E-01      9.174763088642E-02      8.034555130081E-02      7.410872362338E-02      6.996208276146E-02      6.685617933683E-02      6.433921938493E-02      6.218462276471E-02      6.026594474813E-02      6.402432398811E-01
     -5.000000000000E-01      7.875598082996E-02      2.660977931238E-02      2.000204002304E-02      1.773330149856E-02      1.658086337147E-02      1.587526061713E-02      1.539307176178E-02      1.503854142524E-02      1.476379185026E-02      1.454222425322E-02      3.248047113674E-01
      5.000000000000E-01      6.668367600252E-02      2.152890177214E-02      1.618154086388E-02      1.436187953306E-02      1.344359754045E-02      1.288602933940E-02      1.250882646151E-02      1.223469559077E-02      1.202499014414E-02      1.185823987453E-02      3.023781682268E-01
      1.650000000000E+00      4.002931938735E-01      1.978422804875E-01      1.519543284689E-01      1.339435146045E-01      1.242909381486E-01      1.180909098116E-01      1.136345528020E-01      1.101831896486E-01      1.073669883326E-01      1.049804996031E-01      8.303200230728E-01
      1.750000000000E+00      4.334530491555E-01      2.199744213452E-01      1.695056969328E-01      1.493632618305E-01      1.384905201166E-01      1.314740321239E-01      1.264108617304E-01      1.224760069459E-01      1.192560628208E-01      1.165212999142E-01      8.673781369347E-01


 Calculation finished at  2022-05-22 01:45:58
