# M=18, N=9, Vp=0.0, t=1.0, n=1, Vstart=-2.0, Vstop=0.0, Vnum=201, PBC
# start time 2022-10-16 02:17:39
#                       V#                 S1(n=1)#                 S2(n=1)                 S3(n=1)#                 S4(n=1)#                 S5(n=1)#                 S6(n=1)#                 S7(n=1)#                 S8(n=1)#                 S9(n=1)#                S10(n=1)#               S1/2(n=1)#               Sinf(n=1)
     -1.400000000000E-01      2.909915940836E-03      6.771121972826E-04      5.079201519593E-04      4.514208140449E-04      4.231471763729E-04      4.061638563169E-04      3.948256994106E-04      3.867133537221E-04      3.806171432865E-04      3.758650259011E-04      3.229335525190E-02      4.068735981644E-05
     -1.500000000000E-01      3.292680312651E-03      7.789430850345E-04      5.843211389474E-04      5.193119975795E-04      4.867756266038E-04      4.672284210225E-04      4.541758047787E-04      4.448343881029E-04      4.378124761115E-04      4.323369049812E-04      3.457900308745E-02      4.642146852696E-05
     -1.600000000000E-01      3.695704993165E-03      8.881465300847E-04      6.662578859875E-04      5.921190486595E-04      5.550081829697E-04      5.327085909514E-04      5.178146456588E-04      5.071525069189E-04      4.991352546484E-04      4.928812665796E-04      3.686191992652E-02      5.249181774181E-05
     -1.700000000000E-01      4.118643260182E-03      1.004770225921E-03      7.537670894266E-04      6.698738661348E-04      6.278740717827E-04      6.026317723542E-04      5.857682347763E-04      5.736925733597E-04      5.646093452629E-04      5.575210822446E-04      3.914211875569E-02      5.889072522924E-05
     -1.800000000000E-01      4.561173039693E-03      1.128862362618E-03      8.468858888397E-04      7.526086843863E-04      7.054027782836E-04      6.770255668034E-04      6.580627231418E-04      6.444795356706E-04      6.342586485824E-04      6.262793086562E-04      4.141961267862E-02      6.561051681864E-05
     -1.900000000000E-01      5.022993994327E-03      1.260471624818E-03      9.456518670432E-04      8.403560716963E-04      7.876240434559E-04      7.559177665670E-04      7.347243940470E-04      7.195384198253E-04      7.081070908779E-04      6.991788777553E-04      4.369441478087E-02      7.264351517478E-05
     -2.000000000000E-01      5.503825017677E-03      1.399647166219E-03      1.050103032521E-03      9.331489129809E-04      8.745678461497E-04      8.393363358570E-04      8.157796433195E-04      7.988943087232E-04      7.861786021777E-04      7.762426737568E-04      4.596653784026E-02      7.998202433290E-05
     -2.100000000000E-01      6.003402376408E-03      1.546438671986E-03      1.160277867871E-03      1.031020451085E-03      9.662644399979E-04      9.273094445641E-04      9.012550104939E-04      8.825723711614E-04      8.684971432769E-04      8.574935583670E-04      4.823599490965E-02      8.761836943538E-05
     -2.200000000000E-01      6.521477836206E-03      1.700896317163E-03      1.276215300242E-03      1.134004258804E-03      1.062744325424E-03      1.019865439735E-03      9.911771495039E-04      9.705978316101E-04      9.550866745265E-04      9.429543385466E-04      5.050279889723E-02      9.554486026264E-05
     -2.300000000000E-01      7.057817195086E-03      1.863070781109E-03      1.397954713854E-03      1.242134248203E-03      1.164038256519E-03      1.117032850416E-03      1.085572831722E-03      1.062995971591E-03      1.045971155646E-03      1.032647764835E-03      5.276696241994E-02      1.037537962598E-04
     -2.400000000000E-01      7.612198915045E-03      2.033013218136E-03      1.525535929678E-03      1.355444650790E-03      1.270177220612E-03      1.218840366302E-03      1.184468923553E-03      1.159792106149E-03      1.141174521051E-03      1.126596505528E-03      5.502849807057E-02      1.122374984623E-04
     -2.500000000000E-01      8.184413273027E-03      2.210775358357E-03      1.658999282918E-03      1.473970084412E-03      1.381192498924E-03      1.325316894049E-03      1.287892439344E-03      1.261011633929E-03      1.240720727461E-03      1.224823192063E-03      5.728741868399E-02      1.209882747055E-04
     -2.600000000000E-01      8.774261161987E-03      2.396409437484E-03      1.798385572119E-03      1.597745506195E-03      1.497115620535E-03      1.436491511262E-03      1.395870494950E-03      1.366679990059E-03      1.344633705952E-03      1.327350370178E-03      5.954373695593E-02      1.299984350021E-04
     -2.700000000000E-01      9.381553239502E-03      2.589968204970E-03      1.943736067138E-03      1.726806217692E-03      1.617978365159E-03      1.552393467245E-03      1.508430306639E-03      1.476822643346E-03      1.452937357547E-03      1.434200493957E-03      6.179746543203E-02      1.392602940560E-04
     -2.800000000000E-01      1.000610921776E-02      2.791504946475E-03      2.095092527910E-03      1.861187879566E-03      1.743812774794E-03      1.673052192212E-03      1.625599198181E-03      1.591465101436E-03      1.565655556588E-03      1.545395927538E-03      6.404861666952E-02      1.487661624204E-04
     -2.900000000000E-01      1.064775718308E-02      3.001073489294E-03      2.252497210473E-03      2.000926514911E-03      1.874651154671E-03      1.798497296155E-03      1.747404597819E-03      1.710632906029E-03      1.682812144291E-03      1.660958937079E-03      6.629720322128E-02      1.585083578393E-04
     -3.000000000000E-01      1.130633296885E-02      3.218728199123E-03      2.415992866530E-03      2.146058506824E-03      2.010526068772E-03      1.928758562502E-03      1.873874030184E-03      1.834351623124E-03      1.804430917395E-03      1.780911677889E-03      6.854323758454E-02      1.684791998167E-04
     -3.100000000000E-01      1.198167962169E-02      3.444523988368E-03      2.585622751737E-03      2.296620603654E-03      2.151470342484E-03      2.063865948532E-03      2.005035114692E-03      1.962646839552E-03      1.930535622959E-03      1.905276187576E-03      7.078673222733E-02      1.786710116285E-04
     -3.200000000000E-01      1.267364693946E-02      3.678516331093E-03      2.761430639019E-03      2.452649928673E-03      2.297517069313E-03      2.203849589630E-03      2.140915567622E-03      2.095544163077E-03      2.061149956601E-03      2.034074382552E-03      7.302769966424E-02      1.890761251051E-04
     -3.300000000000E-01      1.338209094913E-02      3.920761238569E-03      2.943460802346E-03      2.614183963514E-03      2.448699593019E-03      2.348739779967E-03      2.281543181291E-03      2.233069200057E-03      2.196297538706E-03      2.167328032815E-03      7.526615221676E-02      1.996868676888E-04
     -3.400000000000E-01      1.410687357285E-02      4.171315285914E-03      3.131758038929E-03      2.781260565663E-03      2.605051521558E-03      2.498566983586E-03      2.426945832702E-03      2.375247561913E-03      2.336001918879E-03      2.305058764541E-03      7.750210225903E-02      2.104955765359E-04
     -3.500000000000E-01      1.484786229650E-02      4.430235633099E-03      3.326367687264E-03      2.953917982125E-03      2.766606737286E-03      2.653361841798E-03      2.577151488457E-03      2.522104867805E-03      2.480286576569E-03      2.447288058811E-03      7.973556222246E-02      2.214945996464E-04
     -3.600000000000E-01      1.560492995138E-02      4.697580078183E-03      3.527335669455E-03      3.132194884529E-03      2.933399427132E-03      2.813155199566E-03      2.732188228026E-03      2.673666765177E-03      2.629174939177E-03      2.594037267476E-03      8.196654480535E-02      2.326762961773E-04
     -3.700000000000E-01      1.637795364814E-02      4.973406740282E-03      3.734708255225E-03      3.316130158200E-03      3.105463883326E-03      2.977977912852E-03      2.892084055206E-03      2.829958743955E-03      2.782690198152E-03      2.745327430649E-03      8.419506154260E-02      2.440330109308E-04
     -3.800000000000E-01      1.716681598412E-02      5.257774690629E-03      3.948532538772E-03      3.505763321273E-03      3.282834891420E-03      3.147861216505E-03      3.056867251424E-03      2.991006478470E-03      2.940855641590E-03      2.901179601354E-03      8.642112560227E-02      2.555571254854E-04
     -3.900000000000E-01      1.797140331025E-02      5.550743334302E-03      4.168855976378E-03      3.701134113549E-03      3.465547344249E-03      3.322836353183E-03      3.226566014619E-03      3.156835473474E-03      3.103694305646E-03      3.061614501234E-03      8.864474891928E-02      2.672410085176E-04
     -4.000000000000E-01      1.879160615889E-02      5.852372688142E-03      4.395726597894E-03      3.902282680996E-03      3.653636411143E-03      3.502934732299E-03      3.401208610485E-03      3.327471209211E-03      3.271229114426E-03      3.226652655950E-03      9.086594383594E-02      2.790770615775E-04
     -4.100000000000E-01      1.962731921747E-02      6.162723479997E-03      4.629193084015E-03      4.109249641416E-03      3.847137596119E-03      3.688187982762E-03      3.580823420856E-03      3.502939186101E-03      3.443482921436E-03      3.396314433748E-03      9.308472283559E-02      2.910576769453E-04
     -4.200000000000E-01      2.047844075959E-02      6.481856987708E-03      4.869304647798E-03      4.322075977211E-03      4.046086635017E-03      3.878627852106E-03      3.765438843696E-03      3.683264825020E-03      3.620478409829E-03      3.570619945496E-03      9.530109827955E-02      3.031752664056E-04
     -4.300000000000E-01      2.134487259495E-02      6.809835104713E-03      5.116111086708E-03      4.540803078765E-03      4.250519532880E-03      4.074286239335E-03      3.955083322245E-03      3.868473493254E-03      3.802238115547E-03      3.749589065311E-03      9.751508250869E-02      3.154222530211E-04
     -4.400000000000E-01      2.222651981611E-02      7.146720305697E-03      5.369662759606E-03      4.765472721396E-03      4.460472539316E-03      4.275195168496E-03      4.149785316768E-03      4.058590474496E-03      3.988784395642E-03      3.933241397317E-03      9.972668789599E-02      3.277910838553E-04
     -4.500000000000E-01      2.312329102288E-02      7.492575830558E-03      5.630010728019E-03      4.996127187382E-03      4.675982258919E-03      4.481386890996E-03      4.349573400636E-03      4.253641059791E-03      4.180139514860E-03      4.121596358404E-03      1.019359271893E-01      3.402742068737E-04
     -4.600000000000E-01      2.403509723507E-02      7.847465260737E-03      5.897206440171E-03      5.232808984418E-03      4.897085386033E-03      4.692893629880E-03      4.554476010803E-03      4.453650302409E-03      4.376325403809E-03      4.314672939040E-03      1.041428121950E-01      3.528640858952E-04
     -4.700000000000E-01      2.496185297959E-02      8.211453081143E-03      6.171302156931E-03      5.475561218529E-03      5.123819048272E-03      4.909747903934E-03      4.764521757593E-03      4.658643316291E-03      4.577363948014E-03      4.512489984283E-03      1.063473556873E-01      3.655532075419E-04
     -4.800000000000E-01      2.590347540813E-02      8.584604345559E-03      6.452350703053E-03      5.724427371744E-03      5.356220596232E-03      5.131982324177E-03      4.979739225456E-03      4.868645079717E-03      4.783276793707E-03      4.715066001219E-03      1.085495702176E-01      3.783340716512E-04
     -4.900000000000E-01      2.685988423358E-02      8.966984704034E-03      6.740405490870E-03      5.979451320165E-03      5.594327616853E-03      5.359629603418E-03      5.200156979293E-03      5.083680438816E-03      4.994085348847E-03      4.922419157778E-03      1.107494682279E-01      3.911991958048E-04
     -5.000000000000E-01      2.783100197785E-02      9.358660583228E-03      7.035520659388E-03      6.240677453416E-03      5.838178040640E-03      5.592722654808E-03      5.425803656261E-03      5.303774193780E-03      5.209810864570E-03      5.134567360040E-03      1.129470625350E-01      4.041410803577E-04
     -5.100000000000E-01      2.881675314137E-02      9.759698839575E-03      7.337750816243E-03      6.508150444707E-03      6.087809924749E-03      5.831294382480E-03      5.656707761347E-03      5.528950898007E-03      5.430474237091E-03      5.351528056429E-03      1.151423653869E-01      4.171523549799E-04
     -5.200000000000E-01      2.981706500975E-02      1.017016720569E-02      7.647151377409E-03      6.781915546480E-03      6.343261723297E-03      6.075377934672E-03      5.892897907558E-03      5.759235087861E-03      5.656096228717E-03      5.573318451173E-03      1.173353896530E-01      4.302255647675E-04
     -5.300000000000E-01      3.083186698849E-02      1.059013401843E-02      7.963778365777E-03      7.062018410191E-03      6.604572116392E-03      6.325006537865E-03      6.134402653236E-03      5.994651122180E-03      5.886697309003E-03      5.799955346837E-03      1.195261480721E-01      4.433533037225E-04
     -5.400000000000E-01      3.186109065508E-02      1.101966829249E-02      8.287688470127E-03      7.348505135011E-03      6.871780051318E-03      6.580213532240E-03      6.381250532862E-03      6.235223209148E-03      6.122297678250E-03      6.031455164888E-03      1.217146534459E-01      4.565281924611E-04
     -5.500000000000E-01      3.290466987715E-02      1.145883982836E-02      8.618939130172E-03      7.641422339237E-03      7.144924804523E-03      6.841032426665E-03      6.633470106433E-03      6.480975450979E-03      6.362917308171E-03      6.267833982894E-03      1.239009189509E-01      4.697429309548E-04
     -5.600000000000E-01      3.396253995923E-02      1.190771882472E-02      8.957588247916E-03      7.940816903788E-03      7.424045740185E-03      7.107496666207E-03      6.891089733053E-03      6.731931622056E-03      6.608575723727E-03      6.509107319582E-03      1.260849569334E-01      4.829900709145E-04
     -5.700000000000E-01      3.503463890717E-02      1.236637655883E-02      9.303694704664E-03      8.246736422586E-03      7.709182722630E-03      7.379640018931E-03      7.154137938483E-03      6.988115521053E-03      6.859292342317E-03      6.755290462873E-03      1.282667810489E-01      4.962623866973E-04
     -5.800000000000E-01      3.612090574632E-02      1.283488459049E-02      9.657317764305E-03      8.559228675580E-03      8.000375624452E-03      7.657496105973E-03      7.422642960830E-03      7.249550528696E-03      7.115086041530E-03      7.006398046319E-03      1.304464035416E-01      5.095525412475E-04
     -5.900000000000E-01      3.722128213265E-02      1.331331559067E-02      1.001851770270E-02      8.878342177625E-03      8.297664829831E-03      7.941098874255E-03      7.696633200370E-03      7.516260039309E-03      7.375975575419E-03      7.262444452255E-03      1.326238382685E-01      5.228533293211E-04
     -6.000000000000E-01      3.833571120071E-02      1.380174282078E-02      1.038735541865E-02      9.204125833361E-03      8.601090910425E-03      8.230482285070E-03      7.976136916906E-03      7.788267164839E-03      7.641979284016E-03      7.523443526113E-03      1.347990986146E-01      5.361574881371E-04
     -6.100000000000E-01      3.946413749451E-02      1.430024012094E-02      1.076389242926E-02      9.536628930446E-03      8.910694615227E-03      8.525680300975E-03      8.261182214183E-03      8.065594717224E-03      7.913115074057E-03      7.789408555904E-03      1.369721975812E-01      5.494578277441E-04
     -6.200000000000E-01      4.060650751288E-02      1.480888221954E-02      1.114819110787E-02      9.875901343804E-03      9.226517053792E-03      8.826727054128E-03      8.551797196673E-03      8.348265355742E-03      8.189400558383E-03      8.060352404800E-03      1.391431489736E-01      5.627471907670E-04
     -6.300000000000E-01      4.176276919490E-02      1.532774451112E-02      1.154031452083E-02      1.022199338934E-02      9.548599556574E-03      9.133656710099E-03      8.848009835600E-03      8.636301454695E-03      8.470852925082E-03      8.336287381745E-03      1.413119663482E-01      5.760184480819E-04
     -6.400000000000E-01      4.293287209721E-02      1.585690317695E-02      1.194032652298E-02      1.057495590393E-02      9.876983743859E-03      9.446503528574E-03      9.149848023139E-03      8.929725152306E-03      8.757488982009E-03      8.617225282346E-03      1.434786634863E-01      5.892644971364E-04
     -6.500000000000E-01      4.411676729954E-02      1.639643516566E-02      1.234829174770E-02      1.093484023284E-02      1.021171150881E-02      9.765301842501E-03      9.457339548255E-03      9.228558323785E-03      9.049325127590E-03      8.903177357927E-03      1.456432544217E-01      6.024782899088E-04
     -6.600000000000E-01      4.531440715538E-02      1.694641809128E-02      1.276427553446E-02      1.130169816297E-02      1.055282495106E-02      1.009008599109E-02      9.770512028923E-03      9.532822512908E-03      9.346377282030E-03      9.194154246688E-03      1.478057529876E-01      6.156527594832E-04
     -6.700000000000E-01      4.652574558368E-02      1.750693041667E-02      1.318834407242E-02      1.167558204419E-02      1.090036648296E-02      1.042089041486E-02      1.008939299848E-02      9.842539011302E-03      9.648660960745E-03      9.490166042287E-03      1.499661734610E-01      6.287808997620E-04
     -6.800000000000E-01      4.775073804464E-02      1.807805147923E-02      1.362056442483E-02      1.205654480685E-02      1.125437884005E-02      1.075774966060E-02      1.041400990608E-02      1.015772885524E-02      9.956191268255E-03      9.791222285501E-03      1.521245304102E-01      6.418557342820E-04
     -6.900000000000E-01      4.898934076233E-02      1.865986106839E-02      1.406100421440E-02      1.244463968381E-02      1.161490482053E-02      1.110069813161E-02      1.074438987480E-02      1.047841259025E-02      1.026898266859E-02      1.009733174015E-02      1.542808380025E-01      6.548703531943E-04
     -7.000000000000E-01      5.024151195557E-02      1.925244016265E-02      1.450973218631E-02      1.283992069684E-02      1.198198772583E-02      1.144977049634E-02      1.108056008595E-02      1.080461063562E-02      1.058704933318E-02      1.040850272666E-02      1.564351113159E-01      6.678178553003E-04
     -7.100000000000E-01      5.150721044842E-02      1.985587015335E-02      1.496681762588E-02      1.324244214638E-02      1.235567088748E-02      1.180500123969E-02      1.142254734862E-02      1.113634286910E-02      1.091040473884E-02      1.072474273235E-02      1.585873648208E-01      6.806913779460E-04
     -7.200000000000E-01      5.278639683602E-02      2.047023354286E-02      1.543233089272E-02      1.365225907136E-02      1.273599808178E-02      1.216642504582E-02      1.177037845813E-02      1.147362896542E-02      1.123906198953E-02      1.104605871875E-02      1.607376138998E-01      6.934841292163E-04
     -7.300000000000E-01      5.407903278119E-02      2.109561357223E-02      1.590634314442E-02      1.406942700521E-02      1.312301330064E-02      1.253407657821E-02      1.212407998291E-02      1.181648818905E-02      1.157303361458E-02      1.137245692523E-02      1.628858738102E-01      7.061892986333E-04
     -7.400000000000E-01      5.538508087825E-02      2.173209414251E-02      1.638892628249E-02      1.449400192572E-02      1.351676070029E-02      1.290799042693E-02      1.248367821062E-02      1.216493933969E-02      1.191233151419E-02      1.170394281509E-02      1.650321599184E-01      7.188001640346E-04
     -7.500000000000E-01      5.670450592621E-02      2.237976061565E-02      1.688015356565E-02      1.492604078178E-02      1.391728507521E-02      1.328820154516E-02      1.284919955588E-02      1.251900113640E-02      1.225696732354E-02      1.204052142249E-02      1.671764890025E-01      7.313101529354E-04
     -7.600000000000E-01      5.803727156800E-02      2.303869782818E-02      1.738009810950E-02      1.536560018986E-02      1.432463066282E-02      1.367474412754E-02      1.322066949522E-02      1.287869119985E-02      1.260695143664E-02      1.238219641406E-02      1.693188751343E-01      7.437123618925E-04
     -7.700000000000E-01      5.938334460808E-02      2.370899265695E-02      1.788883483772E-02      1.581273812003E-02      1.473884267505E-02      1.406765303449E-02      1.359811390894E-02      1.324402732626E-02      1.296229422203E-02      1.272897125335E-02      1.714593355580E-01      7.560003586291E-04
     -7.800000000000E-01      6.074269310420E-02      2.439073298742E-02      1.840643970657E-02      1.626751321887E-02      1.515996667281E-02      1.446696320111E-02      1.398155851628E-02      1.361502694471E-02      1.332300549985E-02      1.308084869620E-02      1.735978872785E-01      7.681674638818E-04
     -7.900000000000E-01      6.211528357456E-02      2.508400589560E-02      1.893298833367E-02      1.672998362422E-02      1.558804748474E-02      1.487270862789E-02      1.437102792268E-02      1.399170621227E-02      1.368909367951E-02      1.343782996774E-02      1.757345455124E-01      7.802072994201E-04
     -8.000000000000E-01      6.350108748006E-02      2.578890180427E-02      1.946855915900E-02      1.720020968797E-02      1.602313167285E-02      1.528492466620E-02      1.476654776493E-02      1.437408204254E-02      1.406056768739E-02      1.379991660009E-02      1.778693293552E-01      7.921134765874E-04
     -8.100000000000E-01      6.490007317894E-02      2.650550937545E-02      2.001322956679E-02      1.767825062400E-02      1.646526447984E-02      1.570364517318E-02      1.516814202799E-02      1.476216955817E-02      1.443743453840E-02      1.416710811196E-02      1.800022539205E-01      8.038793558942E-04
     -8.200000000000E-01      6.631221455813E-02      2.723392104002E-02      2.056708009937E-02      1.816416813874E-02      1.691449311784E-02      1.612890556111E-02      1.557583590783E-02      1.515598479863E-02      1.481970190937E-02      1.453940446221E-02      1.821333393847E-01      8.154987321647E-04
     -8.300000000000E-01      6.773748191175E-02      2.797422717189E-02      2.113019004024E-02      1.865802262554E-02      1.737086331440E-02      1.656073958951E-02      1.598965279682E-02      1.555554186836E-02      1.520737543061E-02      1.491680347169E-02      1.842626015792E-01      8.269651813428E-04
     -8.400000000000E-01      6.917584963684E-02      2.872652105879E-02      2.170264119252E-02      1.915987640875E-02      1.783442224005E-02      1.699918206894E-02      1.640961681217E-02      1.596085531885E-02      1.560046094078E-02      1.529930296443E-02      1.863900596816E-01      8.382723832736E-04
     -8.500000000000E-01      7.062729231520E-02      2.949089638703E-02      2.228451597826E-02      1.966979210543E-02      1.830521701852E-02      1.744426747511E-02      1.683575149208E-02      1.637193891456E-02      1.599896331505E-02      1.568689965328E-02      1.885157325771E-01      8.494141958231E-04
     -8.600000000000E-01      7.209178469068E-02      3.026744721023E-02      2.287589742080E-02      2.018783260747E-02      1.878329470469E-02      1.789602992335E-02      1.726807976825E-02      1.678880560492E-02      1.640288643795E-02      1.607958911469E-02      1.906396389380E-01      8.603845779778E-04
     -8.700000000000E-01      7.356930369477E-02      3.105626935580E-02      2.347687022377E-02      2.071406200367E-02      1.926870310953E-02      1.835450392411E-02      1.770662466717E-02      1.721146818103E-02      1.681223382209E-02      1.647736637461E-02      1.927617985677E-01      8.711772700303E-04
     -8.800000000000E-01      7.505982638272E-02      3.185745902107E-02      2.408751971017E-02      2.124854466650E-02      1.976148996924E-02      1.881972360995E-02      1.815140858359E-02      1.763993858950E-02      1.722700795898E-02      1.688022529396E-02      1.948822311754E-01      8.817862923638E-04
     -8.900000000000E-01      7.656333101555E-02      3.267111353636E-02      2.470793241177E-02      2.179134575174E-02      2.026170338648E-02      1.929172313431E-02      1.860245364642E-02      1.807422827180E-02      1.764721063628E-02      1.728815886754E-02      1.970009570035E-01      8.922055785652E-04
     -9.000000000000E-01      7.807979689353E-02      3.349733125367E-02      2.533819599304E-02      2.234253113059E-02      2.076939176250E-02      1.977053660327E-02      1.905978165107E-02      1.851434809853E-02      1.807284287546E-02      1.770115916619E-02      1.991179969006E-01      9.024291758934E-04
     -9.100000000000E-01      7.960920425940E-02      3.433621150718E-02      2.597839922984E-02      2.290216736714E-02      2.128460376854E-02      2.025619804192E-02      1.952341402284E-02      1.896030833164E-02      1.850390489447E-02      1.811921730159E-02      2.012333721507E-01      9.124512258589E-04
     -9.200000000000E-01      8.115153475332E-02      3.518785493684E-02      2.662863226638E-02      2.347032193410E-02      2.180738853151E-02      2.074874155788E-02      1.999337196379E-02      1.941211875887E-02      1.894039623297E-02      1.854232354482E-02      2.033471049779E-01      9.222658947392E-04
     -9.300000000000E-01      8.270676953722E-02      3.605236216708E-02      2.728898561019E-02      2.404706235258E-02      2.233779485608E-02      2.124820062226E-02      2.046967578186E-02      1.986978806520E-02      1.938231516290E-02      1.897046677405E-02      2.054592169657E-01      9.318675272940E-04
     -9.400000000000E-01      8.427489113389E-02      3.692983517970E-02      2.795955120357E-02      2.463245710501E-02      2.287587203670E-02      2.175460880902E-02      2.095234557396E-02      2.033332447041E-02      1.982965928797E-02      1.940363504178E-02      2.075697301300E-01      9.412502032795E-04
     -9.500000000000E-01      8.585588481407E-02      3.782037821209E-02      2.864042309836E-02      2.522657619651E-02      2.342167034264E-02      2.226800022295E-02      2.144140160860E-02      2.080273607423E-02      2.028242585721E-02      1.984181586117E-02      2.096786684988E-01      9.504077140412E-04
     -9.600000000000E-01      8.744973503219E-02      3.872409521745E-02      2.933169554724E-02      2.582948953744E-02      2.397523957361E-02      2.278840818155E-02      2.193686311132E-02      2.127802973255E-02      2.074061072398E-02      2.028499524264E-02      2.117860570603E-01      9.593354947652E-04
     -9.700000000000E-01      8.905642650790E-02      3.964109081218E-02      3.003346372263E-02      2.644126755480E-02      2.453662960178E-02      2.331586570679E-02      2.243874871788E-02      2.175921147977E-02      2.120420874306E-02      2.073315806968E-02      2.138919184748E-01      9.680274688950E-04
     -9.800000000000E-01      9.067594719646E-02      4.057147226677E-02      3.074582525640E-02      2.706198248342E-02      2.510589150053E-02      2.385040653394E-02      2.294707738762E-02      2.224628736274E-02      2.167321453650E-02      2.118628880569E-02      2.159962789684E-01      9.764781871362E-04
     -9.900000000000E-01      9.230828403875E-02      4.151534649003E-02      3.146887794222E-02      2.769170642418E-02      2.568307581817E-02      2.439206354306E-02      2.346186696434E-02      2.273926211460E-02      2.214762127009E-02      2.164437036535E-02      2.180991636811E-01      9.846822439692E-04
     -1.000000000000E+00      9.395342617345E-02      4.247282236958E-02      3.220272153768E-02      2.833051286551E-02      2.626823391947E-02      2.494086996882E-02      2.398313528186E-02      2.323814017375E-02      2.262742159798E-02      2.210738499451E-02      2.202005994068E-01      9.926342174107E-04
     -1.010000000000E+00      9.561136340803E-02      4.344400965361E-02      3.294745692014E-02      2.897847596650E-02      2.686141734124E-02      2.549685880878E-02      2.451089961686E-02      2.374292517743E-02      2.311260719517E-02      2.257531384021E-02      2.223006135461E-01      1.000328838104E-03
     -1.020000000000E+00      9.728208704673E-02      4.442901962267E-02      3.370318661347E-02      2.963567100163E-02      2.746267817997E-02      2.606006316935E-02      2.504517700338E-02      2.425362025196E-02      2.360316902872E-02      2.304813720717E-02      2.243992343230E-01      1.007760820376E-03
     -1.030000000000E+00      9.896558698487E-02      4.542796287082E-02      3.447001309674E-02      3.030217293269E-02      2.807206782239E-02      2.663051511315E-02      2.558598317754E-02      2.477022704411E-02      2.409909646915E-02      2.352583374465E-02      2.264964881287E-01      1.014924297485E-03
