# M=34, N=17, Vp=0.0, t=1.0, n=2, Vstart=-1.75, Vstop=1.75, Vnum=16454199681226724124, PBC
# start time 2022-05-13 14:11:10
#                       V#                 S₁(n=2)#                 S₂(n=2)                 S₃(n=2)#                 S₄(n=2)#                 S₅(n=2)#                 S₆(n=2)#                 S₇(n=2)#                 S₈(n=2)#                 S₉(n=2)#                S₁₀(n=2)#               S₀₋₅(n=2)
     -1.750000000000E+00      5.131681052247E-01      3.228500777658E-01      2.432856577360E-01      1.930049931024E-01      1.508138885558E-01      1.087057571762E-01      6.380056355356E-02      1.655026454978E-02     -3.065138221329E-02     -7.523451649608E-02      7.643445360616E-01
     -1.650000000000E+00      4.598515542693E-01      2.797078790214E-01      2.127619688701E-01      1.751158742853E-01      1.471365997810E-01      1.219832055780E-01      9.659066214106E-02      6.957163188618E-02      4.070045446450E-02      1.064642547486E-02      7.182821415826E-01
     -1.000000000000E+00      1.885876385502E-01      8.629324388792E-02      6.536147753670E-02      5.729278166851E-02      5.290528538137E-02      5.001500088208E-02      4.787540705682E-02      4.616507599799E-02      4.472283742585E-02      4.345876609122E-02      4.401074532700E-01
     -5.000000000000E-01      5.579247378114E-02      1.898968425089E-02      1.427618334060E-02      1.265637867225E-02      1.183342141814E-02      1.132948057116E-02      1.098507513819E-02      1.073185349612E-02      1.053563976924E-02      1.037744732667E-02      2.247751065086E-01
      5.000000000000E-01      4.737511635381E-02      1.536870333917E-02      1.155088015521E-02      1.025071494648E-02      9.594147923530E-03      9.195149286212E-03      8.924948793706E-03      8.728358330470E-03      8.577783863783E-03      8.457895405066E-03      2.100122349108E-01
      1.650000000000E+00      2.853881659213E-01      1.409660753081E-01      1.080545711535E-01      9.512240336402E-02      8.816649886320E-02      8.368028184902E-02      8.044416041962E-02      7.793101995104E-02      7.587679530873E-02      7.413463061801E-02      5.795471300170E-01
      1.750000000000E+00      3.093978854952E-01      1.567689590632E-01      1.205064885428E-01      1.060274647535E-01      9.818409390697E-02      9.310153106595E-02      8.942084622531E-02      8.655307056001E-02      8.420286276699E-02      8.220586814233E-02      6.060738618407E-01


 Calculation finished at  2022-05-13 15:10:10
