# M=40, N=20, Vp=0.0, t=1.0, n=2, Vstart=-1.75, Vstop=1.75, Vnum=16454199681226724124, PBC
# start time 2022-05-13 14:08:35
#                       V#                 S₁(n=2)#                 S₂(n=2)                 S₃(n=2)#                 S₄(n=2)#                 S₅(n=2)#                 S₆(n=2)#                 S₇(n=2)#                 S₈(n=2)#                 S₉(n=2)#                S₁₀(n=2)#               S₀₋₅(n=2)
     -1.750000000000E+00      5.185233088072E-01      3.287394039793E-01      2.486967427670E-01      1.973165386724E-01      1.528134448027E-01      1.064704135688E-01      5.527191578657E-02      5.749076501864E-04     -5.382365828654E-02     -1.044277852402E-01      7.672476468622E-01
     -1.650000000000E+00      4.642764036292E-01      2.839479468031E-01      2.164197957648E-01      1.781517056490E-01      1.493071656292E-01      1.227153284462E-01      9.497068406113E-02      6.450860230892E-02      3.127171369063E-02     -3.564664998463E-03      7.213495899091E-01
     -1.000000000000E+00      1.915688904480E-01      8.816532323385E-02      6.680477220255E-02      5.853591160959E-02      5.403092893502E-02      5.105994952929E-02      4.885934458426E-02      4.710007971998E-02      4.561706005000E-02      4.431807353516E-02      4.434748206927E-01
     -5.000000000000E-01      5.681515391525E-02      1.942860625774E-02      1.460699162897E-02      1.294806609303E-02      1.210463158559E-02      1.158771213295E-02      1.123408938227E-02      1.097380947419E-02      1.077189534995E-02      1.060891522529E-02      2.268201335258E-01
      5.000000000000E-01      4.822661550430E-02      1.570516271388E-02      1.180399610673E-02      1.047433656937E-02      9.802494893834E-03      9.393925754464E-03      9.117011166409E-03      8.915342396711E-03      8.760715089339E-03      8.637460175824E-03      2.119646898864E-01
      1.650000000000E+00      2.898633354659E-01      1.435880283910E-01      1.100539347981E-01      9.682164508290E-02      8.968069972283E-02      8.506234071706E-02      8.172317044629E-02      7.912530929830E-02      7.699913420320E-02      7.519459334180E-02      5.849526151486E-01
      1.750000000000E+00      3.142451104853E-01      1.596459671770E-01      1.227011614590E-01      1.078855238586E-01      9.983170365406E-02      9.459800007269E-02      9.079936196834E-02      8.783482696344E-02      8.540278917847E-02      8.333525038918E-02      6.118124965552E-01


 Calculation finished at  2022-05-13 17:19:07
