# M=32, N=16, Vp=0.0, t=1.0, n=2, Vstart=-1.75, Vstop=1.75, Vstep=16454199681226724124, PBC
# start time 2022-06-08 18:09:15
#                       V#                 S₁(n=2)#                 S₂(n=2)                 S₃(n=2)#                 S₄(n=2)#                 S₅(n=2)#                 S₆(n=2)#                 S₇(n=2)#                 S₈(n=2)#                 S₉(n=2)#                S₁₀(n=2)#               S₀₋₅(n=2)
     -1.750000000000E+00      5.112897730791E-01      3.209653826829E-01      2.417182408650E-01      1.919642946483E-01      1.507114360878E-01      1.101767224830E-01      6.752380666203E-02      2.293785924988E-02     -2.162857908962E-02     -6.393874251823E-02      7.633953436792E-01
     -1.650000000000E+00      4.579053831912E-01      2.778719960462E-01      2.112110833326E-01      1.738571580861E-01      1.462491669604E-01      1.216577482975E-01      9.712667196129E-02      7.132505232868E-02      4.398198125359E-02      1.561865917675E-02      7.170453651691E-01
     -1.000000000000E+00      1.873179139835E-01      8.550548537971E-02      6.475488826117E-02      5.676980939077E-02      5.243125906403E-02      4.957465748435E-02      4.746065786743E-02      4.577100896272E-02      4.434617361077E-02      4.309717337109E-02      4.386473784035E-01
     -5.000000000000E-01      5.536213888871E-02      1.880683452893E-02      1.413838696518E-02      1.253481782568E-02      1.172033725267E-02      1.122175423645E-02      1.088114294164E-02      1.063081842186E-02      1.043693815935E-02      1.028070073756E-02      2.238970858676E-01
      5.000000000000E-01      4.701741247621E-02      1.522859518894E-02      1.144547708719E-02      1.015755550473E-02      9.507315291780E-03      9.112270651167E-03      8.844836196881E-03      8.650331663389E-03      8.501416946794E-03      8.382903132941E-03      2.091764288480E-01
      1.650000000000E+00      2.834959582351E-01      1.398620603144E-01      1.072115268062E-01      9.440381622381E-02      8.752413186677E-02      8.309217221273E-02      7.989832955965E-02      7.741997712897E-02      7.539535388063E-02      7.367892044008E-02      5.772391622023E-01
      1.750000000000E+00      3.073492692857E-01      1.555563340550E-01      1.195797698935E-01      1.052403871051E-01      9.748376321838E-02      9.246333599529E-02      8.883114016094E-02      8.600320458402E-02      8.368677987287E-02      8.171900711741E-02      6.036276230610E-01


 Calculation finished at  2022-06-09 06:42:35
