# M=10, N=5, Vp=0.0, t=1.0, n=2, Vstart=-1.75, Vstop=1.75, Vstep=16454199681226724124, PBC
# start time 2022-06-06 14:08:18
#                       V#                 S₁(n=2)#                 S₂(n=2)                 S₃(n=2)#                 S₄(n=2)#                 S₅(n=2)#                 S₆(n=2)#                 S₇(n=2)#                 S₈(n=2)#                 S₉(n=2)#                S₁₀(n=2)#               S₀₋₅(n=2)
     -1.750000000000E+00      3.810691191198E-01      2.165332672255E-01      1.639721329209E-01      1.377610103779E-01      1.204264102695E-01      1.068348721311E-01      9.512163578996E-02      8.451302837999E-02      7.466358455161E-02      6.541525574630E-02      6.450698145123E-01
     -1.650000000000E+00      3.378899016836E-01      1.850132162648E-01      1.402676052579E-01      1.192971698115E-01      1.060287502198E-01      9.594182465598E-02      8.741433178315E-02      7.975971401083E-02      7.265560945882E-02      6.594267294078E-02      6.035212771288E-01
     -1.000000000000E+00      1.312445051603E-01      5.489988048786E-02      4.143603117675E-02      3.652540985659E-02      3.393893930632E-02      3.228505462256E-02      3.109574937665E-02      3.017034031764E-02      2.940850244647E-02      2.875452153410E-02      3.566811182394E-01
     -5.000000000000E-01      3.804051941874E-02      1.211074886422E-02      9.098307369712E-03      8.075765763482E-03      7.559989355248E-03      7.246956788568E-03      7.035282760798E-03      6.881516140312E-03      6.763931364704E-03      6.670458682671E-03      1.792570840054E-01
      5.000000000000E-01      3.281414474264E-02      1.008975483574E-02      7.580295780923E-03      6.732787447500E-03      6.306992981011E-03      6.049909032378E-03      5.877176951562E-03      5.752642907031E-03      5.658229985543E-03      5.583895460484E-03      1.680689076886E-01
      1.650000000000E+00      2.053637180896E-01      9.640023612306E-02      7.374201713738E-02      6.529493058386E-02      6.092012520636E-02      5.819638668952E-02      5.629833647392E-02      5.487134718307E-02      5.373808829508E-02      5.280007101636E-02      4.673663171013E-01
      1.750000000000E+00      2.230043204508E-01      1.074953081584E-01      8.244668425003E-02      7.299501124148E-02      6.808226232329E-02      6.501573383840E-02      6.287285853678E-02      6.125688657460E-02      5.996940751340E-02      5.890023420155E-02      4.885109529472E-01


 Calculation finished at  2022-06-06 14:08:20
