# M=12, N=6, Vp=0.0, t=1.0, n=3, Vstart=-1.75, Vstop=1.75, Vstep=16454199681226724124, PBC
# start time 2022-06-06 14:06:52
#                       V#                 S₁(n=3)#                 S₂(n=3)                 S₃(n=3)#                 S₄(n=3)#                 S₅(n=3)#                 S₆(n=3)#                 S₇(n=3)#                 S₈(n=3)#                 S₉(n=3)#                S₁₀(n=3)#               S₀₋₅(n=3)
     -1.750000000000E+00      4.983617703035E-01      2.804975684113E-01      2.086873838622E-01      1.703772676886E-01      1.434985790135E-01      1.216337999566E-01      1.025365914452E-01      8.534288201583E-02      6.969789377032E-02      5.543578717764E-02      8.895041842586E-01
     -1.650000000000E+00      4.387665687566E-01      2.391562202134E-01      1.791815833793E-01      1.494344805670E-01      1.295434067561E-01      1.137617611169E-01      1.000606398140E-01      8.762527642473E-02      7.610856315784E-02      6.536093668924E-02      8.196681446321E-01
     -1.000000000000E+00      1.667901697354E-01      7.028907683615E-02      5.301533476246E-02      4.664589393215E-02      4.325432096777E-02      4.105712483779E-02      3.945355114293E-02      3.818596636795E-02      3.712560621319E-02      3.620100109175E-02      4.568160166079E-01
     -5.000000000000E-01      4.807321863096E-02      1.541539212537E-02      1.158099130021E-02      1.027708448464E-02      9.618468326359E-03      9.218019046573E-03      8.946627515836E-03      8.748960745352E-03      8.597352235946E-03      8.476431711781E-03      2.263204874391E-01
      5.000000000000E-01      4.110591193606E-02      1.272898155199E-02      9.564180795212E-03      8.494174454586E-03      7.956318115061E-03      7.631358533410E-03      7.412841438544E-03      7.255143357561E-03      7.135452556401E-03      7.041095853044E-03      2.108186820731E-01
      1.650000000000E+00      2.538132287007E-01      1.206187843198E-01      9.246589447798E-02      8.186368116868E-02      7.635194508935E-02      7.291027052761E-02      7.050403073122E-02      6.868825805016E-02      6.724042379174E-02      6.603694646339E-02      5.842335897506E-01
      1.750000000000E+00      2.752384366715E-01      1.344204081281E-01      1.033595535292E-01      9.150413248315E-02      8.531552773962E-02      8.144068148496E-02      7.872385553115E-02      7.666734987251E-02      7.502222570324E-02      7.365024864817E-02      6.102466636684E-01


 Calculation finished at  2022-06-06 14:06:54
