# M=18, N=9, Vp=0.0, t=1.0, n=1, Vstart=-1.75, Vstop=1.75, Vstep=16454199681226724124, PBC
# start time 2022-05-06 18:16:38
#                       V#                 S₁(n=1)#                 S₂(n=1)                 S₃(n=1)#                 S₄(n=1)#                 S₅(n=1)#                 S₆(n=1)#                 S₇(n=1)#                 S₈(n=1)#                 S₉(n=1)#                S₁₀(n=1)#               S₀₋₅(n=1)
     -1.750000000000E+00      2.560057486240E-01      1.637210546672E-01      1.284353535206E-01      1.099252244191E-01      9.816231654180E-02      8.972278776972E-02      8.318314930122E-02      7.785955717558E-02      7.338279967376E-02      6.953318952468E-02      3.782748144813E-01
     -1.650000000000E+00      2.292072924327E-01      1.404047635353E-01      1.093830524534E-01      9.399711692596E-02      8.450379352763E-02      7.777607389522E-02      7.257606172052E-02      6.833122719736E-02      6.474165142880E-02      6.163333482863E-02      3.562052965278E-01
     -1.000000000000E+00      9.395342108490E-02      4.247281847755E-02      3.220271855393E-02      2.833051035184E-02      2.626823170041E-02      2.494086796674E-02      2.398313345574E-02      2.323813849857E-02      2.262742005676E-02      2.210738357477E-02      2.202005957583E-01
     -5.000000000000E-01      2.783100064255E-02      9.358659921347E-03      7.035520160632E-03      6.240677014945E-03      5.838177634195E-03      5.592722269030E-03      5.425803285459E-03      5.303773834690E-03      5.209810515144E-03      5.134567018903E-03      1.129470609710E-01
      5.000000000000E-01      2.384874258067E-02      7.642248303969E-03      5.742693057284E-03      5.097637679133E-03      4.772419559334E-03      4.575183518411E-03      4.441944026295E-03      4.345278464065E-03      4.271475529348E-03      4.212917839870E-03      1.062426347759E-01
      1.650000000000E+00      1.469229953237E-01      7.111391574239E-02      5.433093233865E-02      4.787440536788E-02      4.443929329616E-02      4.224157734492E-02      4.066768385660E-02      3.945336939988E-02      3.846640244717E-02      3.763329115080E-02      2.977892886509E-01
      1.750000000000E+00      1.597208784888E-01      7.920935114248E-02      6.064912248777E-02      5.341042063415E-02      4.953633821572E-02      4.704685004996E-02      4.525682250229E-02      4.387072702057E-02      4.274061278698E-02      4.178422919835E-02      3.121195347542E-01


 Calculation finished at  2022-05-06 18:16:40
