# M=26, N=13, Vp=0.0, t=1.0, n=1, Vstart=-1.75, Vstop=1.75, Vstep=16454199681226724124, PBC
# start time 2022-05-06 18:15:16
#                       V#                 S₁(n=1)#                 S₂(n=1)                 S₃(n=1)#                 S₄(n=1)#                 S₅(n=1)#                 S₆(n=1)#                 S₇(n=1)#                 S₈(n=1)#                 S₉(n=1)#                S₁₀(n=1)#               S₀₋₅(n=1)
     -1.750000000000E+00      2.618748073832E-01      1.693041095362E-01      1.330397625126E-01      1.136149084288E-01      1.011315057109E-01      9.215144799235E-02      8.521097467812E-02      7.958906209035E-02      7.488785064980E-02      7.086682476381E-02      3.835061860439E-01
     -1.650000000000E+00      2.349380374690E-01      1.457256517164E-01      1.137061849864E-01      9.744988518884E-02      8.728951846178E-02      8.006191895801E-02      7.448560900112E-02      6.995440751597E-02      6.614441378627E-02      6.286460633828E-02      3.611783815500E-01
     -1.000000000000E+00      9.727829134103E-02      4.467931088688E-02      3.389528112973E-02      2.977174894829E-02      2.755620132570E-02      2.611891869904E-02      2.507424080973E-02      2.425632818141E-02      2.358219443244E-02      2.300570023220E-02      2.238251008384E-01
     -5.000000000000E-01      2.892546133110E-02      9.855477024942E-03      7.409940198796E-03      6.570391667535E-03      6.144333987937E-03      5.883822224205E-03      5.706108190070E-03      5.575727172766E-03      5.474946791731E-03      5.393915714497E-03      1.149277620933E-01
      5.000000000000E-01      2.468351777042E-02      8.000893493286E-03      6.012737176259E-03      5.336032479559E-03      4.994354913125E-03      4.786753034181E-03      4.646198508478E-03      4.543964505793E-03      4.465687605414E-03      4.403388127182E-03      1.078706755246E-01
      1.650000000000E+00      1.503342919595E-01      7.367063044929E-02      5.632325788402E-02      4.955530158961E-02      4.592107969130E-02      4.357776836605E-02      4.188781283546E-02      4.057606559482E-02      3.950468995812E-02      3.859699032102E-02      3.008558305753E-01
      1.750000000000E+00      1.633124707444E-01      8.199120627018E-02      6.282691386702E-02      5.523968305546E-02      5.113858147157E-02      4.848195175678E-02      4.655849244589E-02      4.506055404522E-02      4.383388774901E-02      4.279260674369E-02      3.152374792264E-01


 Calculation finished at  2022-05-06 18:17:06
