# M=30, N=15, Vp=0.0, t=1.0, n=2, Vstart=-1.75, Vstop=1.75, Vstep=16454199681226724124, PBC
# start time 2022-06-08 18:05:52
#                       V#                 S₁(n=2)#                 S₂(n=2)                 S₃(n=2)#                 S₄(n=2)#                 S₅(n=2)#                 S₆(n=2)#                 S₇(n=2)#                 S₈(n=2)#                 S₉(n=2)#                S₁₀(n=2)#               S₀₋₅(n=2)
     -1.750000000000E+00      5.090186290091E-01      3.187460205478E-01      2.398924781177E-01      1.907466834372E-01      1.505099031837E-01      1.116130734155E-01      7.126541465772E-02      2.941081227765E-02     -1.241511499652E-02     -5.231468830378E-02      7.615732320645E-01
     -1.650000000000E+00      4.556072675018E-01      2.757428277267E-01      2.094330818573E-01      1.724305996592E-01      1.452489885365E-01      1.212714999070E-01      9.764810671566E-02      7.310289583887E-02      4.732551242607E-02      2.070108869580E-02      7.152718640903E-01
     -1.000000000000E+00      1.858601673567E-01      8.460785364950E-02      6.406420965796E-02      5.617400703521E-02      5.189090151048E-02      4.907249066141E-02      4.698758593035E-02      4.532153989419E-02      4.391666416961E-02      4.268504885178E-02      4.369499654309E-01
     -5.000000000000E-01      5.487158972316E-02      1.859966562456E-02      1.398227409163E-02      1.239706024316E-02      1.159214925797E-02      1.109960535064E-02      1.076326353080E-02      1.051619368564E-02      1.032493073240E-02      1.017088295489E-02      2.228837220233E-01
      5.000000000000E-01      4.661006403109E-02      1.506988459104E-02      1.132607926838E-02      1.005200216217E-02      9.408906950656E-03      9.018321054212E-03      8.754000610733E-03      8.561840350238E-03      8.414787669734E-03      8.297813380016E-03      2.082135556456E-01
      1.650000000000E+00      2.813333106942E-01      1.386035708242E-01      1.062497387231E-01      9.358261473699E-02      8.678867064613E-02      8.241761509518E-02      7.927119643205E-02      7.683187574885E-02      7.484049629990E-02      7.315300155040E-02      5.745847928980E-01
      1.750000000000E+00      3.050084777846E-01      1.541732425146E-01      1.185216546172E-01      1.043400330810E-01      9.668102016192E-02      9.173038176511E-02      8.815263058073E-02      8.536946009407E-02      8.309104732303E-02      8.115621485666E-02      6.008169104199E-01


 Calculation finished at  2022-06-08 21:03:11
