# M=26, N=13, Vp=0.0, t=1.0, n=5, Vstart=-1.75, Vstop=1.75, Vstep=16454199681226724124, PBC
# start time 2022-05-06 23:20:14
#                       V#                 S₁(n=5)#                 S₂(n=5)                 S₃(n=5)#                 S₄(n=5)#                 S₅(n=5)#                 S₆(n=5)#                 S₇(n=5)#                 S₈(n=5)#                 S₉(n=5)#                S₁₀(n=5)#               S₀₋₅(n=5)
     -1.750000000000E+00      1.022130906866E+00      5.766911789614E-01      3.956580805365E-01      2.799769700151E-01      1.901402119590E-01      1.155712825742E-01      5.249803875926E-02     -1.234484963375E-03     -4.732031442155E-02     -8.717085766395E-02      1.695283095433E+00
     -1.650000000000E+00      9.025884324230E-01      5.018260809872E-01      3.588251412206E-01      2.748217781995E-01      2.110214390206E-01      1.569354127975E-01      1.093485462177E-01      6.711578438893E-02      2.961183067761E-02     -3.702008129991E-03      1.566928768873E+00
     -1.000000000000E+00      3.461012214468E-01      1.513554723140E-01      1.140662419600E-01      9.982036494414E-02      9.199228036875E-02      8.673617671084E-02      8.274736809898E-02      7.946565348924E-02      7.661112811600E-02      7.402867138480E-02      8.915299914428E-01
     -5.000000000000E-01      9.981832542744E-02      3.296289720942E-02      2.476871686083E-02      2.196485863163E-02      2.054260883054E-02      1.967318271748E-02      1.908006789507E-02      1.864475612056E-02      1.830799304402E-02      1.803685941986E-02      4.417415812585E-01
      5.000000000000E-01      8.412614952699E-02      2.672759582843E-02      2.008924792589E-02      1.783609569438E-02      1.670126486531E-02      1.601390003065E-02      1.555025295912E-02      1.521443049466E-02      1.495848610042E-02      1.475578285833E-02      4.076763798359E-01
      1.650000000000E+00      5.046143408145E-01      2.477291503482E-01      1.908808589519E-01      1.688012816668E-01      1.571296944195E-01      1.497414345339E-01      1.445037312939E-01      1.404951651659E-01      1.372546763693E-01      1.345263760327E-01      1.117434886737E+00


