# M=18, N=9, Vp=0.0, t=1.0, n=4, Vstart=-1.75, Vstop=1.75, Vstep=16454199681226724124, PBC
# start time 2022-05-06 18:17:14
#                       V#                 S₁(n=4)#                 S₂(n=4)                 S₃(n=4)#                 S₄(n=4)#                 S₅(n=4)#                 S₆(n=4)#                 S₇(n=4)#                 S₈(n=4)#                 S₉(n=4)#                S₁₀(n=4)#               S₀₋₅(n=4)
     -1.750000000000E+00      7.490497463761E-01      4.232947040624E-01      3.021570373495E-01      2.299441641684E-01      1.755840993705E-01      1.303885635545E-01      9.146605672530E-02      5.760073287785E-02      2.804826385738E-02      2.199190306135E-03      1.275014297992E+00
     -1.650000000000E+00      6.586267818880E-01      3.635301855406E-01      2.656479045827E-01      2.119797398413E-01      1.731097603607E-01      1.408106147269E-01      1.123520633405E-01      8.674810214789E-02      6.359607137478E-02      4.266963820424E-02      1.175513400431E+00
     -1.000000000000E+00      2.498844247940E-01      1.075836339363E-01      8.109328193608E-02      7.112067992923E-02      6.571005662606E-02      6.212842855912E-02      5.945175450327E-02      5.728358942390E-02      5.542588018443E-02      5.376882958383E-02      6.617221870545E-01
     -5.000000000000E-01      7.191774101174E-02      2.345988669489E-02      1.762621252012E-02      1.563532569968E-02      1.462720651374E-02      1.401229479540E-02      1.359392747394E-02      1.328781899322E-02      1.305182651264E-02      1.286253730646E-02      3.270108503513E-01
      5.000000000000E-01      6.087276628072E-02      1.913803521351E-02      1.438268897284E-02      1.277135240627E-02      1.196048996214E-02      1.146989441656E-02      1.113942136644E-02      1.090043695707E-02      1.071862427361E-02      1.057491837898E-02      3.024816685472E-01
      1.650000000000E+00      3.688324515979E-01      1.788937088710E-01      1.375809814506E-01      1.217345616313E-01      1.134206964118E-01      1.081901682112E-01      1.045044225951E-01      1.017002096388E-01      9.944575786780E-02      9.755688065063E-02      8.324323711825E-01
      1.750000000000E+00      3.992059553845E-01      1.991216968689E-01      1.536974493026E-01      1.359982889868E-01      1.266624413882E-01      1.207696769539E-01      1.166041288487E-01      1.134244772118E-01      1.108597646086E-01      1.087040798977E-01      8.687970598667E-01


 Calculation finished at  2022-05-06 18:17:19
