# M=28, N=14, Vp=0.0, t=1.0, n=6, Vstart=-1.75, Vstop=1.75, Vstep=17443899360743616056, PBC
# start time 2022-05-24 19:54:26
#                       V#                 S₁(n=6)#                 S₂(n=6)                 S₃(n=6)#                 S₄(n=6)#                 S₅(n=6)#                 S₆(n=6)#                 S₇(n=6)#                 S₈(n=6)#                 S₉(n=6)#                S₁₀(n=6)#               S₀₋₅(n=6)
     -1.750000000000E+00      1.150887007951E+00      6.400766035307E-01      4.313063664047E-01      2.971066557220E-01      1.935842719453E-01      1.087684565661E-01      3.787672930750E-02     -2.203475090589E-02     -7.318142656852E-02     -1.172834191944E-01      1.942157894390E+00
     -1.650000000000E+00      1.015240182103E+00      5.591802978017E-01      3.955824938533E-01      2.982504040771E-01      2.240098151190E-01      1.614253091696E-01      1.069366238114E-01      5.909469635818E-02      1.697272902498E-02     -2.021986480709E-02      1.787876374637E+00


