# M=22, N=11, Vp=0.0, t=1.0, n=3, Vstart=-1.75, Vstop=1.75, Vstep=16454199681226724124, PBC
# start time 2022-05-06 18:17:40
#                       V#                 S₁(n=3)#                 S₂(n=3)                 S₃(n=3)#                 S₄(n=3)#                 S₅(n=3)#                 S₆(n=3)#                 S₇(n=3)#                 S₈(n=3)#                 S₉(n=3)#                S₁₀(n=3)#               S₀₋₅(n=3)
     -1.750000000000E+00      6.921906311135E-01      4.097805764086E-01      2.964772063789E-01      2.262951278643E-01      1.712702050627E-01      1.233184776385E-01      8.013714491274E-02      4.125125673668E-02      6.594949038728E-03     -2.397276804645E-02      1.092579657107E+00
     -1.650000000000E+00      6.141952783417E-01      3.535851851680E-01      2.612247190278E-01      2.093206235470E-01      1.709494293290E-01      1.381308330457E-01      1.081663521325E-01      8.021209481823E-02      5.412402264660E-02      2.997507239853E-02      1.018939546087E+00
     -1.000000000000E+00      2.408325771873E-01      1.062316782860E-01      8.020524676835E-02      7.031999890454E-02      6.494758932738E-02      6.139156792844E-02      5.873704524875E-02      5.659105046129E-02      5.475700145606E-02      5.312565713013E-02      6.013059840099E-01
     -5.000000000000E-01      7.003256717564E-02      2.321815877327E-02      1.744840356280E-02      1.547476089593E-02      1.447429870036E-02      1.386327552176E-02      1.344693677847E-02      1.314181442479E-02      1.290617442225E-02      1.271683119893E-02      3.022558615503E-01
      5.000000000000E-01      5.934029365299E-02      1.887662930230E-02      1.418684764606E-02      1.259510928545E-02      1.179322236828E-02      1.130737594570E-02      1.097954609066E-02      1.074200761148E-02      1.056089795685E-02      1.041740464343E-02      2.807816930247E-01
      1.650000000000E+00      3.586278390704E-01      1.752946715004E-01      1.346887012158E-01      1.189772411344E-01      1.106596917374E-01      1.053777365437E-01      1.016210818322E-01      9.873823892543E-02      9.640331292923E-02      9.443540620720E-02      7.710740598933E-01
      1.750000000000E+00      3.883231927921E-01      1.950523333896E-01      1.503819962137E-01      1.328189194801E-01      1.234635810454E-01      1.174986047034E-01      1.132403666688E-01      1.099608941540E-01      1.072958770609E-01      1.050431154554E-01      8.050963973503E-01


 Calculation finished at  2022-05-06 18:19:16
