# M=32, N=16, Vp=0.0, t=1.0, n=1, Vstart=-1.75, Vstop=1.75, Vstep=16454199681226724124, PBC
# start time 2022-05-06 18:14:30
#                       V#                 S₁(n=1)#                 S₂(n=1)                 S₃(n=1)#                 S₄(n=1)#                 S₅(n=1)#                 S₆(n=1)#                 S₇(n=1)#                 S₈(n=1)#                 S₉(n=1)#                S₁₀(n=1)#               S₀₋₅(n=1)
     -1.750000000000E+00      2.637464418136E-01      1.710981930572E-01      1.345229204336E-01      1.148012976752E-01      1.020824555202E-01      9.292601309051E-02      8.585562736697E-02      8.013788048898E-02      7.536513368311E-02      7.128975024860E-02      3.852444741406E-01
     -1.650000000000E+00      2.368531215722E-01      1.475375771072E-01      1.151816363322E-01      9.861952476017E-02      8.822177184529E-02      8.081700641970E-02      7.510922649280E-02      7.047985528658E-02      6.659576185773E-02      6.325930176415E-02      3.628200437714E-01
     -1.000000000000E+00      9.857787803646E-02      4.557341057290E-02      3.458169844615E-02      3.035176469389E-02      2.806987143757E-02      2.658446609677E-02      2.550151789632E-02      2.465146527940E-02      2.394942474973E-02      2.334817904809E-02      2.251679926250E-01
     -5.000000000000E-01      2.937142905313E-02      1.006408724973E-02      7.567184841406E-03      6.708609228874E-03      6.272433676213E-03      6.005392076227E-03      5.822948651631E-03      5.688872260322E-03      5.585047261981E-03      5.501409366143E-03      1.156916891433E-01
      5.000000000000E-01      2.502661589739E-02      8.152406655212E-03      6.126834676335E-03      5.436622656795E-03      5.087871132835E-03      4.875778607650E-03      4.732027576791E-03      4.627338609335E-03      4.547071971839E-03      4.483094467075E-03      1.085071802098E-01
      1.650000000000E+00      1.516768941378E-01      7.470956255684E-02      5.713366224291E-02      5.023268248100E-02      4.651132470713E-02      4.410370743333E-02      4.236241665652E-02      4.100770859255E-02      3.989934121160E-02      3.895921833510E-02      3.020209942909E-01
      1.750000000000E+00      1.647172262030E-01      8.311454271251E-02      6.370729743929E-02      5.597175534864E-02      5.177162237053E-02      4.904149227927E-02      4.705938667020E-02      4.551254966789E-02      4.424401658181E-02      4.316629600551E-02      3.164158243257E-01


 Calculation finished at  2022-05-07 00:02:02
