# M=8, N=4, Vp=0.0, t=1.0, n=2, Vstart=-1.75, Vstop=1.75, Vstep=16454199681226724124, PBC
# start time 2022-05-06 18:11:45
#                       V#                 S₁(n=2)#                 S₂(n=2)                 S₃(n=2)#                 S₄(n=2)#                 S₅(n=2)#                 S₆(n=2)#                 S₇(n=2)#                 S₈(n=2)#                 S₉(n=2)#                S₁₀(n=2)#               S₀₋₅(n=2)
     -1.750000000000E+00      3.097698573381E-01      1.683563418979E-01      1.283778580443E-01      1.100679002798E-01      9.877109046948E-02      9.036455841627E-02      8.337044327356E-02      7.715994700866E-02      7.143367551603E-02      6.604002821874E-02      5.851031044025E-01
     -1.650000000000E+00      2.758256525221E-01      1.447893151953E-01      1.102641067329E-01      9.518415495865E-02      8.619310858593E-02      7.968843925304E-02      7.439738777316E-02      6.977496702944E-02      6.555550902511E-02      6.159858898763E-02      5.456415227751E-01
     -1.000000000000E+00      1.079445960945E-01      4.396466260065E-02      3.317770971121E-02      2.930439154146E-02      2.728851379471E-02      2.601726833666E-02      2.511733455136E-02      2.442866407654E-02      2.387123729086E-02      2.340060561038E-02      3.094479991065E-01
     -5.000000000000E-01      3.134551985218E-02      9.796490123133E-03      7.358831170887E-03      6.533753201507E-03      6.118339710922E-03      5.866813247498E-03      5.697221777447E-03      5.574442856782E-03      5.480915259531E-03      5.406882746543E-03      1.548098705652E-01
      5.000000000000E-01      2.736861115875E-02      8.292824042512E-03      6.229387342961E-03      5.533766738765E-03      5.184612451098E-03      4.974059430981E-03      4.832804505877E-03      4.731146250061E-03      4.654233949651E-03      4.593817207446E-03      1.463675554570E-01
      1.650000000000E+00      1.743405650586E-01      8.026694624864E-02      6.128361342171E-02      5.430774836056E-02      5.072169115685E-02      4.850525254946E-02      4.697330950681E-02      4.583174780829E-02      4.493349542037E-02      4.419685218535E-02      4.108986859169E-01
      1.750000000000E+00      1.895475298383E-01      8.955914313087E-02      6.853762489852E-02      6.073125522065E-02      5.670712223745E-02      5.421486533872E-02      5.248831332746E-02      5.119835895344E-02      5.018042235556E-02      4.934308029241E-02      4.297808485701E-01


 Calculation finished at  2022-05-06 18:11:48
