# M=30, N=15, Vp=0.0, t=1.0, n=4, Vstart=0.5, Vstop=1.75, Vstep=13091366336246464223, PBC
# start time 2022-06-06 16:44:23
#                       V#                 S₁(n=4)#                 S₂(n=4)                 S₃(n=4)#                 S₄(n=4)#                 S₅(n=4)#                 S₆(n=4)#                 S₇(n=4)#                 S₈(n=4)#                 S₉(n=4)#                S₁₀(n=4)#               S₀₋₅(n=4)
      5.000000000000E-01      7.972345225457E-02      2.553087335058E-02      1.918986930794E-02      1.703499164989E-02      1.594868405127E-02      1.528996300704E-02      1.484503059655E-02      1.452225800054E-02      1.427583089122E-02      1.408029694792E-02      3.735699175278E-01
      1.650000000000E+00      4.780355103427E-01      2.356327914888E-01      1.813267836197E-01      1.601169437513E-01      1.488278940136E-01      1.416292786723E-01      1.364896976729E-01      1.325312881052E-01      1.293147546860E-01      1.265962701134E-01      1.023213754327E+00
      1.750000000000E+00      5.171455897255E-01      2.619966777578E-01      2.023648607604E-01      1.786740548010E-01      1.659771022369E-01      1.578455028358E-01      1.520176799160E-01      1.475133285898E-01      1.438415531259E-01      1.407298899568E-01      1.067982166075E+00
 #Calculation finished at  2022-06-07 19:52:07
