# M=22, N=11, Vp=0.0, t=1.0, n=5, Vstart=-1.75, Vstop=1.75, Vstep=16454199681226724124, PBC
# start time 2022-05-06 18:23:46
#                       V#                 S₁(n=5)#                 S₂(n=5)                 S₃(n=5)#                 S₄(n=5)#                 S₅(n=5)#                 S₆(n=5)#                 S₇(n=5)#                 S₈(n=5)#                 S₉(n=5)#                S₁₀(n=5)#               S₀₋₅(n=5)
     -1.750000000000E+00      9.219322930445E-01      5.164878912743E-01      3.589335453408E-01      2.612652065939E-01      1.866477497662E-01      1.250131849339E-01      7.280687668439E-02      2.818187049906E-02     -1.020562538389E-02     -4.345702328943E-02      1.570093866615E+00
     -1.650000000000E+00      8.111271947458E-01      4.467819742391E-01      3.214672323911E-01      2.498990131248E-01      1.966222071141E-01      1.519532127134E-01      1.127987172379E-01      7.802114757366E-02      4.704860101311E-02      1.944803512857E-02      1.444413627749E+00
     -1.000000000000E+00      3.078279883232E-01      1.334155538225E-01      1.005253338510E-01      8.803889557992E-02      8.120863847397E-02      7.664424891242E-02      7.319759682832E-02      7.037597981597E-02      6.793332435668E-02      6.573332622094E-02      8.085753343362E-01
     -5.000000000000E-01      8.854947073092E-02      2.905076313512E-02      2.182755119018E-02      1.935902266671E-02      1.810780477682E-02      1.734364415048E-02      1.682292397034E-02      1.644123486161E-02      1.614637197587E-02      1.590933250812E-02      3.987511063395E-01
      5.000000000000E-01      7.470503019559E-02      2.361029315651E-02      1.774524024162E-02      1.575619232666E-02      1.475485292028E-02      1.414870429004E-02      1.374013608713E-02      1.344445735036E-02      1.321932261844E-02      1.304120665964E-02      3.679209978977E-01
      1.650000000000E+00      4.496887090320E-01      2.196532668758E-01      1.691695665943E-01      1.496691886124E-01      1.394024600374E-01      1.329269630334E-01      1.283525741814E-01      1.248634281324E-01      1.220513279646E-01      1.196896886424E-01      1.010543430381E+00
      1.750000000000E+00      4.863439084068E-01      2.443528607080E-01      1.889348282300E-01      1.671701822577E-01      1.556433855460E-01      1.483477767014E-01      1.431773967722E-01      1.392207371286E-01      1.360215120785E-01      1.333264777582E-01      1.054400979951E+00


 Calculation finished at  2022-05-06 18:34:06
