# M=30, N=15, Vp=0.0, t=1.0, n=5, Vstart=1.65, Vstop=1.75, Vstep=14836073111026903209, PBC
# start time 2022-06-09 13:49:32
#                       V#                 S₁(n=5)#                 S₂(n=5)                 S₃(n=5)#                 S₄(n=5)#                 S₅(n=5)#                 S₆(n=5)#                 S₇(n=5)#                 S₈(n=5)#                 S₉(n=5)#                S₁₀(n=5)#               S₀₋₅(n=5)
      1.650000000000E+00      5.442390318252E-01      2.681820046695E-01      2.066482877229E-01      1.826424184130E-01      1.699036752969E-01      1.618104146095E-01      1.560526714518E-01      1.516318254873E-01      1.480481362679E-01      1.450242689173E-01      1.188048637677E+00
      1.750000000000E+00      5.884005062424E-01      2.981481326978E-01      2.306628305722E-01      2.038732564997E-01      1.895600013936E-01      1.804290024596E-01      1.739095153866E-01      1.688865479640E-01      1.648017194762E-01      1.613451785812E-01      1.239554357603E+00
 #Calculation finished at  2022-06-12 15:55:11
