# M=12, N=6, Vp=0.0, t=1.0, n=2, Vstart=-1.75, Vstop=1.75, Vstep=16454199681226724124, PBC
# start time 2022-06-06 14:06:37
#                       V#                 S₁(n=2)#                 S₂(n=2)                 S₃(n=2)#                 S₄(n=2)#                 S₅(n=2)#                 S₆(n=2)#                 S₇(n=2)#                 S₈(n=2)#                 S₉(n=2)#                S₁₀(n=2)#               S₀₋₅(n=2)
     -1.750000000000E+00      4.244295270405E-01      2.472234928663E-01      1.863900962239E-01      1.542774680609E-01      1.321307073138E-01      1.142538392562E-01      9.854902338820E-02      8.415616139778E-02      7.070835838103E-02      5.805288591156E-02      6.995087449755E-01
     -1.650000000000E+00      3.758562256958E-01      2.109941103199E-01      1.595965020007E-01      1.343356912151E-01      1.177657225398E-01      1.048189993450E-01      9.364862132053E-02      8.347418725725E-02      7.393675654192E-02      6.486707280007E-02      6.518814170853E-01
     -1.000000000000E+00      1.461177599904E-01      6.234216705040E-02      4.707196452390E-02      4.143852983763E-02      3.844816756000E-02      3.651971928760E-02      3.512019088566E-02      3.402096721187E-02      3.310775832796E-02      3.231709658172E-02      3.824914477334E-01
     -5.000000000000E-01      4.240814198848E-02      1.369656005665E-02      1.029090161196E-02      9.132333180222E-03      8.547171495086E-03      8.191431050493E-03      7.950386272713E-03      7.774868599704E-03      7.640293765120E-03      7.533003860477E-03      1.924040614730E-01
      5.000000000000E-01      3.636958048366E-02      1.131166758293E-02      8.499140040300E-03      7.547922075116E-03      7.069644145660E-03      6.780578215505E-03      6.586115104597E-03      6.445707834032E-03      6.339082923470E-03      6.254977337603E-03      1.799672945189E-01
      1.650000000000E+00      2.253167602092E-01      1.071285194079E-01      8.202957522583E-02      7.257364870596E-02      6.764442298835E-02      6.455592607090E-02      6.238895472752E-02      6.074827238310E-02      5.943624453933E-02      5.834312872089E-02      4.986618924783E-01
      1.750000000000E+00      2.445213452365E-01      1.194005172945E-01      9.168208461501E-02      8.110134488104E-02      7.556189075398E-02      7.208038050110E-02      6.962986970332E-02      6.776827146770E-02      6.627449918121E-02      6.502580388334E-02      5.211435268940E-01


 Calculation finished at  2022-06-06 14:06:40
