# M=32, N=16, Vp=0.0, t=1.0, n=3, Vstart=1.65, Vstop=1.75, Vstep=14836073111026903209, PBC
# start time 2022-06-12 01:11:49
#                       V                 S₁(n=3)                 S₂(n=3)                 S₃(n=3)                 S₄(n=3)                 S₅(n=3)                 S₆(n=3)                 S₇(n=3)                 S₈(n=3)                 S₉(n=3)                S₁₀(n=3)               S₀₋₅(n=3)                 S∞(n=3)
      1.650000000000E+00      3.956268117595E-01      1.952957553871E-01      1.500123168448E-01      1.322698246775E-01      1.227756801344E-01      1.166859417161E-01      1.123142971937E-01      1.089320366974E-01      1.061743811164E-01      1.038387264765E-01      8.239787439448E-01      1.348328684602E-02
      1.750000000000E+00      4.283891974691E-01      2.171629417775E-01      1.673594842181E-01      1.475184221786E-01      1.368259636652E-01      1.299358765697E-01      1.249701180060E-01      1.211147819470E-01      1.179621230050E-01      1.152856181237E-01      8.606864235148E-01      1.839210868880E-02
#
#
#Calculation finished at  2022-06-13 06:18:44
