# M=24, N=12, Vp=0.0, t=1.0, n=1, Vstart=-1.75, Vstop=1.75, Vstep=16454199681226724124, PBC
# start time 2022-05-06 18:12:40
#                       V#                 S₁(n=1)#                 S₂(n=1)                 S₃(n=1)#                 S₄(n=1)#                 S₅(n=1)#                 S₆(n=1)#                 S₇(n=1)#                 S₈(n=1)#                 S₉(n=1)#                S₁₀(n=1)#               S₀₋₅(n=1)
     -1.750000000000E+00      2.609643968712E-01      1.683990575187E-01      1.322922203655E-01      1.130165238748E-01      1.006511378478E-01      9.175952268944E-02      8.488433117486E-02      7.931071533121E-02      7.464564939886E-02      7.065213601213E-02      3.832062355873E-01
     -1.650000000000E+00      2.340079741361E-01      1.448347101456E-01      1.129813065029E-01      9.687338210305E-02      8.682759448543E-02      7.968565275384E-02      7.417328202072E-02      6.969019933150E-02      6.591682034010E-02      6.266520894209E-02      3.606660731662E-01
     -1.000000000000E+00      9.667993529341E-02      4.427407861205E-02      3.358428476902E-02      2.950799624510E-02      2.732160769464E-02      2.590537065448E-02      2.487739406553E-02      2.407350403596E-02      2.341155937045E-02      2.284589850341E-02      2.232009209934E-01
     -5.000000000000E-01      2.872399736098E-02      9.762527687443E-03      7.339882908894E-03      6.508757280141E-03      6.087159231470E-03      5.829512344596E-03      5.653863416770E-03      5.525088557358E-03      5.425625810644E-03      5.345718535473E-03      1.145745097516E-01
      5.000000000000E-01      2.452910060268E-02      7.933564562093E-03      5.962037704001E-03      5.291306002392E-03      4.952746069860E-03      4.747115812477E-03      4.607958979059E-03      4.506793953755E-03      4.429379926793E-03      4.367805338198E-03      1.075775627065E-01
      1.650000000000E+00      1.497173280218E-01      7.320010671785E-02      5.595638750768E-02      4.924729277828E-02      4.565120430327E-02      4.333592647753E-02      4.166834552130E-02      4.037535836095E-02      3.932018841827E-02      3.842675160928E-02      3.003117573690E-01
      1.750000000000E+00      1.626650357755E-01      8.148091922859E-02      6.242717586690E-02      5.490569891409E-02      5.084801279598E-02      4.822349964593E-02      4.632568498402E-02      4.484919111686E-02      4.364096327442E-02      4.261581206517E-02      3.146858649929E-01


 Calculation finished at  2022-05-06 18:13:06
