# M=28, N=14, Vp=0.0, t=1.0, n=1, Vstart=-1.75, Vstop=1.75, Vstep=17443899360743616056, PBC
# start time 2022-05-23 19:34:55
#                       V#                 S₁(n=1)#                 S₂(n=1)                 S₃(n=1)#                 S₄(n=1)#                 S₅(n=1)#                 S₆(n=1)#                 S₇(n=1)#                 S₈(n=1)#                 S₉(n=1)#                S₁₀(n=1)#               S₀₋₅(n=1)
     -1.750000000000E+00      2.626438730923E-01      1.700273109752E-01      1.336374196021E-01      1.140931210530E-01      1.015150603177E-01      9.246408078750E-02      8.547132893310E-02      7.981080869101E-02      7.508074932891E-02      7.103778779668E-02      3.844293308869E-01
     -1.650000000000E+00      2.357107134262E-01      1.464479620353E-01      1.142941610754E-01      9.791664682106E-02      8.766239200118E-02      8.036467196960E-02      7.473619879616E-02      7.016591814959E-02      6.632632643848E-02      6.302382090481E-02      3.619515795341E-01
     -1.000000000000E+00      9.778150159132E-02      4.502297103386E-02      3.415907667725E-02      2.999502196663E-02      2.775432106872E-02      2.629883290765E-02      2.523968927360E-02      2.440962838972E-02      2.372494045491E-02      2.313907608832E-02      2.243524698988E-01
     -5.000000000000E-01      2.909660617769E-02      9.935042270955E-03      7.469912326122E-03      6.623128089317E-03      6.193230263679E-03      5.930245307677E-03      5.750743821100E-03      5.618969031798E-03      5.517042514967E-03      5.435031790913E-03      1.152242265596E-01
      5.000000000000E-01      2.481496824488E-02      8.058614511933E-03      6.056203153320E-03      5.374364092654E-03      5.030001687966E-03      4.820698354264E-03      4.678934939537E-03      4.575774228635E-03      4.496747604403E-03      4.433816941014E-03      1.081170294758E-01
      1.650000000000E+00      1.508535596694E-01      7.406987868282E-02      5.663463006311E-02      4.981608168927E-02      4.614888088896E-02      4.378127113432E-02      4.207191803491E-02      4.074392233515E-02      3.965853454663E-02      3.873852986015E-02      3.013096671795E-01
      1.750000000000E+00      1.638564996945E-01      8.242348087562E-02      6.316563060067E-02      5.552194191163E-02      5.138332758411E-02      4.869889445621E-02      4.675324115162E-02      4.523677184415E-02      4.399420823844E-02      4.293905846832E-02      3.156969674808E-01


 Calculation finished at  2022-05-23 19:41:34
