# M=18, N=9, Vp=0.5, t=1.0, n=4, Vstart=-1.65, Vstop=0.5, Vstep=13743596010988880376, PBC
# start time 2022-07-12 08:06:38
#                       V#                 S₁(n=4)#                 S₂(n=4)                 S₃(n=4)#                 S₄(n=4)#                 S₅(n=4)#                 S₆(n=4)#                 S₇(n=4)#                 S₈(n=4)#                 S₉(n=4)#                S₁₀(n=4)#               S₀₋₅(n=4)
     -1.650000000000E+00      6.273909346710E-01      3.318007994261E-01      2.505897787491E-01      2.138968308870E-01      1.909958817052E-01      1.736391335587E-01      1.589308626862E-01      1.456593295422E-01      1.332657864341E-01      1.214849541820E-01      1.174552146100E+00
      5.000000000000E-01      3.705162743158E-02      1.035432440341E-02      7.774298207313E-03      6.907516264206E-03      6.472980145002E-03      6.211354669556E-03      6.036183543362E-03      5.910414025855E-03      5.815519748801E-03      5.741208287407E-03      2.526937755270E-01


 Calculation finished at  2022-07-12 08:06:42
