# M=10, N=5, Vp=0.5, t=1.0, n=2, Vstart=-1.65, Vstop=0.5, Vstep=13743596010988880376, PBC
# start time 2022-07-12 10:20:57
#                       V#                 S₁(n=2)#                 S₂(n=2)                 S₃(n=2)#                 S₄(n=2)#                 S₅(n=2)#                 S₆(n=2)#                 S₇(n=2)#                 S₈(n=2)#                 S₉(n=2)#                S₁₀(n=2)#               S₀₋₅(n=2)
     -1.650000000000E+00      3.536809601062E-01      1.873195949327E-01      1.421621585153E-01      1.224038714528E-01      1.105051065326E-01      1.017866073403E-01      9.460362717620E-02      8.825502135666E-02      8.240243917260E-02      7.687082726503E-02      6.466571562244E-01
      5.000000000000E-01      1.792860702554E-02      4.782786117210E-03      3.589956272545E-03      3.190702298211E-03      2.990932506176E-03      2.870958241100E-03      2.790881703358E-03      2.733603832912E-03      2.690575099793E-03      2.657045765174E-03      1.291578724035E-01


 Calculation finished at  2022-07-12 10:20:59
