# M=6, N=3, Vp=0.5, t=1.0, n=1, Vstart=-1.65, Vstop=0.5, Vstep=13743596010988880376, PBC
# start time 2022-07-12 10:20:10
#                       V#                 S₁(n=1)#                 S₂(n=1)                 S₃(n=1)#                 S₄(n=1)#                 S₅(n=1)#                 S₆(n=1)#                 S₇(n=1)#                 S₈(n=1)#                 S₉(n=1)#                S₁₀(n=1)#               S₀₋₅(n=1)
     -1.650000000000E+00      2.034393241914E-01      1.152708529054E-01      8.915254406607E-02      7.815647629956E-02      7.203248694995E-02      6.793524621135E-02      6.485490664614E-02      6.235484581873E-02      6.021743388941E-02      5.832270693191E-02      3.320856482028E-01
      5.000000000000E-01      7.640343582018E-03      1.939161295659E-03      1.455076949425E-03      1.293323817387E-03      1.212417510241E-03      1.163850194976E-03      1.131452380716E-03      1.108294285419E-03      1.090911018066E-03      1.077377639206E-03      5.951862876544E-02


 Calculation finished at  2022-07-12 10:20:11
