# M=18, N=9, Vp=0.5, t=1.0, n=1, Vstart=-1.65, Vstop=0.5, Vstep=13743596010988880376, PBC
# start time 2022-07-12 10:24:20
#                       V#                 S₁(n=1)#                 S₂(n=1)                 S₃(n=1)#                 S₄(n=1)#                 S₅(n=1)#                 S₆(n=1)#                 S₇(n=1)#                 S₈(n=1)#                 S₉(n=1)#                S₁₀(n=1)#               S₀₋₅(n=1)
     -1.650000000000E+00      2.284299140609E-01      1.306509975372E-01      1.014952669234E-01      8.882519456675E-02      8.164840968918E-02      7.682400266805E-02      7.320772351646E-02      7.029816559790E-02      6.784337326682E-02      6.570321217974E-02      3.725797953856E-01
      5.000000000000E-01      1.429663073790E-02      4.136311693256E-03      3.105450592686E-03      2.758510317357E-03      2.584320308627E-03      2.479238133672E-03      2.408710935113E-03      2.357930322527E-03      2.319492100797E-03      2.289282828361E-03      8.134355491151E-02


 Calculation finished at  2022-07-12 10:24:22
