# M=24, N=12, Vp=0.5, t=1.0, n=3, Vstart=-1.65, Vstop=0.5, Vstep=13743596010988880376, PBC
# start time 2022-07-12 08:12:10
#                       V#                 S₁(n=3)#                 S₂(n=3)                 S₃(n=3)#                 S₄(n=3)#                 S₅(n=3)#                 S₆(n=3)#                 S₇(n=3)#                 S₈(n=3)#                 S₉(n=3)#                S₁₀(n=3)#               S₀₋₅(n=3)
     -1.650000000000E+00      6.016448118039E-01      3.295148447959E-01      2.511767595128E-01      2.156896941263E-01      1.937611273753E-01      1.772656591286E-01      1.632806903925E-01      1.505504273365E-01      1.384796429881E-01      1.267835117486E-01      1.048922979030E+00
      5.000000000000E-01      3.784087500411E-02      1.089192645118E-02      8.178646421009E-03      7.264993282391E-03      6.806278365276E-03      6.529560516290E-03      6.343841418014E-03      6.210121709874E-03      6.108901720520E-03      6.029348307584E-03      2.305631707316E-01


 Calculation finished at  2022-07-12 08:14:55
