# M=14, N=7, Vp=0.5, t=1.0, n=3, Vstart=-1.65, Vstop=0.5, Vstep=13743596010988880376, PBC
# start time 2022-07-12 10:22:40
#                       V#                 S₁(n=3)#                 S₂(n=3)                 S₃(n=3)#                 S₄(n=3)#                 S₅(n=3)#                 S₆(n=3)#                 S₇(n=3)#                 S₈(n=3)#                 S₉(n=3)#                S₁₀(n=3)#               S₀₋₅(n=3)
     -1.650000000000E+00      4.919183218953E-01      2.598430618545E-01      1.965742461252E-01      1.683527582951E-01      1.509935316877E-01      1.380273979965E-01      1.271838853268E-01      1.175067431787E-01      1.085470357555E-01      1.000835521941E-01      9.174072197883E-01
      5.000000000000E-01      2.766912316733E-02      7.594418671059E-03      5.701378841096E-03      5.066349512471E-03      4.748241628508E-03      4.556908547764E-03      4.428962565398E-03      4.337237505782E-03      4.268150281863E-03      4.214154734892E-03      1.943362875510E-01


 Calculation finished at  2022-07-12 10:22:42
