# M=4, N=2, Vp=0.5, t=1.0, n=1, Vstart=-1.65, Vstop=0.5, Vstep=13743596010988880376, PBC
# start time 2022-07-12 10:19:54
#                       V#                 S₁(n=1)#                 S₂(n=1)                 S₃(n=1)#                 S₄(n=1)#                 S₅(n=1)#                 S₆(n=1)#                 S₇(n=1)#                 S₈(n=1)#                 S₉(n=1)#                S₁₀(n=1)#               S₀₋₅(n=1)
     -1.650000000000E+00      1.902462123881E-01      9.428885516325E-02      7.249566637629E-02      6.449267980850E-02      6.046369784289E-02      5.804521872307E-02      5.643285429519E-02      5.528116350590E-02      5.441739533101E-02      5.374557563578E-02      3.536223679721E-01
      5.000000000000E-01      1.406450287263E-02      3.883500026398E-03      2.915460155397E-03      2.591523406257E-03      2.429553197836E-03      2.332371069930E-03      2.267582984654E-03      2.221305780885E-03      2.186597878059E-03      2.159602842527E-03      8.438259117109E-02


 Calculation finished at  2022-07-12 10:19:56
